Νέας Κεσσάνης,3,3  1.035,301,1  1  160,53,4  2  2
Νεοχωρίου,2,3  816,257,0  0  0,0,2  1  1
Ολβίου,1,1  338,114,0  0  0,0,1  0  1
Πηγαδίων,1,2  985,265,1  0  355,88,2  0  2
Πολυσίτου,0,0  0,0,1  2  450,140,2  0  2
Σατρών,1,1  212,55,2  2  597,164,2  0  2
Σελέρου,31,43  17.752,5.180,11  6  2.919,826,40  4  36
Σελίνου,0,0  0,0,1  1  515,134,2  2  0
Σουνίου,2,2  586,156,0  0  0,0,2  0  2
Τοξοτών,3,4  1.329,294,1  1  173,57,2  1  1
Ωραίου,1,1  164,40,0  0  0,0,0  0  0
ΝΟΜΟΣ ΡΟ?ΟΠΗΣ,654,1.201  688.228,198.843,231  120  682.345,88.109,1.777  718  1.059
Κομοτηνής,420,857  511.177,151.163,111  73  634.706,76.023,1.324  548  776
Αγίων Θεοδώρων,51,95  53.305,15.800,1  0  15.935,2.757,137  58  79
Αιγείρου,31,54  34.235,8.201,8  4  2.499,735,90  47  43
Αμαξάδων,1,1  228,76,4  4  1.334,407,6  2  4
Αμαράντων,1,1  141,35,0  0  0,0,0  0  0
Ασωμάτων,1,1  174,58,1  0  192,64,1  0  1
Ιάσμου,35,51  18.470,5.589,22  9  4.163,1.343,52  15  37
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Κοσμίου,1,1  279,82,0  0  0,,0,1  0  1
Μαρωνείας,31,39  20.311,5.469,12  5  3.145,,883,55  11  44
Νέου Σιδηροχωρίου,2,2  760,207,1  1  329,,94,3  0  3
Ξυλαγανής,2,2  819,181,1  1  198,,62,2  1  1
Οργάνης,1,2  744,240,1  0  206,,49,2  0  2
Σώστου,19,24  11.474,2.957,27  11  7.364,,1.967,32  11  21
Σαπών,23,27  11.918,3.158,24  9  8.450,,2.535,25  9  16
Αράτου,8,15  5.782,1.803,2  1  173,,58,19  8  11
Αρριανών,12,13  4.398,1.189,10  1  2.041,,665,13  5  8
Φιλλύρας,15,16  14.013,2.635,6  1  1.610,,467,15  3  12
ΚΕΝΤΡΙΚΗ ΜΑΚΕ?ΟΝΙΑ,6.433,13.937  11.914.686,3.167.634,2.346  2.010  2.045.255,,465.037,19.443  6.296  13.147
ΝΟΜΟΣ ΗΜΑΘΙΑΣ,416,751  684.846,174.253,311  218  321.618,,63.817,895  144  751
Αλεξανδρείας,6,9  5.135,1.437,3  2  1.456,,456,9  3  6
Βεροίας,19,47  24.750,7.475,5  3  2.668,,598,42  3  39
Αγίας Βαρβάρας,1,1  641,211,1  0  117,,26,1  0  1
Αγίας Μαρίνης,0,0  0,0,1  0  18,,6,0  0  0
Αγίου Γεωργίου,1,2  747,251,1  0  4.670,,718,1  0  1
Αγκαθιάς,78,221  165.774,52.634,27  18  17.629,,3.955,284  36  248
Βεργίνης,2,4  1.563,637,0  0  0,,0,4  0  4
Γεωργιανών,4,4  984,342,3  2  514,,163,6  1  5
?ασκίου,0,0  0,0,1  2  702,,234,0  0  0
?ιαβατού,2,3  1.124,345,4  3  2.037,,634,6  0  6
Καβασίλων,3,4  1.518,415,5  4  3.127,,631,1  0  1
Κουλούρας,2,2  9.374,1.242,2  1  1.074,,236,2  1  1
Κουμαριάς,4,8  1.666,529,0  0  0,,0,5  0  5
Κυψέλης,1,1  1.500,300,2  2  1.383,,441,1  1  0
Λυκόγιαννης,2,2  495,160,1  1  54,,14,2  0  2
Μακροχωρίου,26,34  13.209,4.338,23  21  22.886,,6.020,39  2  37
Μελίκης,68,118  83.365,24.181,56  38  28.528,,7.541,145  15  130
Νέας Νικομηδείας,3,3  741,221,0  0  0,,0,2  1  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Νεοκάστρου,7,8  2.933,995,6  5  5.537,1.804,10  3  7
Νησίου,2,3  810,251,0  0  0,0,2  0  2
Ξεχασμένης,2,4  1.711,576,5  3  1.349,473,8  2  6
Παλαιού Σκυλλιτσίου,1,1  513,179,0  0  0,0,1  0  1
Παλατιτσίων,0,0  0,0,3  0  13.965,2.350,0  0  0
Πατρίδος,8,9  35.884,6.864,4  2  974,444,4  0  4
Πλατέος,28,33  15.054,3.869,24  18  14.671,4.086,37  7  30
Πολυδένδρου,3,4  1.177,350,2  2  450,172,5  0  5
Προδρόμου,2,7  6.298,2.038,0  0  0,0,19  0  19
Ράχης,2,2  637,202,2  1  918,306,2  1  1
Ριζωμάτων,5,8  3.245,1.061,7  7  1.750,546,10  1  9
Σταυρού,3,4  1.851,574,2  1  344,118,2  0  2
Σφηκιάς,5,9  2.748,853,0  0  0,0,4  0  4
Τριλόφου,6,6  101.308,13.024,4  1  12.742,1.799,1  0  1
Τριποτάμου,4,6  2.347,735,0  0  0,0,3  0  3
Φυτείας,1,2  620,197,0  0  0,0,1  0  1
Ειρηνούπολης,19,25  30.845,7.620,13  7  45.801,5.998,22  5  17
Ναούσης,44,86  112.423,27.033,54  42  62.907,10.828,126  35  91
Αρκοχωρίου,9,13  3.121,964,2  3  988,326,10  2  8
Γιαννακοχωρίου,7,8  4.599,1.324,6  5  28.842,5.453,9  1  8
Επισκοπής,3,4  6.199,1.582,10  7  4.221,1.380,11  4  7
Κάτω Βερμίου,9,18  6.142,1.950,9  5  1.617,549,23  9  14
Κοπανού,9,9  18.999,3.496,13  8  5.834,1.785,13  4  9
Λευκαδίων,6,7  3.213,1.156,2  1  528,182,7  1  6
Μαρίνης,2,2  1.696,595,4  2  611,289,3  0  3
Μονοσπίτων,0,0  0,0,1  0  57,170,0  0  0
Ροδοχωρίου,5,7  3.404,1.090,0  0  0,0,10  6  4
Στενημάχου,2,3  4.483,957,3  1  30.649,3.086,2  0  2
ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,3.010,7.526  6.975.119,1.762.331,592  486  854.109,172.436,10.261  2.693  7.568
Αγίου Παύλου,3,9  2.845,841,0  0  0,0,6  1  5
Αμπελοκήπων,6,29  11.706,3.457,1  2  565,181,30  2  28
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Ελευθερίου-Κορδελιού,16,70  38.721,11.750,2  3  847,281,128  40  88
(Ελευθερίου),,,,,,
Ευόσμου,44,198  137.813,42.439,5  5  2.193,477,397  109  288
Θεσσαλονίκης,58,288  159.965,47.546,8  8  3.191,964,414  172  242
Ιωνίας,11,29  73.565,15.582,2  2  609,180,48  6  42
Καλαμαριάς,141,652  355.600,115.519,10  22  22.291,7.638,911  208  703
Κουφαλίων,25,42  29.736,8.478,37  31  20.353,5.005,73  23  50
Μενεμένης,14,32  116.331,22.009,4  3  20.737,4.150,34  17  17
Νεαπόλεως,14,72  34.899,10.294,0  0  0,0,96  46  50
Πολίχνης,100,276  132.292,39.327,11  11  4.376,1.287,356  81  275
Πυλαίας,172,391  352.844,104.444,8  10  5.653,1.583,489  120  369
Σίνδου,66,114  868.118,119.999,25  8  161.737,25.967,133  74  59
Σταυρουπόλεως,77,296  189.025,60.166,9  14  3.971,1.214,501  70  431
Συκεών,174,423  244.016,74.338,15  12  8.119,2.305,529  107  422
Τριανδρίας,13,59  31.124,9.726,0  0  0,0,94  54  40
Χαλάστρας,23,52  51.145,12.390,13  10  4.085,1.239,44  5  39
Αγγελοχωρίου,2,4  1.725,543,2  2  477,174,3  0  3
Αγίας Παρασκευής,18,77  33.182,10.148,4  3  835,279,100  34  66
Αγίας Τριάδος,10,32  23.941,7.762,0  0  0,0,63  22  41
Αγίου Αθανασίου,3,6  3.731,1.115,3  3  1.199,343,9  1  8
Αγίου Αντωνίου,45,168  95.592,27.634,7  2  4.994,947,266  108  158
Αγχιάλου,4,7  16.574,4.187,3  0  12.865,2.159,3  0  3
Αδένδρου,2,3  1.144,294,11  10  13.673,2.804,10  2  8
Ανατολικού,5,9  3.265,922,7  7  2.411,740,13  2  11
Ασβεστοχωρίου,21,43  28.096,8.471,5  6  3.285,948,65  20  45
Βαθυλάκκου,12,18  6.448,1.910,12  12  6.809,1.964,32  7  25
Βαλτοχωρίου,0,0  0,0,1  1  492,142,1  0  1
Βασιλικών,28,53  55.247,10.861,1  1  393,131,46  8  38
Βραχιάς,1,2  718,233,1  0  45.554,345,1  0  1
Γεφύρας,3,4  4.326,1.177,6  3  9.310,2.631,5  0  5
?ρυμού,24,38  62.023,12.293,4  3  1.829,451,24  1  23
Ελεούσης,1,1  501,148,0  0  0,0,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Εξοχής,4,8  4.443,1.398,2  2  687,229,12  6  6
Επανομής,48,71  40.581,12.114,7  5  1.925,626,75  15  60
Ευκαρπίας,30,56  158.462,24.149,2  0  2.332,624,62  7  55
Θέρμης,67,144  150.225,42.808,4  2  2.280,685,153  23  130
Καλοχωρίου,31,40  284.128,42.131,22  13  69.453,13.035,29  5  24
Καρδιάς,36,67  53.487,15.121,2  2  6.598,369,74  9  65
Κάτω Σχολαρίου,17,29  32.102,6.820,1  0  210,75,12  1  11
Κυμίνων,14,22  9.331,2.706,2  1  621,150,14  2  12
Λαγυνών,9,15  7.871,2.161,4  2  6.227,1.050,13  2  11
Λητής,26,44  23.682,6.503,5  4  2.572,648,26  5  21
Μελισσοχωρίου,29,45  46.171,11.077,9  6  6.412,1.388,35  1  34
Μεσαίου,16,26  13.839,4.146,9  7  4.029,1.140,21  3  18
Μεσημερίου,18,31  17.980,5.478,1  1  423,118,27  5  22
Μικρού Μοναστηρίου,5,7  4.727,1.018,2  2  554,151,4  1  3
Νέας Κερασιάς,4,8  2.312,713,0  0  0,0,4  0  4
Νέας Μεσημβρίας,16,24  16.766,5.001,8  8  7.040,2.064,34  3  31
Νέας Μηχανιώνας,55,91  46.894,12.847,12  8  6.082,1.581,84  17  67
Νέας Ραιδεστού,47,100  109.702,38.699,3  2  1.442,484,122  1  121
Νέας Φιλαδελφείας,6,6  4.011,1.138,0  0  0,0,6  0  6
Νέου Ρυσίου,17,29  90.438,19.593,1  1  343,95,37  0  37
Νεοχωρούδας,32,42  238.474,34.774,7  3  5.462,1.331,13  3  10
Νέων Επιβατών,46,114  77.382,23.365,3  2  1.716,446,208  60  148
Νέων Μαλγάρων,14,21  17.649,3.724,5  3  4.116,837,17  6  11
Ξηροχωρίου,2,3  721,228,0  0  0,0,2  1  1
Πανοράματος,102,209  119.530,37.363,6  4  2.969,878,210  24  186
Παρθενίου,1,1  410,100,0  0  0,0,0  0  0
Πενταλόφου,198,302  258.309,62.657,57  37  64.896,14.083,279  55  224
Περαίας,50,143  129.316,37.474,5  1  5.963,1.738,305  100  205
Πλαγιαρίου,59,102  64.229,19.351,4  1  7.897,1.117,111  14  97
Προχώματος,5,8  3.418,1.058,4  5  2.119,574,9  0  9
Σουρωτής,47,99  149.429,37.532,14  12  15.045,3.219,146  17  129
Ταγαράδων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",9,14  9.107,2.896,4  2  7.917,1.722,15  2  13
Τριλόφου,49,92  70.629,19.680,8  6  7.146,1.814,106  9  97
Φιλύρου,25,42  29.743,9.281,2  3  1.254,417,59  21  38
Χαλκηδόνος,14,16  36.175,6.088,8  7  36.597,5.234,17  4  13
Χορτιάτη,39,73  39.559,12.180,0  0  0,0,64  5  59
Ωραιοκάστρου,213,423  451.136,119.939,19  14  50.742,9.911,576  47  529
Λαγκαδά,10,17  6.846,2.082,3  4  1.003,286,16  3  13
Σοχού,1,1  488,181,3  3  857,275,4  0  4
Αγίου Βασιλείου,0,0  0,0,1  1  40,13,0  0  0
Αδάμ,1,1  390,116,0  0  0,0,1  0  1
Απολλωνίας,0,0  0,0,1  0  256,57,0  0  0
Αρδαμερίου,2,2  881,273,0  0  0,0,1  0  1
Αρεθούσης,5,7  3.752,1.205,3  3  1.544,469,6  0  6
Ασπροβάλτας,36,59  26.607,8.050,26  22  17.790,4.201,94  38  56
Ασσήρου,4,6  3.440,1.033,7  5  11.214,1.957,10  4  6
Βασιλουδίου,1,1  167,48,0  0  0,0,1  1  0
Βερτίσκου,15,26  18.320,5.090,4  3  1.498,364,26  4  22
Βόλβης,2,3  1.532,462,0  0  0,0,2  0  2
Βρασνών,10,16  10.653,2.801,2  2  477,160,21  12  9
Γερακαρούς,4,6  3.226,875,2  3  1.561,437,7  1  6
Εξαλόφου,9,17  6.321,1.913,2  1  979,333,27  18  9
Ευαγγελισμού,2,2  624,162,1  1  253,85,3  0  3
Ζαγκλιβερίου,8,10  3.782,1.089,3  4  2.240,656,10  1  9
Ηρακλείου,3,3  2.115,636,0  0  0,0,4  0  4
Καβαλλαρίου,2,3  1.698,519,1  1  338,92,4  0  4
Καλαμωτού,0,0  0,0,1  2  260,82,2  2  0
Κολχικού,4,7  4.324,1.316,1  0  4.392,510,5  0  5
Κριθιάς,7,11  6.709,1.658,0  0  0,0,8  1  7
Κρυονερίου,3,3  1.419,385,0  0  0,0,2  1  1
Λαγκαδικίων,3,4  1.281,393,0  0  0,0,2  1  1
Λαχανά,6,8  7.958,1.573,0  0  0,0,2  0  2
Λιβαδίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",145,580  401.109,115.505,24  29  23.125,5.332,1.074  290  784
Λοφίσκου,14,20  42.602,7.385,8  6  3.199,955,22  2  20
Νέας Απολλωνίας,3,3  2.309,430,2  2  2.813,644,0  0  0
Νέας Μαδύτου,5,7  3.642,1.052,1  1  2.420,574,8  1  7
Ξυλοπόλεως,1,2  550,156,0  0  0,0,2  2  0
Όσσης,2,2  1.933,604,3  2  1.094,319,6  2  4
Περιβολακίου,2,4  2.457,764,1  0  291,106,5  0  5
Περιστεράς,134,582  408.383,128.491,26  23  77.061,19.110,939  481  458
Πετροκεράσων,2,2  494,253,1  1  501,134,1  1  0
Προφήτου,0,0  0,0,1  1  320,106,1  0  1
Σαρακήνας,6,8  4.190,1.022,0  0  0,0,4  0  4
Σκεπαστού,1,3  1.046,363,0  0  0,0,2  0  2
Σταυρού,15,26  10.010,3.765,3  5  1.538,489,24  12  12
Στίβου,2,4  1.159,386,1  1  324,83,3  0  3
Σχολαρίου,2,3  1.541,419,0  0  0,0,2  0  2
Χρυσαυγής,2,3  2.535,562,1  0  799,245,4  1  3
ΝΟΜΟΣ ΚΙΛΚΙΣ,360,582  811.308,157.439,143  138  173.127,36.457,784  270  514
Κιλκίς,51,108  68.494,19.453,17  15  48.237,10.360,158  87  71
Πολυκάστρου,105,206  415.013,64.766,33  35  32.399,7.426,323  99  224
Αγίας Παρασκευής,1,2  381,119,1  0  75,24,2  1  1
Αναβρυτού,1,1  593,189,0  0  0,0,1  0  1
Ανθοφύτου,1,2  360,120,1  1  1.050,336,2  0  2
Αξιοχωρίου,16,30  30.557,7.874,8  7  6.032,1.205,39  9  30
Βάθης,0,0  0,0,2  2  455,140,1  1  0
Βαφιοχωρίου,2,2  117.395,19.634,0  0  0,0,1  0  1
Γαλλικού,32,37  55.606,14.880,11  10  6.880,1.926,33  4  29
?ροσάτου,9,11  3.941,1.235,1  0  231,66,8  0  8
Επταλόφου,0,0  0,0,2  3  468,155,1  0  1
Ευζώνων,0,0  0,0,1  2  832,125,0  0  0
Καμπάνη,5,7  3.317,763,0  0  0,0,6  0  6
Καστανεών,6,9  31.757,5.913,1  1  472,102,28  15  13
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Κοιλαδίου,1,1  235,50,0  0  0,,0,0  0  0
Λειψυδρίου,7,7  2.477,679,0  0  0,,0,6  2  4
Μανδρών,1,1  5.980,905,0  0  0,,0,0  0  0
Μαυρονερίου,0,0  0,0,1  1  430,,116,1  1  0
Μεγάλης Βρύσης,1,1  174,58,1  1  517,,154,2  1  1
Μεσιανού,2,3  594,230,0  0  0,,0,2  1  1
Μικροκάμπου,10,17  9.257,2.464,4  3  613,,177,14  8  6
Μικρού ?άσους,2,2  644,177,2  2  563,,188,4  2  2
Μουριών,6,8  3.544,982,3  2  813,,268,7  3  4
Μυριοφύτου,0,0  0,0,1  0  180,,60,1  1  0
Νέας Σάντας,1,1  130,45,2  1  36.192,,5.200,1  1  0
Νέου Αγιονερίου (Αγιονερίου),3,3  1.040,345,1  2  459,,153,4  2  2
Ξυλοκερατέας,1,3  525,172,2  0  940,,244,3  1  2
Παλαιού Αγιονερίου,1,1  310,99,1  0  190,,45,1  0  1
Πλαγιάς,1,1  372,116,0  0  0,,0,1  0  1
Σταθμού Μουριών,3,3  1.610,465,1  1  336,,100,4  0  4
Σταυροχωρίου,0,0  0,0,1  0  15.050,,2.125,0  0  0
Τερπύλλου,9,9  4.566,1.026,5  4  2.186,,636,11  5  6
Φύσκας,1,1  235,78,0  0  0,,0,1  0  1
Χέρσου,7,8  3.461,916,1  2  336,,112,6  1  5
Χρυσοπέτρας,1,1  280,75,0  0  0,,0,0  0  0
Αξιουπόλεως,38,48  27.168,7.506,13  15  8.226,,2.375,60  15  45
Γουμένισσας (Γουμενίσσης),19,28  13.952,4.051,11  12  3.548,,987,24  6  18
Αγίου Πέτρου,2,2  894,260,5  5  1.724,,563,6  1  5
Γοργόπης,2,2  945,311,2  3  583,,153,4  1  3
Ευρωπού,7,9  3.317,844,6  5  1.865,,563,11  2  9
Καστανερής,1,1  168,45,0  0  0,,0,0  0  0
Λιβαδίων,2,3  849,234,0  0  0,,0,3  0  3
Πολυπέτρου,1,2  900,272,0  0  0,,0,1  0  1
Ρυζιών,0,0  0,0,1  1  320,,100,1  0  1
Σκρα,1,1  267,88,0  0  0,,0,1  0  1
Φιλυριάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,1  2  925,273,1  0  1
ΝΟΜΟΣ ΠΕΛΛΗΣ,472,877  636.959,258.346,267  230  187.932,47.945,1.055  208  847
Αριδαίας,5,11  7.907,2.164,0  0  0,0,16  4  12
Αψάλου,1,1  320,97,0  0  0,0,0  0  0
?ωροθέας,1,1  511,129,0  0  0,0,1  0  1
Εξαπλατάνου,1,1  283,90,1  0  600,200,1  0  1
Κωνσταντίας,0,0  0,0,1  2  502,167,2  0  2
Λουτρακίου,5,8  4.309,1.653,6  7  6.516,1.769,31  26  5
Λυκοστόμου,2,2  376,113,0  0  0,0,0  0  0
Μεγαπλατάνου,4,6  1.264,410,0  0  0,0,4  1  3
Μηλέας,3,3  676,200,0  0  0,0,1  1  0
Νοτίας,0,0  0,0,1  0  8.212,1.104,0  0  0
Ξιφιανής,0,0  0,0,1  0  138,46,0  0  0
Όρμης,0,0  0,0,1  2  705,200,1  1  0
Περικλείας,0,0  0,0,2  0  389,122,2  1  1
Πιπεριών,1,1  236,75,1  0  254,76,2  0  2
Πολυκαρπίου,3,3  1.188,336,0  0  0,0,3  0  3
Προμάχων,5,6  3.270,935,3  5  1.148,361,7  1  6
Σαρακηνών,1,3  780,239,0  0  0,0,1  0  1
Σωσάνδρας,1,2  790,260,2  1  577,180,3  1  2
Τσάκων,0,0  0,0,1  1  1.200,300,0  0  0
Φιλωτείας,0,0  0,0,1  1  34,11,1  1  0
Χρυσής,3,4  1.645,502,1  2  400,133,5  0  5
Γιαννιτσών,143,316  310.538,72.479,83  64  84.631,17.796,414  56  358
Κρύας Βρύσης,31,42  19.710,6.019,22  16  8.721,5.220,48  9  39
Πέλλης,57,96  63.538,17.244,28  25  17.457,4.793,113  21  92
Αγίου Λουκά,1,1  269,89,0  0  0,0,1  0  1
Αγροσυκέας,1,2  1.038,278,0  0  0,0,1  0  1
Αθύρων,1,1  888,148,2  3  714,234,2  0  2
Ακρολίμνης,0,0  0,0,2  1  450,157,1  0  1
Αμπελειών,1,1  720,209,1  1  340,134,2  1  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ανύδρου,1,1  300,99,0  0  0,,0,1  0  1
Αξού,1,1  300,72,0  0  0,,0,0  0  0
Αραβησσού,2,2  689,200,0  0  0,,0,1  0  1
Αχλαδοχωρίου,0,0  0,0,1  1  27,,9,0  0  0
Γαλατάδων,3,4  1.084,322,1  2  316,,101,2  0  2
?άφνης,3,4  1.168,357,1  1  386,,117,2  0  2
?υτικού,1,1  500,176,0  0  0,,0,1  0  1
Εσωβάλτων,0,0  0,0,2  2  717,,238,2  0  2
Καλής,3,3  990,316,1  1  345,,115,2  0  2
Καλλιπόλεως,1,1  345,119,1  2  330,,106,2  0  2
Καλυβίων,6,7  1.331,375,3  5  1.577,,474,4  1  3
Καρυωτίσσης,1,2  480,160,1  1  712,,177,2  0  2
Μανδάλου,3,4  1.515,477,1  2  520,,160,3  1  2
Μελισσίου,1,1  720,240,1  1  270,,90,2  0  2
Μυλοτόπου,4,6  2.676,821,3  1  595,,156,4  0  4
Νέας Πέλλης,3,4  954,268,2  2  828,,269,4  1  3
Παλαιού Μυλοτόπου,2,3  1.294,348,0  0  0,,0,2  0  2
Παλαιφύτου,2,2  832,215,2  1  640,,202,2  0  2
