Λάκκας,3,6  7.314,2.007,1  0  65,,22,4  4  0
Λογγού,9,13  4.197,1.240,4  3  556,,175,11  2  9
Μαγαζιών,10,11  3.865,1.226,7  4  1.466,,578,12  4  8
ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,525,869  504.535,196.795,203  164  75.423,,24.257,1.356  752  604
Ιθάκης,23,35  12.653,4.014,9  10  2.699,,867,46  27  19
Ανωγής,1,2  429,116,0  0  0,,0,1  0  1
Κιονίου,1,1  100,50,0  0  0,,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Λεύκης,1,1  600,200,0  0  0,,0,5  5  0
Περαχωρίου,1,1  190,65,1  0  180,,66,1  1  0
Πλατρειθιά,0,0  0,0,1  0  150,,50,1  0  1
Σταυρού,0,0  0,0,1  0  100,,31,1  1  0
Αργοστολίου,146,286  185.963,99.204,54  49  23.836,,8.067,459  220  239
Αγίας Ειρήνης,12,20  15.014,4.562,11  9  8.410,,1.972,19  8  11
Αργινίων,1,1  613,178,0  0  0,,0,1  0  1
Βαλεριάνου,1,2  767,265,0  0  0,,0,2  0  2
Βλαχάτων Εικοσιμίας,1,1  513,175,1  1  1.040,,346,5  4  1
?ιλινάτων,9,19  40.229,7.462,1  1  276,,102,17  4  13
Καραβάδου,2,3  1.100,349,0  0  0,,0,3  0  3
Κεραμειών,121,183  82.275,27.338,22  10  5.786,,1.929,294  207  87
Κουρουκλάτων,1,2  986,341,0  0  0,,0,6  6  0
Λουρδάτων,2,3  1.646,547,1  0  80,,37,3  0  3
Μαρκοπούλου,1,2  593,197,0  0  0,,0,3  3  0
Μουσάτων,0,0  0,0,1  1  90,,30,1  1  0
Ομαλών,1,1  76,25,3  0  722,,224,4  3  1
Πάστρας,40,55  36.143,11.939,12  9  4.077,,1.381,85  51  34
Περατάτων,3,4  2.055,680,1  0  76,,25,9  6  3
Πεσάδας,2,4  2.477,825,0  0  0,,0,8  8  0
Πόρου,1,1  163,54,1  3  285,,95,2  0  2
Σβορωνάτων,3,5  2.484,826,0  0  0,,0,12  10  2
Σκάλας,4,5  2.961,974,4  2  2.763,,1.010,8  4  4
Σπαρτιών,1,2  295,98,0  0  0,,0,1  0  1
Τρωιανάτων,7,13  10.378,3.239,1  2  765,,255,33  24  9
Φαρακλάτων,5,8  2.439,804,1  7  855,,289,13  7  6
Φάρσων,1,2  885,294,2  1  107,,35,3  1  2
Χιονάτων,1,2  267,87,0  0  0,,0,1  1  0
Ληξουρίου,69,103  49.935,15.954,35  35  11.233,,3.655,151  79  72
Αγίας Θέκλης,1,2  1.170,395,0  0  0,,0,4  2  2
?αμουλιανάτων,1,1  277,77,1  2  373,,124,3  1  2
Ζόλων,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",4,6  5.325,1.591,1  0  80,,29,10  3  7
Θηναίας,1,1  92,29,0  0  0,,0,1  1  0
Κατωγής,2,3  669,222,0  0  0,,0,2  0  2
Μονοπολάτων,2,2  503,176,0  0  0,,0,2  1  1
Νυφίου,2,4  2.502,739,0  0  0,,0,4  1  3
Σουλλάρων,1,1  903,106,4  3  996,,325,6  3  3
Αγίας Ευφημίας,4,8  3.056,880,4  1  473,,245,10  8  2
Αντιπάτων Ερίσου,1,2  806,224,0  0  0,,0,1  0  1
¶σου,2,3  802,260,0  0  0,,0,1  0  1
Βασιλικιάδων,22,37  19.400,6.600,12  7  5.003,,1.526,63  38  25
Γριζάτων,0,0  0,0,1  0  81,,29,1  1  0
?ιβαράτων,0,0  0,0,1  0  265,,88,1  1  0
Πουλάτων,1,2  1.432,360,1  1  188,,55,4  1  3
Πυργίου,0,0  0,0,1  0  129,,43,1  1  0
Σάμης,19,30  13.369,4.274,14  10  4.305,,1.327,44  9  35
ΝΟΜΟΣ ΛΕΥΚΑ?ΟΣ,169,290  144.374,45.635,45  30  12.209,,3.996,341  123  218
Λευκάδος,64,120  79.059,24.454,15  9  3.429,,1.146,154  57  97
Μεγανησίου,8,15  3.096,1.043,4  3  1.196,,385,16  6  10
Σφακιωτών,7,8  1.960,630,0  0  0,,0,5  2  3
Αγίου Νικήτα,3,4  2.605,821,0  0  0,,0,10  6  4
Αγίου Πέτρου,2,2  950,337,1  1  223,,80,1  0  1
Αθανίου,2,3  765,213,0  0  0,,0,1  0  1
Αλεξάνδρου,4,7  2.199,727,2  2  1.002,,334,9  0  9
Απολπαίνης,7,12  5.413,1.777,0  0  0,,0,13  1  12
Βασιλικής,6,11  9.500,2.941,2  0  419,,139,11  3  8
Βαυκερής,1,1  600,195,0  0  0,,0,3  0  3
Βλυχού,8,16  4.978,1.515,0  0  0,,0,11  5  6
?ραγάνου,1,1  136,45,0  0  0,,0,1  0  1
?ρυμώνος,0,0  0,0,1  0  262,,89,1  0  1
Εγκλουβής,0,0  0,0,2  1  217,,79,1  1  0
Εξανθείας,0,0  0,0,2  1  804,,211,3  1  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ευγήρου,1,2  895,225,0  0  0,,0,2  0  2
Καλαμιτσίου,4,6  1.740,565,0  0  0,,0,5  0  5
Καλάμου,2,3  704,201,1  0  74,,23,4  1  3
Καρυάς,5,9  3.500,1.067,0  0  0,,0,6  0  6
Καστού,1,2  998,1.266,0  0  0,,0,2  0  2
Κατούνης,7,12  3.271,1.015,3  2  664,,251,15  10  5
Κατωχωρίου,1,2  400,118,0  0  0,,0,1  0  1
Μαραντοχωρίου,0,0  0,0,1  1  810,,274,2  0  2
Νεοχωρίου,5,9  5.252,1.566,2  4  950,,296,20  9  11
Νυδρίου,15,23  9.004,2.707,4  3  688,,215,19  10  9
Πηγαδησάνων,2,2  258,80,1  1  41,,14,1  1  0
Πλατυστόμων,2,3  1.694,505,1  0  33,,12,5  2  3
Πόρου,2,2  246,76,2  2  1.237,,394,4  2  2
Τσουκαλάδων,5,9  3.049,946,1  0  160,,54,6  0  6
Φτερνού,2,2  800,266,0  0  0,,0,6  6  0
Χαραδιατίκων,2,4  1.302,334,0  0  0,,0,3  0  3
?ΥΤΙΚΗ ΕΛΛΑ?Α,2.651,4.765  2.892.246,836.139,1.472  1.418  715.175,,196.476,7.103  3.004  4.099
ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ,552,955  698.673,202.200,366  444  220.618,,58.285,1.443  388  1.055
ΑΚΑΡΝΑΝΙΑΣ,,,,,,,
Αμφιλοχίας,1,1  370,119,2  4  503,,169,3  1  2
Ανοιξιάτικου,1,2  410,138,1  2  281,,92,3  0  3
Λεπενούς,4,9  4.683,1.415,6  7  1.405,,513,12  3  9
Λουτρού,11,19  6.339,2.051,3  4  1.334,,425,16  0  16
Μαλεσιάδας,1,2  796,271,0  0  0,,0,1  0  1
Μενιδίου,6,12  4.948,1.572,11  12  3.765,,1.310,27  14  13
Οχθίων,2,3  1.594,290,0  0  0,,0,1  0  1
Πατιοπούλου,1,1  174,58,1  0  56,,15,2  2  0
Σαρδινίων,2,2  628,174,1  0  87,,33,1  0  1
Σπάρτου,4,5  2.472,885,4  6  1.254,,322,11  7  4
Σταθά,1,2  636,199,0  0  0,,0,2  1  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Στάνου,1,1  579,193,3  2  19.703,2.422,3  0  3
Στράτου,4,5  3.298,880,2  3  605,207,5  2  3
Φλωριάδος,1,1  234,72,0  0  0,0,1  0  1
Χαλκιοπούλων,1,1  360,120,3  2  294,94,3  2  1
Βόνιτσας (Βονίτσης),0,0  0,0,1  0  31.096,5.835,0  0  0
Αγραμπέλων,1,1  286,101,0  0  0,0,1  0  1
Βασιλοπούλου,1,1  198,62,0  0  0,0,1  0  1
Βλιζιανών,3,4  1.822,551,3  5  1.001,311,7  0  7
Γουριωτίσσης,1,1  263,54,2  2  477,153,1  0  1
?ρυμού,3,5  1.901,600,0  0  0,0,5  0  5
Θυρίου,0,0  0,0,1  2  326,108,1  0  1
Κανδήλας,4,5  1.244,387,2  2  249,82,4  0  4
Καραϊσκάκη,1,1  716,259,1  2  489,153,3  0  3
Κατοχής,1,2  514,184,2  3  746,250,3  1  2
Κονοπίνας,1,1  317,96,1  1  579,180,3  1  2
Λεσινίου,2,4  952,309,0  0  0,0,2  0  2
Μαχαιρά,3,3  1.174,271,4  3  16.490,2.722,4  2  2
Μοναστηρακίου,7,10  2.795,855,4  5  936,283,7  1  6
Μπαμπίνης,1,2  877,279,0  0  0,0,2  0  2
Μύτικα,5,11  3.523,1.121,3  3  650,258,10  2  8
Παλαιομανίνας,1,1  525,159,1  0  445,111,0  0  0
Παλαίρου,14,23  7.322,2.427,4  2  888,248,22  7  15
Παλιαμπέλων,4,6  2.670,717,4  4  777,247,6  2  4
Παππαδάτου,1,1  235,65,0  0  0,0,1  0  1
Πενταλόφου,1,2  471,144,0  0  0,0,1  0  1
Περατιάς,2,3  3.911,940,5  7  1.680,529,8  2  6
Πλαγιάς,5,6  3.598,1.276,4  5  1.618,517,13  2  11
Πογωνιάς,3,6  2.319,774,0  0  0,0,4  1  3
Προδρόμου,1,1  112,28,1  2  262,74,1  0  1
Ρίγανης,2,2  1.095,348,0  0  0,0,2  0  2
Σκουρτούς,2,3  886,286,0  0  0,0,1  0  1
Φυτειών,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  102,31,2  1  891,210,2  2  0
Χρυσοβίτσης,2,3  1.725,550,2  2  547,240,2  1  1
Αιτωλικού,9,12  7.745,5.446,3  4  907,290,11  1  10
Μεσολογγίου,58,113  85.655,24.381,27  32  10.068,3.202,199  109  90
Αγγελοκάστρου,1,2  42,14,1  2  38,12,1  0  1
Αγίου Ανδρέου,0,0  0,0,1  2  234,165,0  0  0
Αγίου Ηλία,0,0  0,0,1  2  549,186,2  0  2
Αγίου Θωμά,1,1  245,78,0  0  0,0,1  0  1
Γαβαλούς,1,1  309,72,1  1  355,104,1  0  1
Γουριάς,2,2  525,158,3  4  933,289,5  1  4
Ευηνοχωρίου,1,1  672,223,0  0  0,0,1  0  1
Κλεισορρευμάτων,1,1  377,126,0  0  0,0,1  0  1
Λυσιμαχείας,0,0  0,0,1  0  105,32,1  1  0
Μάστρου,4,6  3.295,1.002,1  1  112,35,8  1  7
Ματαράγκας,5,7  2.373,714,3  4  1.350,430,7  2  5
Νεοχωρίου,10,14  5.533,1.645,6  8  2.106,595,14  1  13
Παππαδατών,11,22  12.343,3.759,15  24  5.018,1.635,40  14  26
Σταμνάς,1,1  684,180,0  0  0,0,0  0  0
Χρυσοβεργίου,1,2  1.098,391,0  0  0,0,4  2  2
Αντιρρίου,22,37  20.054,5.575,8  7  2.476,789,31  0  31
Ναυπάκτου,47,75  63.840,17.436,22  21  8.124,2.830,135  64  71
Πυλλήνης,3,3  883,307,0  0  0,0,2  0  2
Αναβρυτής,1,2  444,141,0  0  0,0,2  0  2
¶νω Χώρας,2,3  621,207,0  0  0,0,2  1  1
Ασπριάς,1,1  303,100,0  0  0,0,1  0  1
Αφροξυλιάς,2,2  2.000,519,0  0  0,0,0  0  0
Βασιλικής,4,4  1.148,720,0  0  0,0,3  3  0
Βλαχομάνδρας,0,0  0,0,1  1  125,43,1  1  0
Βομβοκούς,1,1  368,100,0  0  0,0,0  0  0
Γαβρολίμνης,3,4  1.220,416,3  2  770,223,6  1  5
?άφνης,5,9  2.809,913,2  2  428,135,9  2  7
Ελατούς,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",4,7  2.218,708,0  0  0,,0,4  0  4
Ελευθεριανής,1,1  130,44,1  1  66,,22,2  2  0
Κάτω Χώρας,1,2  1.136,355,0  0  0,,0,1  0  1
Κλεπάς,1,1  80,28,0  0  0,,0,0  0  0
Λιμνίτσης,0,0  0,0,1  0  160,,81,0  0  0
Λυγιά,5,7  3.894,1.260,2  2  1.489,,418,12  1  11
Μαμουλάδας,2,3  522,175,0  0  0,,0,2  0  2
Νεοκάστρου,4,8  2.168,734,0  0  0,,0,6  0  6
Ξηροπηγάδου,5,8  2.884,933,6  3  1.769,,609,7  1  6
Παλαιοπύργου,1,1  238,72,0  0  0,,0,1  0  1
Παλαιοχωρακίου,1,1  60,34,0  0  0,,0,0  0  0
Περίστης,0,0  0,0,1  1  65,,12,0  0  0
Πιτσιναιίκων,1,1  325,93,1  0  150,,43,0  0  0
Ριγανίου,2,3  555,186,0  0  0,,0,2  1  1
Σκάλας,4,7  2.574,848,1  2  400,,120,6  0  6
Τερψιθέας,0,0  0,0,2  3  1.694,,565,1  0  1
Τρικόρφου,0,0  0,0,2  2  938,,308,2  0  2
Χόμορης,1,1  456,160,0  0  0,,0,1  0  1
Αγρινίου,74,201  253.310,72.342,60  101  40.152,,11.925,461  77  384
Θέρμου,22,29  13.555,3.797,18  18  6.305,,2.021,40  6  34
Νεάπολης,45,70  72.863,18.142,22  22  7.257,,2.277,70  23  47
Παραβόλας,8,9  2.306,750,10  12  4.454,,1.359,17  2  15
Αγίας Σοφίας,1,2  485,140,0  0  0,,0,2  0  2
Αγίου Βλασίου,2,3  1.085,362,2  3  745,,243,4  1  3
Αγίου Κωνσταντίνου,20,39  20.183,5.944,21  29  12.495,,3.897,48  6  42
Αναλήψεως,0,0  0,0,2  4  1.002,,329,2  0  2
?οκιμίου,3,5  4.917,1.169,2  2  1.024,,302,4  0  4
Καινουργίου,14,19  13.088,3.819,16  19  12.535,,2.840,26  4  22
Καλυβίων,1,1  1.250,250,2  3  887,,296,3  0  3
Καμαρούλας,5,10  6.437,1.925,0  0  0,,0,7  0  7
Μυρτέας,0,0  0,0,1  0  237,,84,0  0  0
Νέας Αβόρανης,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  105,35,0  0  0,,0,1  1  0
Παναιτωλίου,5,6  5.672,1.177,3  3  2.071,,948,3  0  3
Παντανάσσης,1,1  416,104,1  2  336,,112,1  0  1
Ποταμούλας,1,1  238,70,0  0  0,,0,1  0  1
Σαργιάδας,0,0  0,0,1  0  194,,60,1  0  1
Σιταραλώνων,0,0  0,0,1  1  562,,160,1  0  1
Σκουτεράς,4,5  1.466,473,2  0  204,,65,6  2  4
Σπαρτιά,1,1  397,137,1  0  130,,26,1  0  1
Χαλικίου Αμβρακίας,0,0  0,0,1  1  165,,55,1  1  0
ΝΟΜΟΣ ΑΧΑΙΑΣ,1.482,2.892  1.760.210,501.844,715  699  382.694,,104.413,4.600  2.369  2.231
Αιγίου,3,6  4.320,1.479,2  2  943,,306,9  5  4
Ακράτας,1,2  969,322,5  1  5.263,,1.479,7  4  3
Αιγείρας,1,2  1.385,346,0  0  0,,0,2  0  2
Βαλιμιτίκων,1,2  1.642,548,0  0  0,,0,1  0  1
?αφνών,2,3  1.681,454,0  0  0,,0,3  1  2
?ιακοπτού,57,85  32.320,9.849,18  16  5.968,,1.780,97  36  61
?ιγελιωτίκων,1,1  104,35,0  0  0,,0,1  1  0
Ελαιώνος,3,4  1.264,419,1  0  10,,4,2  0  2
Ελίκης,2,2  824,145,1  3  1.197,,399,3  0  3
Ζαχλωριτίκων,3,5  1.247,419,0  0  0,,0,4  2  2
Καλαμιά,1,1  550,183,0  0  0,,0,2  0  2
Κερυνείας,0,0  0,0,1  0  24,,8,0  0  0
Κουλούρας,1,2  544,177,2  3  756,,238,4  1  3
Κουνινάς,1,1  275,87,1  1  476,,119,2  0  2
Κρήνης,1,1  216,72,0  0  0,,0,1  0  1
Λόγγου,6,10  3.505,1.176,0  0  0,,0,8  2  6
Μελισσίων,1,3  927,309,2  1  2.749,,843,2  1  1
Νεραντζιών,3,3  1.794,551,2  2  225,,68,3  0  3
Νικολαιίκων,4,7  1.391,469,1  2  300,,100,7  3  4
Πλατάνου,2,3  1.079,358,0  0  0,,0,3  0  3
Πτέρης,1,1  267,93,0  0  0,,0,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ροδιάς,2,4  1.184,314,0  0  0,,0,2  0  2
Ροδοδάφνης,13,21  7.932,2.582,7  5  1.948,,577,19  2  17
Σελιανιτίκων,4,6  2.184,678,4  2  1.494,,484,8  1  7
Τέμενης,3,4  1.393,433,1  0  112,,37,4  1  3
Τραπέζης,1,1  356,96,1  2  1.008,,356,3  0  3
Χρυσαμπέλων,1,2  202,66,0  0  0,,0,1  0  1
Καλαβρύτων,153,253  139.939,43.279,93  83  48.958,,13.907,320  78  242
¶νω Βλασίας,56,95  46.864,14.510,20  18  5.037,,1.623,134  30  104
¶νω Λουσών,1,1  428,129,0  0  0,,0,0  0  0
?ροσάτου,1,1  149,49,0  0  0,,0,1  0  1
Ζαρούχλης,1,2  211,66,0  0  0,,0,1  0  1
Κανδάλου,1,1  370,92,0  0  0,,0,1  0  1
Καστρίων,0,0  0,0,1  1  1.405,,562,0  0  0
Κάτω Βλασίας,2,2  816,242,0  0  0,,0,2  0  2
Κάτω Ζαχλωρούς,0,0  0,0,1  0  1.086,,285,0  0  0
Κερπινής,1,2  524,176,1  2  795,,200,2  0  2
Κερτέζης,2,3  501,200,1  0  75,,22,3  2  1
Κλειτορίας,2,2  421,128,1  1  1.170,,308,2  1  1
Κλείτορος,0,0  0,0,2  2  1.305,,340,4  2  2
Λευκασίου,3,3  3.184,897,7  6  980,,279,6  2  4
Μανεσίου,0,0  0,0,1  0  280,,44,0  0  0
Πάου,1,1  422,117,8  4  1.495,,437,4  2  2
Πετσάκων,1,2  315,91,0  0  0,,0,1  0  1
Πλανητέρου,0,0  0,0,1  1  512,,157,1  0  1
Πλατανιωτίσσης,1,2  417,135,0  0  0,,0,1  0  1
Ρογών,1,1  443,155,0  0  0,,0,1  0  1
Σιγουνίου,1,1  340,113,0  0  0,,0,1  0  1
Σκεπαστού,1,1  12.687,1.316,2  0  1.013,,290,1  1  0
Τουρλάδας,1,2  730,189,0  0  0,,0,1  0  1
Φιλίων,1,1  706,126,1  2  320,,99,3  2  1
Ψωφίδος,1,1  363,81,0  0  0,,0,0  0  0
Κάτω Αχαϊας,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",58,116  54.067,15.672,31  28  13.571,3.856,115  34  81
Πατρέων,600,1.472  980.331,286.364,296  329  175.870,48.447,3.063  1.927  1.136
Αγίας Βαρβάρας,1,1  259,81,0  0  0,0,1  0  1
Αγίας Μαρίνης,2,2  670,206,0  0  0,0,2  0  2
Αγίου Βασιλείου,8,15  8.439,2.336,2  3  1.166,294,11  2  9
Αγίου Νικολάου Κράλης,0,0  0,0,1  1  117,29,0  0  0
Αγίου Νικολάου Σπάτων,15,23  7.662,2.420,9  8  2.555,667,28  11  17
Αγίου Στεφάνου,0,0  0,0,4  1  31.702,3.537,1  0  1
Ακταίου (Βερναρδαιίκων),3,6  2.912,801,0  0  0,0,6  1  5
Αλεποχωρίου,1,2  1.559,410,1  0  85,30,1  0  1
Αλισσού,3,4  1.607,544,2  1  1.016,260,5  0  5
¶νω Σουδεναιίκων,1,1  326,96,2  1  328,101,2  1  1
Αράξου,1,1  176,63,0  0  0,0,0  0  0
Αραχοβιτίκων,2,3  727,170,1  1  130,46,3  1  2
Βασιλικού,44,59  28.738,8.247,39  31  10.055,3.048,74  24  50
Βελιτσών,0,0  0,0,1  2  1.520,491,2  0  2
Βραχναιίκων,28,47  20.599,5.844,6  8  1.666,596,31  7  24
?ρεπάνου,2,2  921,149,2  2  371,115,2  0  2
Ελαιοχωρίου,2,2  706,255,0  0  0,0,1  1  0
Ελικίστρας,6,8  3.214,1.158,0  0  0,0,6  1  5
Ερυμανθείας,2,2  1.272,346,1  1  539,186,3  0  3
Ζήριας,1,1  360,120,1  2  645,220,2  0  2
Θέας,4,5  3.213,1.002,1  0  330,82,5  2  3
Καλεντζίου,5,5  2.068,642,0  0  0,0,6  0  6
Καλλιθέας,4,7  3.321,963,1  2  384,128,5  0  5
Καλουσίου,3,4  1.089,366,0  0  0,0,3  0  3
Κάλφα,1,1  367,120,0  0  0,0,1  0  1
Καμαρών,7,14  4.515,1.388,1  1  30,11,7  0  7
Καμινίων,5,7  19.886,2.566,4  5  2.387,686,9  3  6
Καραιίκων,4,7  2.615,693,1  0  202,65,5  1  4
Κάτω Αλισσού,6,12  5.105,1.635,3  2  1.029,276,9  2  7
Κάτω Καστριτσίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,5  1.700,613,0  0  0,,0,2  0  2
Κρήνης,6,10  5.001,1.494,1  1  159,,53,8  2  6
Κρίνου,2,2  983,314,0  0  0,,0,2  0  2
Λακκοπέτρας,3,4  1.271,425,5  4  2.003,,514,9  3  6
Λακκωμάτων,1,2  339,106,0  0  0,,0,1  0  1
Λεοντίου,3,4  756,234,1  1  155,,41,4  2  2
Λιμνοχωρίου,2,3  2.170,455,2  2  640,,191,3  1  2
Λουσικών,5,8  4.552,2.371,1  1  845,,148,4  0  4
Μαζαρακίου,3,4  1.182,291,1  0  112,,37,4  3  1
Ματαράγκας,1,1  460,117,0  0  0,,0,1  0  1
Μετοχίου,15,21  17.226,3.188,5  4  655,,227,16  4  12
Μιντιλογλίου,6,11  7.220,2.242,1  2  939,,323,14  1  13
Μιχοϊου,5,8  2.463,672,0  0  0,,0,5  0  5
Νέου Ερινεού,26,42  15.494,4.862,11  9  2.494,,780,41  14  27
Νιφοραιίκων,2,2  828,257,1  2  450,,150,3  0  3
Οβριάς,15,26  16.485,4.005,7  7  2.822,,707,29  11  18
Παραλίας,46,68  67.342,14.765,19  18  13.997,,5.810,57  6  51
Πέτα,1,1  180,60,1  2  600,,211,2  0  2
Πετροχωρίου,1,1  301,94,1  1  112,,35,1  0  1
Πετρωτού,5,7  2.630,753,0  0  0,,0,5  2  3
Πλατανίου,3,4  3.223,717,0  0  0,,0,2  0  2
Πλατανόβρυσης,2,2  856,260,0  0  0,,0,3  1  2
Πορτών,0,0  0,0,1  1  450,,117,1  0  1
Ριόλου,2,2  1.284,230,0  0  0,,0,1  0  1
Ρίου (Αγίου Γεωργίου Ρίου),100,185  125.601,33.618,40  36  17.339,,4.652,212  100  112
Ρογιτίκων,1,1  366,119,0  0  0,,0,1  0  1
Σαγαιίκων,5,7  3.297,917,3  4  1.086,,356,6  4  2
Σαλμενίκου,2,4  3.417,230,0  0  0,,0,2  0  2
Σαντομερίου,2,3  648,199,0  0  0,,0,2  0  2
Σαραβαλίου,8,14  12.381,2.756,3  2  627,,176,12  2  10
Σελλών,1,1  969,321,0  0  0,,0,1  0  1
Σκιαδά,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  264,88,0  0  0,,0,1  0  1
Σκούρα,1,1  320,84,0  0  0,,0,1  0  1
Σουλίου,0,0  0,0,1  2  279,,94,1  0  1
Σπαρτιάς,1,1  270,68,0  0  0,,0,1  0  1
Σταυροδρομίου,8,11  5.685,1.678,2  1  961,,276,8  2  6
Τσουκαλαιίκων,1,2  391,101,0  0  0,,0,1  0  1
Φαρών,3,5  2.403,728,0  0  0,,0,3  0  3
Φλόκα,1,1  413,109,0  0  0,,0,1  0  1
Φράγκας,1,1  608,130,1  1  588,,155,1  0  1
Φωσταίνης,3,3  1.560,442,0  0  0,,0,2  2  0
Χαϊκαλίου,0,0  0,0,2  3  1.150,,302,4  3  1
Χαλανδρίτσης,10,17  7.143,2.026,4  4  1.256,,425,18  5  13
Χαραυγής,4,5  2.068,555,0  0  0,,0,2  0  2
Ψαθοπύργου,2,3  2.351,742,2  2  373,,111,4  2  2
ΝΟΜΟΣ ΗΛΕΙΑΣ,617,918  433.363,132.095,391  275  111.863,,33.778,1.060  247  813
Αμαλιάδος,7,7  4.014,1.145,1  1  515,,177,7  0  7
Ανδραβίδας,0,0  0,0,2  1  438,,138,1  0  1
Αρχαίας Ολυμπίας,5,8  1.765,546,3  2  1.304,,351,10  6  4
Βαρθολομιού,0,0  0,0,3  6  580,,193,3  1  2
Γαστούνης,10,15  7.271,2.384,12  8  4.016,,1.185,22  6  16
Λεχαινών,3,4  3.307,905,0  0  0,,0,2  0  2
Πύργου,15,33  28.603,8.733,6  7  2.762,,858,47  3  44
Αγίων Αποστόλων,1,2  594,198,2  0  366,,132,3  1  2
Αλποχωρίου,0,0  0,0,4  9  636,,201,1  0  1
Αντρωνίου,0,0  0,0,1  0  12,,4,0  0  0
Αρετής,1,2  618,163,0  0  0,,0,1  0  1
