Τοπική Κοινότητα Αρίστης,1,2  2.527,607,0  0  0,0,0  0  0
Τοπική Κοινότητα ?ιλόφου,1,2  839,280,0  0  0,0,0  0  0
Τοπική Κοινότητα Ελαφότοπου,1,2  331,110,1  2  144,48,3  2  1
Τοπική Κοινότητα,1,1  122,41,0  0  0,0,0  0  0
Μονοδενδρίου,,,,,,
Τοπική Κοινότητα Βοβούσης,1,1  41,14,0  0  0,0,0  0  0
Τοπική Κοινότητα Παπίγκου,0,0  0,0,3  2  250,78,1  1  0
Τοπική Κοινότητα Καπεσόβου,1,2  644,204,0  0  0,0,2  0  2
?ημοτική Κοινότητα Ελεούσης,5,8  12.491,4.459,1  2  636,212,7  1  6
Τοπική Κοινότητα Κάτω,0,0  0,0,1  2  2.528,666,2  0  2
Λαψίστης,,,,,,
Τοπική Κοινότητα Λοφίσκου,1,1  209,72,0  0  0,0,1  0  1
Τοπική Κοινότητα Νεοχωρίου,1,1  75,25,0  0  0,0,0  0  0
Τοπική Κοινότητα Ροδοτοπίου,1,2  683,183,1  0  27,8,1  1  0
Τοπική Κοινότητα Ασφάκας,0,0  0,0,1  1  232,80,1  0  1
Τοπική Κοινότητα Ζίτσης,4,5  2.139,697,6  5  6.764,2.000,8  2  6
?ημοτική Κοινότητα Κονίτσης,1,1  871,226,4  6  838,278,6  2  4
Τοπική Κοινότητα Γαναδιού,1,2  321,81,0  0  0,0,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Καβασίλων,1,2  450,150,0  0  0,,0,1  0  1
Τοπική Κοινότητα Καλλιθέας,1,2  968,258,1  1  137,,48,3  1  2
?ημοτική Κοινότητα Μετσόβου,5,11  5.701,1.475,5  7  1.447,,346,7  1  6
Τοπική Κοινότητα Καλπακίου,1,2  313,102,0  0  0,,0,1  0  1
Τοπική Κοινότητα Ιερομνήμης,1,1  203,50,0  0  0,,0,1  0  1
Τοπική Κοινότητα,1,3  763,237,1  0  172,,57,2  0  2
Κεφαλοβρύσου,,,,,,,
Τοπική Κοινότητα ?ελβινακίου,1,1  413,161,1  1  1.764,,404,1  0  1
Τοπική Κοινότητα Αγίας,1,1  296,101,0  0  0,,0,1  0  1
Μαρίνης,,,,,,,
Τοπική Κοινότητα Στρατινίστης,0,0  0,0,1  2  206,,67,1  1  0
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,56,98  59.740,18.569,40  27  18.575,,5.052,102  34  68
ΑΡΤΑΣ,,,,,,,
?ημοτική Κοινότητα Αρταίων,38,72  44.611,14.092,24  18  13.083,,3.382,74  28  46
Τοπική Κοινότητα Κωστακιών,1,2  1.140,384,0  0  0,,0,2  0  2
Τοπική Κοινότητα Ανέζης,0,0  0,0,1  0  147,,42,1  1  0
Τοπική Κοινότητα Καλογερικού,1,2  1.229,520,1  1  275,,77,2  0  2
Τοπική Κοινότητα Κορωνησίας,1,1  149,49,0  0  0,,0,1  0  1
Τοπική Κοινότητα Αμμοτόπου,1,1  90,24,1  1  268,,83,0  0  0
Τοπική Κοινότητα Χαλκιάδων,0,0  0,0,2  1  753,,236,2  0  2
Τοπική Κοινότητα Καλοβάτου,0,0  0,0,1  0  474,,119,0  0  0
Τοπική Κοινότητα Ρόκκας,1,2  941,359,0  0  0,,0,1  0  1
Τοπική Κοινότητα ’νω,0,0  0,0,2  1  360,,97,2  1  1
Καλεντίνης,,,,,,,
Τοπική Κοινότητα ?ιάσελλου,1,2  451,135,0  0  0,,0,1  0  1
Τοπική Κοινότητα,3,5  2.893,892,2  2  1.175,,337,6  3  3
Βουργαρελίου,,,,,,,
Τοπική Κοινότητα Κυψέλης,0,0  0,0,1  0  380,,88,0  0  0
Τοπική Κοινότητα,1,1  692,156,0  0  0,,0,1  0  1
Θεοδωριάνων,,,,,,,
?ημοτική Κοινότητα Πέτα,6,8  6.602,1.554,4  3  1.442,,446,7  1  6
Τοπική Κοινότητα Μαρκινιάδας,1,1  550,274,1  0  218,,145,1  0  1
Τοπική Κοινότητα Περάνθης,1,1  392,130,0  0  0,,0,1  0  1
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,97,134  77.845,23.057,57  51  17.662,,5.902,170  70  100
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΘΕΣΠΡΩΤΙΑΣ,,,,,,
?ημοτική Κοινότητα,2,3  592,197,4  7  1.533,392,2  0  2
Ηγουμενίτσης,,,,,,
Τοπική Κοινότητα Αγίας,3,3  3.821,836,1  0  109,30,1  0  1
Μαρίνης,,,,,,
Τοπική Κοινότητα Αγίου,1,1  258,65,0  0  0,0,1  0  1
Βλασίου,,,,,,
Τοπική Κοινότητα,1,2  1.000,334,1  0  220,240,2  0  2
Γραικοχωρίου,,,,,,
Τοπική Κοινότητα Λαδοχωρίου,2,3  1.047,351,0  0  0,0,2  0  2
Τοπική Κοινότητα Μαυρουδίου,5,9  5.180,1.447,0  0  0,0,6  0  6
Τοπική Κοινότητα Νέας,2,2  1.158,386,2  2  402,134,2  0  2
Σελευκείας,,,,,,
Τοπική Κοινότητα Μαργαριτίου,3,4  1.113,300,3  3  1.494,488,5  1  4
Τοπική Κοινότητα Ελευθερίου,0,0  0,0,2  3  598,198,3  2  1
Τοπική Κοινότητα Καταβόθρας,1,1  395,123,0  0  0,0,0  0  0
Τοπική Κοινότητα Μαζαρακιάς,3,3  4.062,1.039,1  0  117,44,0  0  0
Τοπική Κοινότητα Μεσοβουνίου,1,1  2.861,578,0  0  0,0,0  0  0
Τοπική Κοινότητα,3,4  3.463,1.001,0  0  0,0,1  0  1
Παραποτάμου,,,,,,
?ημοτική Κοινότητα Πέρδικας,16,26  8.829,3.222,5  5  1.245,438,24  9  15
Τοπική Κοινότητα Πλαταριάς,4,6  3.773,1.214,1  1  268,89,4  3  1
Τοπική Κοινότητα,1,1  1.373,458,0  0  0,0,0  0  0
Αργυροτόπου,,,,,,
Τοπική Κοινότητα Συβότων,11,17  9.622,3.247,3  3  660,236,34  23  11
Τοπική Κοινότητα,6,7  4.940,1.546,1  1  144,48,18  8  10
Φασκομηλιάς,,,,,,
?ημοτική Κοινότητα,4,5  1.437,473,7  7  2.805,933,11  3  8
Παραμυθίας,,,,,,
Τοπική Κοινότητα Γκρίκας,2,2  6.811,1.135,0  0  0,0,0  0  0
Τοπική Κοινότητα Ζερβοχωρίου,2,2  680,252,2  2  948,271,3  0  3
Τοπική Κοινότητα Καριωτίου,1,2  460,153,3  1  1.294,403,2  1  1
Τοπική Κοινότητα Νεοχωρίου,0,0  0,0,1  1  410,130,1  0  1
Τοπική Κοινότητα Ξηρολόφου,0,0  0,0,2  2  612,205,2  1  1
Τοπική Κοινότητα Πλακωτής,0,0  0,0,1  0  50,16,0  0  0
Τοπική Κοινότητα Προδρομίου,4,5  2.598,802,1  1  339,119,4  0  4
Τοπική Κοινότητα Χρυσαυγής,0,0  0,0,1  0  74,25,1  1  0
Τοπική Κοινότητα Ψάκας,2,3  750,252,0  0  0,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Γαρδικίου,4,6  2.614,900,1  0  314,85,5  0  5
Σούλι,,,,,,
Τοπική Κοινότητα Σκανδάλου,2,2  2.370,546,1  2  556,200,3  1  2
Τοπική Κοινότητα Χόικας,2,2  511,171,0  0  0,0,2  0  2
Τοπική Κοινότητα Φροσύνης,0,0  0,0,1  1  109,35,1  1  0
?ημοτική Κοινότητα Φιλιατών,0,0  0,0,3  2  914,309,2  1  1
Τοπική Κοινότητα Αγίου,0,0  0,0,1  1  449,171,1  0  1
Νικολάου,,,,,,
Τοπική Κοινότητα Βρυσέλλας,2,3  1.150,373,3  0  448,150,3  1  2
Τοπική Κοινότητα Πηγαδούλια,0,0  0,0,1  1  85,24,1  1  0
Τοπική Κοινότητα Τρικορύφου,1,1  594,198,0  0  0,0,1  0  1
Τοπική Κοινότητα Χαραυγής,1,1  224,75,0  0  0,0,1  0  1
Τοπική Κοινότητα,2,2  860,284,1  1  316,105,2  0  2
Ασπροκκλησίου,,,,,,
Τοπική Κοινότητα Ραγίου,1,1  363,120,0  0  0,0,1  0  1
Τοπική Κοινότητα Σαγιάδας,2,4  2.936,979,3  4  1.149,384,16  13  3
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,73,113  85.804,23.428,49  42  23.973,7.507,135  60  75
ΠΡΕΒΕΖΑΣ,,,,,,
?ημοτική Κοινότητα Πρεβέζης,33,54  59.610,15.368,21  17  10.936,3.757,59  19  40
Τοπική Κοινότητα,1,2  345,115,0  0  0,0,2  2  0
Φλαμπούρων,,,,,,
Τοπική Κοινότητα Νέας,0,0  0,0,1  0  262,218,0  0  0
Σινώπης,,,,,,
?ημοτική Κοινότητα Λούρου,1,2  1.100,238,1  3  180,60,1  0  1
?ημοτική Κοινότητα,9,10  3.065,919,6  4  2.120,702,9  2  7
Φιλιππιάδος,,,,,,
Τοπική Κοινότητα Ρωμιάς,1,1  496,148,3  2  2.326,487,2  1  1
?ημοτική Κοινότητα,13,19  11.730,3.665,5  4  2.284,619,20  11  9
Καναλλακίου,,,,,,
Τοπική Κοινότητα,3,5  1.024,358,1  1  476,168,8  6  2
Βαλανιδοράχης,,,,,,
Τοπική Κοινότητα,1,2  616,174,1  2  393,131,3  0  3
Βουβοποτάμου,,,,,,
Τοπική Κοινότητα Καστρίου,1,1  768,191,0  0  0,0,1  0  1
Τοπική Κοινότητα Κυψέλης,0,0  0,0,1  2  822,274,1  0  1
Τοπική Κοινότητα Λούτσης,1,2  1.960,609,0  0  0,0,11  11  0
Τοπική Κοινότητα Ναρκίσσου,0,0  0,0,1  0  262,87,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
?ημοτική Κοινότητα Πάργας,8,14  4.281,1.410,6  6  3.386,855,16  7  9
Τοπική Κοινότητα Αγιάς,1,1  809,233,2  1  526,149,1  0  1
ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,603,1.031  572.002,158.808,498  480  258.581,74.125,1.158  421  737
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,166,281  196.307,54.856,110  113  94.343,23.137,291  76  215
ΛΑΡΙΣΑΣ,,,,,,
?ΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ,51,110  86.100,27.672,44  67  34.359,8.743,127  37  90
ΛΑΡΙΣΑΙΩΝ,,,,,,
?ημοτική Κοινότητα,1,2  978,225,0  0  0,0,0  0  0
Γιάννουλης,,,,,,
?ημοτική Κοινότητα Φαλάννης,1,1  360,120,0  0  0,0,1  0  1
Τοπική Κοινότητα Στομίου,1,3  858,286,1  0  278,93,3  0  3
Τοπική Κοινότητα Σκήτης,0,0  0,0,1  0  2.470,497,0  0  0
?ημοτική Κοινότητα,17,24  8.912,2.699,5  5  2.454,818,23  7  16
Ελασσόνος,,,,,,
Τοπική Κοινότητα Βαλανίδας,1,2  2.977,770,1  1  395,139,2  0  2
Τοπική Κοινότητα,1,1  438,146,0  0  0,0,1  0  1
Ευαγγελισμού Ελασσόνος,,,,,,
?ημοτική Κοινότητα,0,0  0,0,1  1  716,209,0  0  0
Βερδικούσσης,,,,,,
?ημοτική Κοινότητα Νικαίας,5,5  2.401,659,2  0  829,280,2  0  2
Τοπική Κοινότητα Κιλελέρ,13,16  12.986,3.057,8  5  18.784,3.897,12  4  8
Τοπική Κοινότητα Αγίων,1,1  2.100,420,0  0  0,0,0  0  0
Αναργύρων,,,,,,
Τοπική Κοινότητα,4,6  2.451,747,3  3  3.209,753,6  0  6
Πλατυκάμπου,,,,,,
Τοπική Κοινότητα Γλαύκης,0,0  0,0,1  0  330,110,1  1  0
Τοπική Κοινότητα Μελίας,0,0  0,0,1  2  438,146,1  0  1
Τοπική Κοινότητα,9,12  5.979,1.659,4  1  9.103,2.035,9  2  7
Μακρυχωρίου,,,,,,
Τοπική Κοινότητα,0,0  0,0,1  1  6,2,0  0  0
Ευαγγελισμού Λαρίσης,,,,,,
Τοπική Κοινότητα Πυργετού,1,1  830,276,1  1  307,106,2  0  2
Τοπική Κοινότητα Αιγάνης,1,3  115,39,0  0  0,0,0  0  0
?ημοτική Κοινότητα Συκουρίου,4,7  742,284,0  0  0,0,3  3  0
Τοπική Κοινότητα,1,1  243,81,0  0  0,0,1  0  1
Κυψελοχωρίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Νέσσωνος,0,0  0,0,1  0  288,102,0  0  0
?ημοτική Κοινότητα Τυρνάβου,23,34  38.328,7.644,15  17  10.905,2.936,46  6  40
Τοπική Κοινότητα,1,3  1.029,341,0  0  0,0,1  0  1
Αργυροπουλείου,,,,,,
Τοπική Κοινότητα ?ένδρων,1,1  2.400,400,0  0  0,0,0  0  0
Τυρνάβου,,,,,,
?ημοτική Κοινότητα,1,2  852,262,3  2  870,253,3  0  3
Αμπελώνος,,,,,,
?ημοτική Κοινότητα Φαρσάλων,26,42  23.399,6.518,16  7  7.735,1.729,44  16  28
Τοπική Κοινότητα Αχιλλείου,2,4  1.829,551,1  0  867,289,3  0  3
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,78,108  65.056,18.175,66  51  27.854,8.706,125  47  78
ΚΑΡ?ΙΤΣΑΣ,,,,,,
?ημοτική Κοινότητα Καρδίτσης,21,38  19.563,5.868,27  27  12.893,4.236,48  19  29
Τοπική Κοινότητα Αρτεσιανού,1,1  739,220,0  0  0,0,1  0  1
?ημοτική Κοινότητα,2,3  625,161,0  0  0,0,1  0  1
Καρδιτσομαγούλας,,,,,,
Τοπική Κοινότητα Καλλιθήρου,0,0  0,0,1  1  1.083,345,1  0  1
Τοπική Κοινότητα Καστανέας,0,0  0,0,1  2  623,178,1  0  1
Τοπική Κοινότητα Ραχούλας,1,1  392,98,0  0  0,0,1  0  1
Τοπική Κοινότητα Καλλιφωνίου,2,2  1.122,276,0  0  0,0,2  0  2
Τοπική Κοινότητα Ζαϊμίου,0,0  0,0,1  0  44,11,1  1  0
Τοπική Κοινότητα Σταυρού,0,0  0,0,1  0  3.200,780,0  0  0
Τοπική Κοινότητα Αγίου,0,0  0,0,1  1  198,49,1  1  0
Θεοδώρου,,,,,,
Τοπική Κοινότητα,0,0  0,0,1  1  774,131,0  0  0
Μακρυχωρίου,,,,,,
Τοπική Κοινότητα Μυρίνης,0,0  0,0,1  1  18,7,0  0  0
Τοπική Κοινότητα Μητρόπολης,3,4  3.350,814,3  3  668,195,4  2  2
Τοπική Κοινότητα Γεωργικού,1,1  646,174,0  0  0,0,1  0  1
Τοπική Κοινότητα Φράγκου,0,0  0,0,1  1  660,175,1  0  1
Τοπική Κοινότητα Ανθηρού,2,2  1.349,219,1  0  60,17,1  0  1
Τοπική Κοινότητα Μεσοβουνίου,1,2  864,254,0  0  0,0,1  0  1
Τοπική Κοινότητα Πετροχωρίου,0,0  0,0,1  0  151,40,1  1  0
Τοπική Κοινότητα Στεφανιάδος,1,1  532,152,0  0  0,0,0  0  0
Τοπική Κοινότητα,2,2  1.672,443,1  0  642,148,2  0  2
Μορφοβουνίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Κερασέας,1,1  380,110,0  0  0,,0,1  0  1
Τοπική Κοινότητα Καρίτσης,1,1  266,50,0  0  0,,0,1  1  0
?ολόπων,,,,,,,
Τοπική Κοινότητα Κρυονερίου,2,3  1.363,447,0  0  0,,0,3  1  2
Τοπική Κοινότητα Νεοχωρίου,2,3  4.442,1.446,1  1  96,,32,2  1  1
Τοπική Κοινότητα Φυλακτής,2,2  403,118,0  0  0,,0,2  2  0
?ημοτική Κοινότητα Μουζακίου,5,8  4.090,1.024,4  3  949,,297,8  4  4
Τοπική Κοινότητα Βατσουνιάς,0,0  0,0,1  0  376,,102,1  0  1
Τοπική Κοινότητα,1,1  253,48,0  0  0,,0,1  0  1
Ελληνοκάστρου,,,,,,,
Τοπική Κοινότητα Μαγουλίτσης,0,0  0,0,1  2  575,,179,1  0  1
?ημοτική Κοινότητα,1,1  56,20,0  0  0,,0,1  1  0
Μαυρομματίου,,,,,,,
Τοπική Κοινότητα Πευκοφύτου,1,1  287,133,0  0  0,,0,1  0  1
Τοπική Κοινότητα,0,0  0,0,1  0  111,,36,0  0  0
Ελληνοπύργου,,,,,,,
Τοπική Κοινότητα Καππά,1,1  474,129,0  0  0,,0,1  0  1
Τοπική Κοινότητα Λοξάδας,0,0  0,0,1  0  144,,48,1  1  0
Τοπική Κοινότητα Πύργου,2,2  317,82,0  0  0,,0,1  0  1
Ιθώμης,,,,,,,
Τοπική Κοινότητα Χάρματος,1,1  91,29,0  0  0,,0,1  1  0
Τοπική Κοινότητα Αγναντερού,1,1  308,77,2  1  171,,75,3  3  0
Τοπική Κοινότητα,0,0  0,0,1  2  664,,221,1  0  1
Παλαιοχωρίου,,,,,,,
?ημοτική Κοινότητα Παλαμά,8,10  11.822,3.285,5  2  1.040,,321,10  4  6
Τοπική Κοινότητα Προαστίου,0,0  0,0,1  0  115,,232,2  1  1
Τοπική Κοινότητα Ορφανών,1,1  1.620,300,0  0  0,,0,0  0  0
Τοπική Κοινότητα Συκεών,2,2  474,122,0  0  0,,0,1  1  0
Τοπική Κοινότητα Φύλλου,0,0  0,0,1  0  521,,179,1  0  1
?ημοτική Κοινότητα Σοφάδων,5,6  3.893,1.058,5  3  1.973,,637,10  2  8
Τοπική Κοινότητα Αμπέλου,1,2  813,231,0  0  0,,0,1  0  1
Τοπική Κοινότητα,1,1  1.610,477,0  0  0,,0,1  0  1
Καππαδοκικού,,,,,,,
Τοπική Κοινότητα Ματαράγκας,1,1  520,130,1  0  105,,35,0  0  0
Τοπική Κοινότητα Κτιμένης,1,2  720,180,0  0  0,,0,1  0  1
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,196,371  183.488,50.370,184  183  66.317,,20.364,440  175  265
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΜΑΓΝΗΣΙΑΣ,,,,,,
?ημοτική Κοινότητα Βόλου,36,101  53.026,15.255,59  73  21.392,6.583,140  72  68
?ημοτική Κοινότητα Αγριάς,5,10  3.968,1.365,12  14  2.462,792,22  8  14
Τοπική Κοινότητα ?ρακείας,1,1  365,109,1  0  150,50,1  0  1
?ημοτική Κοινότητα ?ιμηνίου,5,6  9.744,1.709,7  3  7.623,2.269,3  1  2
Τοπική Κοινότητα Σέσκλου,0,0  0,0,1  2  893,300,3  1  2
Τοπική Κοινότητα ’νω,7,10  2.992,965,4  5  1.897,570,9  1  8
Λεχωνίων,,,,,,
Τοπική Κοινότητα Αγίου,2,3  1.082,355,1  1  304,112,2  1  1
Βλασίου,,,,,,
