"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Λουτουφίου,1,1  283,90,0  0  0,,0,1  0  1
Τοπική Κοινότητα Πλαταιών,1,1  5.115,620,2  1  411,,137,1  0  1
?ημοτική Κοινότητα Ορχομενού,2,3  927,310,2  0  368,,121,2  1  1
Τοπική Κοινότητα Αγίου,1,1  130,29,0  0  0,,0,0  0  0
?ημητρίου,,,,,,,
Τοπική Κοινότητα Παύλου,2,2  6.550,965,0  0  0,,0,0  0  0
Τοπική Κοινότητα Ακραιφνίου,1,1  289,75,0  0  0,,0,0  0  0
Τοπική Κοινότητα Κοκκίνου,1,1  430,101,0  0  0,,0,0  0  0
?ημοτική Κοινότητα,4,7  9.436,1.789,6  4  13.709,,2.148,7  1  6
Σχηματαρίου,,,,,,,
Τοπική Κοινότητα Πύλης,1,1  444,137,0  0  0,,0,1  0  1
Τοπική Κοινότητα Σκούρτων,1,2  612,176,0  0  0,,0,1  0  1
?ημοτική Κοινότητα Οινοφύτων,2,3  6.571,1.328,5  3  35.026,,12.782,1  0  1
Τοπική Κοινότητα Αγίου Θωμά,2,2  1.516,313,2  0  59.370,,6.471,0  0  0
Τοπική Κοινότητα Κλειδίου,1,2  712,238,0  0  0,,0,2  0  2
Τοπική Κοινότητα ’ρματος,1,1  3.708,600,1  0  4.588,,763,0  0  0
Τοπική Κοινότητα Ασωπίας,1,1  2.251,366,1  1  206,,70,0  0  0
Τοπική Κοινότητα Τανάγρας,9,12  50.654,6.249,2  1  2.641,,506,10  2  8
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,335,573  252.528,71.284,255  286  174.007,,42.886,736  248  488
ΕΥΒΟΙΑΣ,,,,,,,
?ημοτική Κοινότητα Χαλκιδέων,40,87  33.994,9.864,26  30  39.819,,7.099,83  21  62
?ημοτική Κοινότητα ?ροσιάς,7,12  5.539,1.581,3  3  758,,311,10  1  9
Τοπική Κοινότητα Λουκισίων,5,10  3.841,1.193,1  1  489,,163,8  0  8
?ημοτική Κοινότητα Βαθέος,8,11  7.091,2.269,3  2  27.552,,4.894,8  2  6
Τοπική Κοινότητα Καλοχωρίου,1,1  3.330,440,1  1  590,,147,1  0  1
- Παντειχίου,,,,,,,
?ημοτική Κοινότητα Παραλίας,1,1  34,14,1  0  1.388,,241,1  1  0
Αυλίδος,,,,,,,
?ημοτική Κοινότητα Βασιλικού,8,12  6.697,1.775,12  18  6.286,,2.038,25  7  18
?ημοτική Κοινότητα Αγίου,2,3  1.472,481,3  2  862,,229,6  3  3
Νικολάου,,,,,,,
Τοπική Κοινότητα Αφρατίου,1,1  120,40,1  2  705,,235,2  0  2
Τοπική Κοινότητα Μύτικα,3,6  2.340,743,2  5  2.572,,781,7  0  7
Τοπική Κοινότητα Νέας,0,0  0,0,2  3  675,,198,3  0  3
Λαμψάκου,,,,,,,
Τοπική Κοινότητα Φύλλων,3,3  367,110,0  0  0,,0,3  2  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
?ημοτική Κοινότητα Νέας,6,10  7.536,1.676,8  12  5.242,1.565,16  3  13
Αρτάκης,,,,,,
?ημοτική Κοινότητα Ψαχνών,17,29  14.185,4.619,10  11  5.115,1.206,57  30  27
Τοπική Κοινότητα ’τταλης,0,0  0,0,2  3  989,317,3  1  2
Τοπική Κοινότητα Καμαρίτσης,0,0  0,0,2  4  792,264,3  1  2
Τοπική Κοινότητα Καστέλλας,0,0  0,0,1  0  2.122,656,0  0  0
Τοπική Κοινότητα Κυπαρισσίου,1,1  183,61,0  0  0,0,1  0  1
Τοπική Κοινότητα Μακρυκάπας,0,0  0,0,1  1  190,55,1  1  0
Τοπική Κοινότητα Νεροτριβιάς,4,6  2.716,764,1  0  508,176,7  0  7
Τοπική Κοινότητα Παγώντα,0,0  0,0,1  0  190,29,0  0  0
Τοπική Κοινότητα Πολιτικών,1,1  162,54,2  4  809,267,2  1  1
Τοπική Κοινότητα Τριάδος,2,3  2.106,604,1  0  282,56,3  1  2
Τοπική Κοινότητα Στενής,1,2  756,252,2  4  1.360,360,5  0  5
?ίρφυος,,,,,,
Τοπική Κοινότητα Αγίου,1,1  523,251,0  0  0,0,0  0  0
Αθανασίου,,,,,,
Τοπική Κοινότητα Βούνων,1,1  235,78,0  0  0,0,1  1  0
Τοπική Κοινότητα Θεολόγου,0,0  0,0,3  3  678,239,3  3  0
Τοπική Κοινότητα Παλιούρα,0,0  0,0,1  1  225,75,1  0  1
Τοπική Κοινότητα Πισσώνος,1,1  450,140,0  0  0,0,1  0  1
Τοπική Κοινότητα Πούρνου,1,1  987,286,0  0  0,0,1  0  1
Τοπική Κοινότητα Στροπώνων,1,1  282,77,1  2  1.630,286,1  0  1
?ημοτική Κοινότητα Ερέτριας,10,18  5.961,1.623,9  8  3.947,1.254,16  4  12
?ημοτική Κοινότητα Αμαρύνθου,2,2  992,339,1  1  486,162,4  0  4
Τοπική Κοινότητα ’νω Βάθειας,0,0  0,0,1  1  95,33,1  1  0
?ημοτική Κοινότητα Γυμνού,0,0  0,0,2  2  877,388,2  0  2
Τοπική Κοινότητα Καλλιθέας,1,2  487,161,0  0  0,0,2  1  1
?ημοτική Κοινότητα Ιστιαίας,15,24  11.235,3.138,17  15  5.565,1.745,31  12  19
Τοπική Κοινότητα Γαλατσώνας,2,3  1.459,381,0  0  0,0,2  1  1
Τοπική Κοινότητα Καμαρίων,1,1  56,17,0  0  0,0,1  1  0
Τοπική Κοινότητα Μονοκαρυάς,0,0  0,0,1  0  82,24,1  1  0
?ημοτική Κοινότητα Λουτρών,7,15  7.734,2.266,5  6  1.627,477,16  5  11
Αιδηψού,,,,,,
Τοπική Κοινότητα Αγίου,0,0  0,0,6  5  4.211,1.331,11  1  10
Τοπική Κοινότητα Γιάλτρων,4,7  1.155,373,1  0  491,163,6  1  5
Τοπική Κοινότητα Αρτεμισίου,4,5  1.162,441,4  5  1.691,544,12  8  4
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα,4,5  666,224,0  0  0,,0,2  1  1
Αγριοβοτάνου,,,,,,,
Τοπική Κοινότητα Ασμηνίου,4,7  5.221,1.633,1  1  252,,84,7  4  3
Τοπική Κοινότητα Βασιλικών,3,4  1.035,305,0  0  0,,0,3  2  1
Τοπική Κοινότητα Γουβών,3,4  1.082,355,4  3  4.732,,395,7  2  5
Τοπική Κοινότητα Ελληνικών,1,2  2.505,538,0  0  0,,0,0  0  0
Τοπική Κοινότητα Λιχάδος,5,8  2.415,710,6  13  4.932,,1.442,13  2  11
Τοπική Κοινότητα Ωρεών,3,5  2.009,596,1  1  171,,57,5  1  4
Τοπική Κοινότητα Νέου Πύργου,3,7  2.028,631,0  0  0,,0,7  2  5
Τοπική Κοινότητα Ταξιάρχου,0,0  0,0,1  1  136,,45,1  1  0
?ημοτική Κοινότητα Καρύστου,34,57  27.120,7.126,22  20  6.945,,1.979,79  41  38
Τοπική Κοινότητα Καλυβίων,0,0  0,0,1  0  850,,148,1  0  1
Τοπική Κοινότητα Πλατανιστού,0,0  0,0,2  0  402,,134,1  0  1
Τοπική Κοινότητα Μαρμαρίου,1,2  534,209,3  4  435,,146,5  2  3
Τοπική Κοινότητα,0,0  0,0,1  1  200,,64,1  0  1
Κατσαρωνίου,,,,,,,
Τοπική Κοινότητα Στύρων,4,9  3.907,1.115,5  8  498,,189,11  4  7
Τοπική Κοινότητα,2,6  1.988,629,1  0  318,,106,9  7  2
Αλμυροποτάμου,,,,,,,
Τοπική Κοινότητα Μεσοχωρίων,0,0  0,0,2  3  397,,138,3  2  1
Τοπική Κοινότητα Νέων,1,1  224,64,2  2  917,,346,3  2  1
Στύρων,,,,,,,
Τοπική Κοινότητα,1,2  937,293,0  0  0,,0,2  0  2
Πολυποτάμου,,,,,,,
?ημοτική Κοινότητα Αλιβερίου,17,29  17.701,4.860,6  9  2.246,,680,22  5  17
Τοπική Κοινότητα Αγίου,2,2  501,155,1  0  170,,72,2  1  1
Ιωάννου,,,,,,,
Τοπική Κοινότητα Αγίου Λουκά,1,2  450,125,0  0  0,,0,1  0  1
Τοπική Κοινότητα Πρασίνου,1,1  410,92,2  1  1.084,,353,3  1  2
Τοπική Κοινότητα Αυλωναρίου,6,10  8.748,2.085,1  2  486,,172,9  3  6
Τοπική Κοινότητα Αχλαδερής,2,4  1.625,512,1  0  277,,99,6  6  0
Τοπική Κοινότητα Νεοχωρίου,0,0  0,0,1  1  229,,76,1  0  1
Τοπική Κοινότητα Οκτωνιάς,3,6  2.447,756,2  2  627,,175,6  1  5
Τοπική Κοινότητα Ορίου,2,4  2.108,587,0  0  0,,0,1  0  1
Τοπική Κοινότητα Ωρολογίου,1,1  300,99,1  0  55,,76,1  0  1
Τοπική Κοινότητα Αργυρού,2,4  1.478,394,1  0  303,,101,5  4  1
Τοπική Κοινότητα Βέλους,1,2  518,132,2  3  827,,230,3  0  3
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα ?ύστου,1,1  205,49,1  0  62,20,1  1  0
Τοπική Κοινότητα Κοσκίνων,1,2  1.000,257,1  0  211,67,1  0  1
Τοπική Κοινότητα Πετριών,7,12  6.631,949,1  1  258,176,13  9  4
Τοπική Κοινότητα Κονιστρών,1,1  207,9,0  0  0,0,1  0  1
Τοπική Κοινότητα Βρύσης,0,0  0,0,1  1  243,81,1  0  1
Τοπική Κοινότητα Κήπων,1,2  441,147,2  2  858,211,3  1  2
Τοπική Κοινότητα Μονοδρύου,1,1  522,110,0  0  0,0,1  0  1
?ημοτική Κοινότητα Κύμης,7,11  4.188,1.327,7  10  3.393,1.080,18  3  15
Τοπική Κοινότητα,1,2  648,215,1  3  419,139,3  0  3
Ανδρωνιάνων,,,,,,
Τοπική Κοινότητα ’νω,0,0  0,0,1  1  75,58,0  0  0
Ποταμιάς,,,,,,
Τοπική Κοινότητα Βιτάλων,1,3  577,226,0  0  0,0,1  0  1
Τοπική Κοινότητα Ενορίας,1,2  522,174,1  1  150,50,2  1  1
Τοπική Κοινότητα Μαλετιάνων,0,0  0,0,1  1  90,30,1  1  0
Τοπική Κοινότητα Μετοχίου,2,3  1.463,439,0  0  0,0,6  5  1
?ιρφύων,,,,,,
Τοπική Κοινότητα Οξυλίθου,0,0  0,0,1  1  177,61,0  0  0
Τοπική Κοινότητα Πύργου,1,2  668,305,0  0  0,0,1  0  1
Τοπική Κοινότητα Ταξιαρχών,1,2  650,217,0  0  0,0,2  0  2
?ημοτική Κοινότητα Λίμνης,3,8  2.267,776,3  3  985,285,6  0  6
Τοπική Κοινότητα Κεχριών,2,3  1.282,401,2  2  597,190,4  1  3
Τοπική Κοινότητα Ροβιών,5,9  3.698,1.317,0  0  0,0,6  0  6
Τοπική Κοινότητα Μαντουδίου,2,4  1.531,441,2  2  6.368,1.627,15  0  15
Τοπική Κοινότητα Βλαχιάς,0,0  0,0,1  1  409,136,2  2  0
Τοπική Κοινότητα Κηρίνθου,1,1  502,118,4  4  2.394,650,13  1  12
Τοπική Κοινότητα Μετοχίου,0,0  0,0,1  1  76,30,1  1  0
Κηρέως,,,,,,
Τοπική Κοινότητα Πηλίου,1,2  470,170,0  0  0,0,2  1  1
Τοπική Κοινότητα Προκοπίου,4,5  1.394,404,3  3  1.286,342,6  0  6
Τοπική Κοινότητα Σπαθαρίου,1,1  696,119,0  0  0,0,0  0  0
Τοπική Κοινότητα Στροφυλιάς,1,1  125,37,2  3  1.225,399,3  0  3
Τοπική Κοινότητα Αγίας ’ννης,1,1  286,76,4  5  2.702,853,3  0  3
Τοπική Κοινότητα Αχλαδίου,1,2  432,142,1  2  900,236,4  1  3
Τοπική Κοινότητα Κερασέας,1,2  362,112,0  0  0,0,1  0  1
Τοπική Κοινότητα Κοτσικιάς,1,1  698,226,0  0  0,0,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
?ΗΜΟΣ ΣΚΥΡΟΥ,16,24  7.919,2.185,6  9  2.740,850,26  11  15
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,18,27  10.775,3.450,15  10  2.996,996,37  15  22
ΕΥΡΥΤΑΝΙΑΣ,,,,,,
?ημοτική Κοινότητα,6,9  5.726,1.811,5  4  826,295,12  4  8
Καρπενησίου,,,,,,
Τοπική Κοινότητα Βουτύρου,2,4  1.611,520,2  1  458,161,5  3  2
Τοπική Κοινότητα,0,0  0,0,1  0  120,40,1  1  0
Παππαρουσίου,,,,,,
Τοπική Κοινότητα ’μπλιανης,2,4  581,199,0  0  0,0,4  2  2
Τοπική Κοινότητα ?ομνίστης,1,1  440,142,0  0  0,0,2  0  2
Τοπική Κοινότητα ?ομιανών,1,1  426,133,0  0  0,0,1  0  1
Τοπική Κοινότητα Κλαυσίου,1,1  532,170,2  2  558,179,3  1  2
Τοπική Κοινότητα Μουζίλου,1,1  273,70,0  0  0,0,1  0  1
Τοπική Κοινότητα Νοστίμου,0,0  0,0,1  0  296,86,1  0  1
Τοπική Κοινότητα Καστανέας,0,0  0,0,1  1  108,36,1  1  0
Τοπική Κοινότητα Αγίου,0,0  0,0,1  0  37,12,0  0  0
?ημητρίου,,,,,,
Τοπική Κοινότητα Βραγγιανών,2,2  143,40,0  0  0,0,2  2  0
Τοπική Κοινότητα Επινιανών,0,0  0,0,1  2  480,150,1  0  1
Τοπική Κοινότητα,1,3  911,321,0  0  0,0,1  0  1
Ραπτοπούλου,,,,,,
Τοπική Κοινότητα Λεπιανών,1,1  132,44,0  0  0,0,1  0  1
Τοπική Κοινότητα,0,0  0,0,1  0  113,37,1  1  0
Παλαιοχωρίου,,,,,,
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,79,141  41.327,13.713,59  97  16.862,5.377,163  63  100
ΦΩΚΙ?ΑΣ,,,,,,
?ημοτική Κοινότητα Αμφίσσης,7,10  3.102,932,6  12  2.586,790,15  7  8
Τοπική Κοινότητα Αγίας,1,2  790,242,0  0  0,0,1  0  1
Ευθυμίας,,,,,,
Τοπική Κοινότητα Αγίου,0,0  0,0,1  2  590,190,2  0  2
Γεωργίου,,,,,,
Τοπική Κοινότητα Ελαιώνος,1,2  570,171,0  0  0,0,1  0  1
Τοπική Κοινότητα Προσηλίου,1,1  120,36,2  4  879,274,2  0  2
Τοπική Κοινότητα Σερνικακίου,2,2  177,52,0  0  0,0,0  0  0
Τοπική Κοινότητα Γαλαξιδίου,6,11  4.109,1.350,3  1  323,106,13  5  8
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Αγίων,2,3  478,1.015,1  2  140,47,3  3  0
Πάντων,,,,,,
Τοπική Κοινότητα Βουνιχώρας,1,1  165,55,0  0  0,0,1  1  0
Τοπική Κοινότητα Γραβιάς,3,3  765,241,1  1  255,85,2  2  0
Τοπική Κοινότητα Καλοσκοπής,1,2  1.795,578,1  1  235,73,3  0  3
Τοπική Κοινότητα Μαριολάτας,1,1  120,35,0  0  0,0,0  0  0
Τοπική Κοινότητα Οινοχωρίου,1,1  165,50,0  0  0,0,1  1  0
?ημοτική Κοινότητα ?ελφών,2,2  913,300,1  2  410,126,1  0  1
Τοπική Κοινότητα Χρισσού,1,2  1.200,400,1  0  102,37,2  0  2
?ημοτική Κοινότητα Ιτέας,2,6  2.740,869,7  12  1.779,556,17  12  5
Τοπική Κοινότητα Κίρρας,2,7  2.306,677,2  5  635,192,7  1  6
Τοπική Κοινότητα,0,0  0,0,1  1  240,72,1  0  1
Μαυρολιθαρίου,,,,,,
Τοπική Κοινότητα Αθανασίου,1,2  800,231,0  0  0,0,2  0  2
?ιάκου,,,,,,
Τοπική Κοινότητα,0,0  0,0,2  2  198,61,1  1  0
Καστριωτίσσης,,,,,,
Τοπική Κοινότητα,2,4  659,217,0  0  0,0,2  0  2
Μουσουνίτσης,,,,,,
Τοπική Κοινότητα Πανουργιά,1,2  670,197,2  4  788,295,2  0  2
Τοπική Κοινότητα Πολυδρόσου,4,5  1.493,453,1  2  92,38,3  3  0
Τοπική Κοινότητα Επταλόφου,1,3  1.240,392,0  0  0,0,4  0  4
Τοπική Κοινότητα Ευπαλίου,7,11  2.443,747,4  4  1.800,555,10  1  9
Τοπική Κοινότητα Καστρακίου,0,0  0,0,1  2  153,51,1  1  0
Τοπική Κοινότητα Μαναγούλης,5,13  4.685,1.387,0  0  0,0,10  0  10
Τοπική Κοινότητα Μαραθιά,7,15  3.881,1.210,1  0  101,31,12  5  7
Τοπική Κοινότητα,2,3  546,165,0  0  0,0,2  0  2
Μοναστηρακίου,,,,,,
Τοπική Κοινότητα Σεργούλας,2,3  490,148,3  7  1.983,622,9  4  5
Τοπική Κοινότητα Τειχίου,0,0  0,0,1  2  170,53,1  1  0
Τοπική Κοινότητα ?ιχωρίου,1,1  48,15,0  0  0,0,0  0  0
Τοπική Κοινότητα Κερασεών,0,0  0,0,1  2  140,42,1  1  0
Τοπική Κοινότητα Λιδωρικίου,3,5  887,274,0  0  0,0,2  0  2
Τοπική Κοινότητα Αμυγδαλιάς,0,0  0,0,1  1  18,6,0  0  0
Τοπική Κοινότητα Μαλανδρίνου,1,3  504,168,0  0  0,0,2  1  1
Τοπική Κοινότητα Συκέας,1,2  160,52,0  0  0,0,1  1  0
Τοπική Κοινότητα Γλυφάδας,1,2  520,164,5  10  803,262,7  4  3
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Τοπική Κοινότητα Καλλιθέας,1,1  64,20,2  4  396,141,2  1  1
Τοπική Κοινότητα Μηλέας,0,0  0,0,1  2  664,214,1  0  1
Τοπική Κοινότητα Τολοφώνος,3,6  1.796,584,4  7  892,297,9  3  6
Τοπική Κοινότητα Τριζονίων,2,4  926,286,3  5  490,161,7  4  3
ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ,470,760  443.504,132.726,207  221  96.959,27.054,867  374  493
ΝΗΣΩΝ,,,,,,
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,143,251  155.030,43.178,70  89  29.926,8.839,272  94  178
ΚΕΡΚΥΡΑΣ,,,,,,
?ημοτική Κοινότητα,18,37  15.305,4.706,15  21  10.668,3.174,57  18  39
Κερκυραίων,,,,,,
?ημοτική Κοινότητα Αλεπούς,1,2  860,240,1  1  201,62,4  2  2
?ημοτική Κοινότητα Καναλίου,3,5  2.688,839,1  0  150,50,8  5  3
Τοπική Κοινότητα Αγίου,1,1  92,29,0  0  0,0,0  0  0
Αθανασίου,,,,,,
Τοπική Κοινότητα Αρμενάδων,2,3  2.374,589,0  0  0,0,2  0  2
Τοπική Κοινότητα Αφιώνος,3,6  1.652,540,0  0  0,0,4  1  3
Τοπική Κοινότητα Πάγων,4,5  1.309,393,1  2  513,136,5  3  2
?ημοτική Κοινότητα,3,4  1.338,391,1  1  344,101,3  0  3
Γαστουρίου,,,,,,
?ημοτική Κοινότητα Βιρού,2,4  1.366,442,1  1  302,81,2  0  2
Τοπική Κοινότητα,1,1  1.025,311,1  0  762,163,2  0  2
Καλαφατιώνων,,,,,,
Τοπική Κοινότητα Κάτω,0,0  0,0,2  2  591,154,2  1  1
Γαρούνας,,,,,,
Τοπική Κοινότητα Κουραμάδων,2,2  827,275,1  1  135,45,4  1  3
?ημοτική Κοινότητα,4,6  2.628,811,4  8  1.320,407,10  0  10
Κυνοπιαστών,,,,,,
?ημοτική Κοινότητα,2,2  1.082,339,0  0  0,0,6  4  2
Ερεικούσσης,,,,,,
Τοπική Κοινότητα Βελονάδων,4,7  3.781,1.118,1  2  816,152,6  0  6
Τοπική Κοινότητα Αγίων,0,0  0,0,1  1  130,43,1  1  0
?ούλων,,,,,,
Τοπική Κοινότητα Αγραφών,0,0  0,0,2  2  100,28,1  1  0
?ημοτική Κοινότητα Αυλιωτών,1,1  1.076,462,0  0  0,0,0  0  0
Τοπική Κοινότητα,0,0  0,0,1  1  276,92,1  0  1
Καβαλλουρίου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
?ημοτική Κοινότητα,6,10  3.763,1.289,4  4  745,240,5  3  2
Καρουσάδων,,,,,,
Τοπική Κοινότητα Περουλάδων,2,5  3.025,975,0  0  0,0,8  1  7
Τοπική Κοινότητα Σιδαρίου,1,2  2.134,711,2  2  638,213,5  1  4
Τοπική Κοινότητα Αγίου,2,4  1.444,456,1  2  328,109,3  0  3
Παντελεήμονα,,,,,,
?ημοτική Κοινότητα Νυμφών,0,0  0,0,1  2  279,93,1  0  1
Τοπική Κοινότητα Περιθείας,2,4  1.225,365,0  0  0,0,2  0  2
Τοπική Κοινότητα Γιμαρίου,2,5  1.763,588,1  1  2.739,913,2  0  2
?ημοτική Κοινότητα,3,6  1.925,700,1  2  130,43,4  1  3
Κασσιόπης,,,,,,
Τοπική Κοινότητα Νησακίου,3,8  4.452,1.005,1  2  36,13,6  1  5
Τοπική Κοινότητα Σινιών,0,0  0,0,1  1  338,113,0  0  0
?ημοτική Κοινότητα,1,2  810,323,1  3  97,28,2  0  2
Αργυράδων,,,,,,
?ημοτική Κοινότητα Περιβολίου,2,3  1.158,360,0  0  0,0,1  0  1
?ημοτική Κοινότητα Λευκίμμης,7,13  6.008,1.699,2  4  713,218,14  10  4
Τοπική Κοινότητα Βιταλάδων,2,3  515,172,0  0  0,0,1  1  0
Τοπική Κοινότητα Μοραΐτικων,2,4  1.259,389,1  2  1.805,537,3  0  3
?ημοτική Κοινότητα Αγίου,4,6  1.637,478,0  0  0,0,5  3  2
Ματθαίου,,,,,,
Τοπική Κοινότητα Χλοματιανών,4,6  10.904,2.115,1  1  237,63,5  3  2
?ημοτική Κοινότητα Χλομού,1,3  38.782,8.944,2  3  756,271,3  3  0
Τοπική Κοινότητα,1,1  209,58,1  2  251,44,2  1  1
Αλειμματάδων,,,,,,
Τοπική Κοινότητα Γαρδελάδων,0,0  0,0,1  2  120,38,1  0  1
Τοπική Κοινότητα Κρήνης,1,2  490,135,0  0  0,0,2  2  0
?ημοτική Κοινότητα Λιαπάδων,0,0  0,0,3  3  1.177,290,3  1  2
Τοπική Κοινότητα Μακράδων,1,2  654,218,0  0  0,0,4  4  0
Τοπική Κοινότητα Σκριπερού,1,2  497,135,1  1  112,32,2  1  1
Τοπική Κοινότητα Κοκκινίου,1,2  744,199,0  0  0,0,3  3  0
Τοπική Κοινότητα Αγίου,4,5  1.989,645,0  0  0,0,5  0  5
Ιωάννου,,,,,,
Τοπική Κοινότητα ’φρας,2,3  2.230,621,1  1  396,131,5  0  5
Τοπική Κοινότητα Κανακάδων,1,1  591,162,1  2  265,85,2  0  2
Τοπική Κοινότητα Κομπιτσίου,1,1  555,191,0  0  0,0,1  0  1
Τοπική Κοινότητα Πέλεκα,3,3  1.104,307,0  0  0,0,2  1  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
?ημοτική Κοινότητα Κάτω,8,15  5.076,1.576,4  2  2.044,545,11  4  7
Κορακιάνας,,,,,,
?ημοτική Κοινότητα ’νω,8,14  7.853,2.455,0  0  0,0,9  0  9
Κορακιάνας,,,,,,
Τοπική Κοινότητα Σγουράδων,1,2  315,105,0  0  0,0,1  0  1
Τοπική Κοινότητα Σπαρτύλα,3,6  3.304,980,0  0  0,0,6  2  4
?ημοτική Κοινότητα Γαΐου,7,13  6.110,1.625,3  3  178,57,11  3  8
Τοπική Κοινότητα Λάκκας,1,3  1.517,568,1  1  88,20,5  4  1
Τοπική Κοινότητα Λογγού,2,3  1.964,659,1  0  102,41,2  0  2
Τοπική Κοινότητα Μαγαζιών,2,3  1.621,485,1  0  44,14,7  4  3
ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,78,105  90.166,28.177,41  36  32.147,7.698,113  45  68
ΖΑΚΥΝΘΟΥ,,,,,,
?ημοτική Κοινότητα Ζακυνθίων,42,59  71.940,22.763,23  21  26.757,6.130,65  25  40
?ημοτική Κοινότητα,1,1  622,218,1  1  427,149,2  0  2
Αμπελοκήπων,,,,,,
Τοπική Κοινότητα Αργασίου,2,2  216,64,1  0  269,89,0  0  0
Τοπική Κοινότητα Βασιλικού,2,3  973,252,1  0  190,50,4  3  1
Τοπική Κοινότητα Μποχάλης,1,2  679,197,0  0  0,0,1  0  1
?ημοτική Κοινότητα,2,4  882,312,1  0  69,27,2  1  1
Κατασταρίου,,,,,,
Τοπική Κοινότητα Αλικανά,1,1  533,179,0  0  0,0,1  0  1
Τοπική Κοινότητα Καλλιθέας,1,1  300,100,0  0  0,0,1  0  1
Τοπική Κοινότητα,0,0  0,0,1  1  304,77,1  0  1
Σκουληκάδου,,,,,,
Τοπική Κοινότητα Βανάτου,2,2  1.922,408,0  0  0,0,4  0  4
Τοπική Κοινότητα Αγίου,1,1  890,247,0  0  0,0,1  0  1
Κηρύκου,,,,,,
Τοπική Κοινότητα Καλιπάδου,1,1  107,35,0  0  0,0,1  1  0
