Στενυκλάρου,0,0  0,0,1  0  65,,23,0  0  0
Τρικόρφου,1,1  180,60,1  2  634,,198,2  0  2
Τριόδου,2,2  899,294,1  1  216,,72,3  1  2
Φίλια,1,1  248,71,0  0  0,,0,0  0  0
Πύλου,34,49  23.048,6.906,11  6  1.904,,599,53  25  28
Αδριανής,0,0  0,0,1  0  124,,39,1  1  0
Ακριτοχωρίου,2,4  664,371,1  0  226,,81,3  0  3
Αμπελοκήπων,0,0  0,0,1  0  76,,20,1  1  0
Αχλαδοχωρίου,1,2  585,195,0  0  0,,0,2  0  2
Βασιλιτσίου,2,12  1.166,388,0  0  0,,0,4  2  2
Βλαχοπούλου,0,0  0,0,3  3  481,,167,2  1  1
Γλυφάδας,3,3  1.000,317,2  2  473,,145,4  2  2
?άρα,2,2  822,274,1  0  19,,7,3  1  2
Ευαγγελισμού,6,8  1.834,601,1  0  70,,24,7  3  4
Καλλιθέας,1,1  618,225,0  0  0,,0,1  0  1
Καπλανίου,1,1  113,41,0  0  0,,0,0  0  0
Καρποφόρων,1,1  119,39,1  1  49,,19,1  1  0
Κοκκίνου,0,0  0,0,1  0  200,,80,0  0  0
Κόμπων,1,2  320,100,0  0  0,,0,2  2  0
Κορυφασίου,3,4  1.855,551,2  2  514,,163,3  1  2
Κορώνης,40,67  18.812,7.256,9  7  1.648,,518,55  14  41
Κρεμμυδίων,1,1  102,32,0  0  0,,0,1  1  0
Κυνηγού,2,2  452,150,0  0  0,,0,2  0  2
Λαχανάδας,2,4  834,270,2  4  367,,122,3  0  3
Λογγάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",10,16  4.696,1.468,7  3  1.412,432,21  6  15
Λυκίσσης,0,0  0,0,1  1  391,99,1  0  1
Μαθίας,1,1  245,72,0  0  0,0,1  0  1
Μεθώνης,23,35  13.064,3.947,4  1  567,187,36  20  16
Μεσοχωρίου,1,1  294,108,1  0  113,38,2  2  0
Μεταμορφώσεως,1,1  240,80,0  0  0,0,1  1  0
Μηλίτσης,0,0  0,0,1  0  39,13,0  0  0
Μυρσινοχωρίου,1,1  21,71,0  0  0,0,1  1  0
Νέας Κορώνης,3,5  1.413,469,1  2  525,96,5  2  3
Νερομύλου,1,1  65,18,4  4  853,311,2  1  1
Πανιπερίου,0,0  0,0,1  0  75,25,1  1  0
Παπαφλέσσα,2,3  1.197,336,1  1  593,198,3  1  2
Παππουλίων,0,0  0,0,1  0  786,168,0  0  0
Πεταλιδίου,13,28  10.335,1.730,15  11  2.841,927,25  10  15
Πηδάσου,0,0  0,0,1  0  86,30,1  1  0
Ρωμανού,1,1  217,72,0  0  0,0,0  0  0
Φοινίκης,1,1  399,133,1  0  85,31,1  1  0
Φοινικούντος,5,8  2.354,748,0  0  0,0,4  0  4
Χανδρινού,2,3  1.006,335,3  2  584,189,4  1  3
Χαρακοπιού (Χαροκοπειού),8,10  2.989,969,2  0  437,138,8  2  6
Χατζή,3,6  961,305,0  0  0,0,4  1  3
Χράνων,3,5  1.144,386,1  1  362,121,6  5  1
Χρυσοκελλαριάς,1,1  234,78,0  0  0,0,1  1  0
Χωματάδας,1,2  656,224,2  1  343,110,4  3  1
Γαργαλιάνων,25,46  20.107,5.860,14  15  4.664,1.481,44  16  28
Κυπαρισσίας,69,110  39.633,11.747,29  36  7.952,2.236,90  19  71
Φιλιατρών,33,63  21.272,6.302,12  10  5.040,1.521,58  11  47
Χώρας,4,5  1.858,586,7  8  1.830,565,14  10  4
Αγαλιανής,0,0  0,0,4  4  661,217,3  1  2
Αγριλιάς,2,4  1.317,434,2  1  541,154,5  3  2
Αετού,0,0  0,0,1  0  23,9,1  1  0
Αμπελοφύτου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",1,1  416,133,0  0  0,,0,1  0  1
Αρμενιών,2,2  5.932,825,1  2  589,,169,3  0  3
Αυλώνος,3,3  1.014,350,0  0  0,,0,3  1  2
Βανάδας,0,0  0,0,1  0  36,,13,1  1  0
Βρυσών,2,3  944,309,0  0  0,,0,2  0  2
Γλυκορριζίου,2,4  1.323,432,0  0  0,,0,3  0  3
?ωρίου,4,7  2.604,890,5  4  1.033,,340,9  5  4
Ελαίας,1,2  494,160,2  2  571,,155,2  0  2
Εξοχικού,1,2  315,113,0  0  0,,0,1  0  1
Καλού Νερού,4,8  17.877,5.501,1  7  390,,130,11  5  6
Κόκλα,0,0  0,0,2  3  715,,245,3  3  0
Κοπανακίου,2,4  1.036,283,2  2  501,,167,2  1  1
Λεύκης,0,0  0,0,1  1  363,,103,2  2  0
Μαραθοπόλεως,4,6  3.224,900,0  0  0,,0,3  0  3
Μουζακίου,1,2  439,143,1  0  465,,156,3  1  2
Μύρου,1,1  410,114,1  3  360,,117,2  0  2
Νέδας,1,2  480,160,0  0  0,,0,1  0  1
Περδικονερίου,3,5  1.168,674,0  0  0,,0,3  0  3
Πλατανίων,1,1  765,200,1  1  54,,18,1  1  0
Προδρόμου,0,0  0,0,2  4  717,,244,2  1  1
Πύργου,1,2  388,129,0  0  0,,0,1  0  1
Ραχών,1,2  366,125,0  0  0,,0,1  0  1
Σιδηροκάστρου,3,5  678,222,6  4  1.082,,336,6  1  5
Σπηλιάς,2,3  612,201,0  0  0,,0,2  1  1
Στασιού,0,0  0,0,1  1  164,,48,1  1  0
Συρρίζου,1,1  150,50,0  0  0,,0,1  1  0
Τριπύλας,1,2  625,203,0  0  0,,0,2  1  1
Φαρακλάδας,3,6  2.562,719,0  0  0,,0,5  0  5
Χριστιανουπόλεως,3,5  2.047,587,0  0  0,,0,3  0  3
Ψαρίου,0,0  0,0,2  3  504,,169,2  1  1
ΒΟΡΕΙΟ ΑΙΓΑΙΟ,1.000,1.532  664.529,204.790,530  449  164.793,,52.234,1.679  766  913
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΝΟΜΟΣ ΛΕΣΒΟΥ,508,756  364.489,114.121,215  138  75.390,24.021,786  332  454
Μυριναίων,50,88  39.061,18.735,15  11  4.051,2.187,100  46  54
Αγίου ?ημητρίου,1,2  69,27,0  0  0,0,0  0  0
Αγίου Ευστρατίου,2,3  1.423,472,1  0  119,36,9  8  1
Αγκαρυώνων,0,0  0,0,1  0  420,140,1  0  1
Ατσικής,9,10  3.360,945,4  4  513,167,8  5  3
Βάρους,2,3  797,249,1  0  166,52,2  0  2
?άφνης,1,1  8,36,0  0  0,0,1  1  0
Θάνους,4,5  3.558,1.071,1  0  30,10,7  5  2
Καλλιθέας,1,1  366,110,1  0  106,36,1  0  1
Καλλιόπης,2,3  1.628,492,1  0  56,23,4  1  3
Καμινίων,2,3  812,255,0  0  0,0,5  5  0
Κάσπακα,3,4  2.385,795,1  1  265,82,4  0  4
Κοντιά,1,1  422,119,8  4  1.538,459,9  6  3
Κοντοπουλίου,3,3  1.742,410,5  0  1.069,346,6  3  3
Κορνού,1,2  1.930,499,1  2  135,45,8  4  4
Λιβαδοχωρίου,2,2  922,297,0  0  0,0,0  0  0
Λύχνων,0,0  0,0,1  1  166,57,1  0  1
Μούδρου,14,22  7.825,2.026,7  6  1.418,436,30  17  13
Νέας Κούταλης,8,10  3.836,1.133,4  3  2.008,621,19  12  7
Παναγίας,1,1  151,53,0  0  0,0,1  1  0
Πεδινού,1,1  675,150,0  0  0,0,0  0  0
Πλάκας,0,0  0,0,2  3  479,159,2  1  1
Πλατέος,10,16  4.999,1.676,1  0  253,101,19  14  5
Πορτιανού,3,5  1.523,504,3  4  862,285,11  7  4
Ρεπανιδίου,2,2  722,206,0  0  0,0,1  0  1
Ρωμανού,2,3  1.101,322,0  0  0,0,5  0  5
Τσιμανδρίων,3,3  1.106,297,3  1  388,133,4  2  2
Φισίνης,1,1  270,90,2  1  6.231,2.191,2  1  1
Ερεσού,11,19  6.446,1.673,3  4  423,136,17  10  7
Μηθύμνης,8,12  4.289,1.367,3  5  894,298,19  12  7
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγίας Παρασκευής,10,12  7.310,2.160,5  2  781,259,7  4  3
¶γρας,10,12  5.475,1.551,0  0  0,0,6  0  6
Ανεμότιας,1,1  750,150,0  0  0,0,0  0  0
Αντίσσης,6,8  3.737,1.222,2  1  310,88,3  1  2
Αργέννου,0,0  0,0,1  0  66,22,1  1  0
Αρίσβης,1,2  955,259,0  0  0,0,3  3  0
Βατούσσης,0,0  0,0,3  0  134,45,2  2  0
?αφίων,1,2  5.495,1.182,2  1  160,54,2  2  0
Καλλονής,26,42  36.659,8.338,10  4  1.524,470,46  19  27
Κεραμίου,1,2  624,200,0  0  0,0,2  0  2
Λεπετύμνου,3,4  1.060,308,0  0  0,0,1  0  1
Μεσοτόπου,1,2  693,239,1  0  192,64,2  0  2
Παρακοίλων,3,4  2.055,428,0  0  0,0,2  0  2
Πελόπης,2,2  1.184,272,0  0  0,0,0  0  0
Πέτρας,10,14  4.728,1.419,4  3  1.259,389,12  1  11
Σιγρίου,4,5  1.294,364,1  0  415,118,3  0  3
Σκουτάρου,6,9  3.446,869,0  0  0,0,2  0  2
Στύψης,2,2  2.033,525,0  0  0,0,0  0  0
Συκαμινέας,5,5  2.216,537,1  0  141,47,3  1  2
Υψηλομετώπου,0,0  0,0,1  0  90,28,1  1  0
Φίλιας,1,1  268,89,1  2  146,50,2  1  1
Χιδήρων,1,1  720,240,1  1  175,64,1  1  0
Αγιάσου,5,7  1.257,308,0  0  0,0,3  2  1
Λουτροπόλεως Θερμής,10,15  6.823,1.951,4  1  516,173,19  13  6
Μυτιλήνης,117,197  112.674,31.561,49  44  36.532,10.513,203  47  156
Πολιχνίτου,15,17  7.360,2.003,7  3  1.602,474,14  6  8
Αγίας Μαρίνης,0,0  0,0,2  2  517,158,2  1  1
Αλυφαντών,5,7  10.179,2.105,1  0  224,75,3  1  2
Ασωμάτου,2,4  1.087,332,0  0  0,0,3  0  3
Αφάλωνος,5,5  2.145,622,0  0  0,0,3  0  3
Βασιλικών,0,0  0,0,2  2  562,174,2  1  1
Βρίσας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",5,6  1.772,535,1  0  665,176,5  2  3
Ιππείου,1,1  379,126,1  0  298,93,2  0  2
Κάπης,2,2  235,73,3  2  789,253,4  4  0
Κάτω Τρίτους,3,4  543,157,0  0  0,0,1  1  0
Κλειούς,5,6  3.061,808,0  0  0,0,2  0  2
Κώμης,1,1  360,120,0  0  0,0,0  0  0
Λάμπου Μύλων,1,1  1.685,416,0  0  0,0,0  0  0
Λισβορίου,1,2  800,200,1  0  93,31,3  1  2
Λουτρών,4,6  1.151,354,0  0  0,0,4  1  3
Μανταμάδου,4,4  1.280,322,2  2  568,149,3  3  0
Μεσαγρού,2,4  551,167,5  2  421,143,6  5  1
Μιστεγνών,2,4  1.044,293,1  1  742,232,5  0  5
Μόριας,7,11  6.671,1.624,8  1  1.119,688,19  8  11
Μυχού,1,1  405,90,0  0  0,0,0  0  0
Παλαιοκήπου,6,8  2.517,775,3  0  392,82,8  3  5
Παμφίλων,4,5  2.204,633,3  2  443,147,5  1  4
Παναγιούδας,1,2  646,220,0  0  0,0,2  0  2
Παππάδου,17,24  6.776,2.001,6  4  941,201,22  11  11
Περάματος,7,9  1.978,563,2  1  215,69,7  4  3
Πλακάδου,2,2  345,116,1  0  79,27,3  2  1
Πύργων Θερμής,0,0  0,0,1  0  94,39,0  0  0
Σκοπέλου,6,6  1.537,6.891,4  2  802,165,6  4  2
Συκούντος,3,5  1.945,538,0  0  0,0,2  0  2
Ταξιαρχών,0,0  0,0,2  2  255,80,2  2  0
Πλωμαρίου,18,29  11.234,3.320,3  2  331,114,21  6  15
Μεγαλοχωρίου,1,2  1.028,343,0  0  0,0,3  3  0
Νεοχωρίου,1,1  470,120,0  0  0,0,0  0  0
Πλαγιάς,1,1  144,48,1  1  207,67,2  2  0
Τρύγονα,1,1  75,25,0  0  0,0,0  0  0
ΝΟΜΟΣ ΣΑΜΟΥ,278,429  147.210,44.785,151  111  33.015,10.479,513  306  207
Αγίου Κηρύκου,26,47  14.191,4.327,24  25  6.901,2.284,73  43  30
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αγίου Πολυκάρπου,1,2  240,80,1  0  207,69,4  4  0
Ευδήλου,22,41  11.404,5.080,10  10  1.966,673,48  30  18
Καραβοστάμου,1,3  570,190,0  0  0,0,2  1  1
Μαγγανίτου,1,3  802,251,0  0  0,0,2  0  2
Ραχών,14,26  8.010,2.673,7  6  2.526,745,38  25  13
Φούρνων,5,10  3.570,1.147,4  3  1.077,354,34  31  3
Χρυσοστόμου,1,2  1.156,367,0  0  0,0,2  0  2
Καρλοβασίων,46,57  24.772,7.513,28  17  5.278,1.657,69  38  31
Πυθαγορείου,13,19  13.044,2.871,7  8  1.122,383,15  10  5
Σαμίων,12,18  7.730,2.293,10  8  2.217,711,25  7  18
Αγίου Κωνσταντίνου,2,2  1.874,412,1  0  100,32,1  1  0
Αγίων Θεοδώρων,1,1  62,20,0  0  0,0,0  0  0
Αμπέλου,1,1  112,30,0  0  0,0,0  0  0
Βαθέος,49,74  28.816,8.199,23  14  3.123,1.013,77  42  35
Βουρλιωτών,2,3  589,192,0  0  0,0,2  0  2
?ρακαίων,0,0  0,0,1  0  52,17,1  1  0
Καλλιθέας,2,2  480,120,2  2  214,72,2  1  1
Καστανέας,1,2  180,55,0  0  0,0,0  0  0
Κοκκαρίου,13,25  4.568,1.455,3  4  722,220,22  15  7
Κονταιίκων,3,3  2.295,749,0  0  0,0,0  0  0
Κοντακαιίκων,2,2  622,193,2  1  509,165,3  2  1
Κουμαιίκων,4,5  1.630,471,1  0  500,103,8  6  2
Κουμαραδαίων,0,0  0,0,1  0  600,137,0  0  0
Λέκας,1,1  200,50,2  0  196,65,2  2  0
Μανολατών,0,0  0,0,1  1  182,57,1  0  1
Μαραθοκάμπου,23,35  10.973,3.195,12  6  3.177,985,54  38  16
Μαυρατζαίων,0,0  0,0,1  0  580,175,1  0  1
Μύλων,1,1  405,135,0  0  0,0,1  0  1
Μυτιληνιών,5,9  1.590,503,1  1  108,34,4  2  2
Παγώνδου,3,5  1.482,477,1  0  33,11,4  2  2
Παλαιοκάστρου,6,8  1.365,344,3  2  489,157,5  1  4
Πλατάνου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",7,9  1.888,568,2  1  184,58,3  1  2
Πύργου,1,1  48,18,1  0  63,21,1  1  0
Σπαθαραίων,1,1  264,70,0  0  0,0,1  1  0
Σταυρινήδων,1,1  393,131,0  0  0,0,1  0  1
Υδρούσσης,5,6  813,237,1  1  600,185,4  1  3
Χώρας,2,4  1.072,369,1  1  289,96,3  0  3
ΝΟΜΟΣ ΧΙΟΥ,214,347  152.830,45.884,164  200  56.388,17.734,380  128  252
Ανέμωνα,9,15  7.198,2.170,3  4  1.400,393,15  7  8
Ιωνίας,10,13  8.737,2.521,20  20  12.847,3.169,22  6  16
Καμποχώρων,20,29  25.788,6.856,4  5  840,278,14  3  11
Καρδαμύλων,10,17  4.970,1.640,15  19  4.586,1.521,35  17  18
Μαστιχοχωρίων,24,40  12.505,4.103,10  16  2.593,808,41  22  19
Οινουσσών,0,0  0,0,1  1  37,12,1  1  0
Ομηρούπολης,19,35  14.618,4.471,22  27  6.651,2.202,47  7  40
Χίου,68,114  49.206,14.886,46  43  14.634,5.288,114  34  80
Ψαρών,3,4  1.165,355,2  3  525,175,4  1  3
Αγίου Γάλακτος,0,0  0,0,1  1  250,70,0  0  0
Αγίου Γεωργίου Συκούση,1,1  24,8,2  2  304,88,1  0  1
Βέσσης,0,0  0,0,1  2  448,126,1  0  1
Βικίου,1,2  675,193,0  0  0,0,2  0  2
Βολισσού,8,11  2.604,808,6  6  1.864,577,10  4  6
Ελάτας,2,3  593,198,0  0  0,0,3  3  0
Θυμιανών,19,29  13.405,4.237,7  8  3.577,1.180,26  3  23
Λαγκάδας,4,7  3.048,867,5  6  1.009,333,10  5  5
Λεπτοπόδων,0,0  0,0,1  1  287,74,3  3  0
Λιθίου,3,5  908,295,4  5  651,226,4  2  2
Μεστών,2,2  967,317,3  4  937,283,5  0  5
Νέας Ποταμιάς,0,0  0,0,1  0  126,42,1  1  0
Νεοχωρίου,1,1  150,50,2  12  573,198,1  0  1
Ολύμπων,0,0  0,0,3  6  1.282,359,4  2  2
Παρπαριάς,1,3  892,279,1  1  162,54,3  1  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Πισπιλούντος,1,2  816,285,0  0  0,,0,1  0  1
Πυργίου,4,7  1.994,611,1  2  258,,87,5  2  3
Σιδηρούντος,1,1  90,30,0  0  0,,0,0  0  0
Συκιάδας,1,2  1.208,355,2  4  487,,171,4  2  2
Φυτών,1,2  880,214,0  0  0,,0,0  0  0
Χαλάνδρων,1,2  389,135,1  2  60,,20,3  2  1
ΝΟΤΙΟ ΑΙΓΑΙΟ,1.948,3.219  1.465.754,444.820,675  572  267.609,,74.382,4.008  2.073  1.935
ΝΟΜΟΣ ?Ω?ΕΚΑΝΗΣΟΥ,804,1.368  726.333,210.075,266  209  162.238,,41.670,1.447  605  842
Αστυπαλαίας,12,23  8.699,2.614,4  3  572,,182,24  17  7
Καλυμνίων,83,127  32.240,9.885,58  42  10.604,,3.277,123  53  70
Λειψών,11,15  4.858,1.449,4  6  749,,229,14  4  10
Λέρου,67,99  34.631,11.105,27  20  6.219,,1.672,91  49  42
Πάτμου,28,42  12.802,3.783,12  11  2.568,,789,41  21  20
Αγαθονησίου,5,8  1.498,503,4  1  538,,171,8  4  4
Καρπάθου,44,76  36.791,11.040,18  9  3.212,,1.005,81  34  47
Κάσου,7,11  5.945,1.716,0  0  0,,0,17  10  7
Αρκάσας,1,2  878,283,0  0  0,,0,3  1  2
Βωλάδας,1,1  294,98,0  0  0,,0,1  0  1
Μενετών,1,1  574,130,1  0  87,,29,0  0  0
Μεσοχωρίου,1,2  290,97,1  1  157,,65,1  0  1
Όθους,3,6  1.820,601,0  0  0,,0,5  4  1
Ολύμπου,6,8  2.593,747,4  2  718,,213,10  5  5
Πυλών,1,2  4.860,1.060,2  3  373,,139,1  0  1
Κω,79,135  109.198,30.145,24  17  39.584,,12.307,183  91  92
Μανδρακίου,8,12  3.420,1.021,1  2  123,,41,7  2  5
Αντιμαχείας,26,38  17.616,4.708,9  10  3.060,,969,28  11  17
Ασφενδιού,26,39  17.428,4.999,8  8  4.387,,1.455,29  6  23
Καρδαμαίνης,3,7  5.239,1.456,1  2  411,,137,4  2  2
Κεφάλου,4,5  1.828,489,1  2  68,,23,3  1  2
Νικιών,3,4  1.379,396,0  0  0,,0,4  1  3
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Πυλίου,4,5  976,263,0  0  0,,0,1  0  1
Ιαλυσού,44,83  56.868,16.690,8  3  46.067,,6.659,100  18  82
Μεγάλου Χωρίου,3,4  945,306,0  0  0,,0,2  1  1
Μεγίστης,4,7  1.307,338,0  0  0,,0,4  2  2
Ρόδου,72,178  172.829,52.316,23  22  12.743,,3.713,255  91  164
Σύμης,11,16  3.359,961,3  0  857,,253,13  6  7
Χάλκης,20,31  22.283,5.160,10  4  1.740,,542,42  24  18
Αγίου Ισιδώρου,1,6  900,230,0  0  0,,0,6  6  0
Απολακκιάς,2,4  700,208,0  0  0,,0,3  0  3
Απόλλωνα,2,2  448,112,1  2  512,,170,3  1  2
Αρχαγγέλου,8,13  2.902,916,1  1  189,,54,13  8  5
Αρχιπόλεως,1,1  620,181,0  0  0,,0,1  0  1
Ασκληπιείου,8,10  4.143,1.251,2  2  328,,106,7  3  4
Αφάντου,16,26  8.112,2.372,1  2  74,,22,20  8  12
Βατίου,3,4  537,257,0  0  0,,0,3  1  2
Γενναδίου,9,16  4.733,1.463,0  0  0,,0,18  12  6
?αματρίας,3,5  946,289,2  1  272,,89,4  1  3
?ιμυλιάς,1,2  818,234,0  0  0,,0,2  0  2
Έμπωνα,7,10  6.461,1.170,1  0  84,,23,0  0  0
Θεολόγου,1,1  402,100,4  5  6.881,,2.243,4  1  3
Ιστρίου,1,1  200,50,0  0  0,,0,0  0  0
Καλαβάρδα,3,5  1.694,439,1  2  596,,150,8  5  3
Καλάθου,1,1  470,102,0  0  0,,0,0  0  0
Καλυθιών,30,56  39.813,10.448,4  8  7.428,,2.188,35  7  28
Κατταβίας,2,3  1.030,334,0  0  0,,0,4  0  4
Κοσκινού,21,42  25.631,7.040,2  2  6.460,,1.314,56  18  38
Κρεμαστής,21,34  15.823,4.639,5  2  761,,227,26  8  18
Κρητηνίας,4,6  2.708,874,0  0  0,,0,4  1  3
Λαέρμων,1,2  280,87,1  1  185,,59,3  3  0
Λάρδου,7,11  3.011,871,4  3  1.101,,361,13  2  11
Λαχανιάς,4,5  1.523,422,0  0  0,,0,7  7  0
Λιβαδίων,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",6,11  3.410,1.105,2  3  413,137,13  7  6
Λίνδου,16,25  11.910,3.604,1  0  146,39,19  11  8
Μαλώνος,8,16  3.177,936,1  0  38,11,24  19  5
Μαριτσών,7,12  3.823,1.040,2  0  76,23,11  5  6
Μασάρων,2,2  169,52,1  0  60,20,1  1  0
Παραδεισίου,7,13  2.150,635,2  3  510,175,10  6  4
Παστίδας,10,17  8.321,2.506,2  2  711,233,20  5  15
Σαλάκου,1,1  470,118,1  0  101,31,1  0  1
Σιάνων,1,1  410,98,0  0  0,0,0  0  0
Σορωνής,4,6  1.626,515,1  1  70,23,5  1  4
Φανών,5,8  2.711,750,1  1  405,102,7  0  7
Ψίνθου,2,3  803,268,0  0  0,0,1  0  1
ΝΟΜΟΣ ΚΥΚΛΑ?ΩΝ,1.144,1.851  739.421,234.745,409  363  105.371,32.712,2.561  1.468  1.093
¶νδρου,10,15  5.953,1.841,7  4  930,303,16  6  10
¶νω Γαυρίου,4,8  3.150,1.057,1  1  137,44,7  1  6
Απροβάτου,2,4  1.749,569,2  1  214,70,8  4  4
Βιταλίου,1,1  72,24,0  0  0,0,0  0  0
Γαυρίου,8,16  4.660,1.504,4  0  709,232,15  1  14
Καππαριάς,3,6  1.257,388,0  0  0,0,4  0  4
Κατακοίλου,3,4  572,185,0  0  0,0,3  1  2
Κορθίου,4,7  2.057,679,1  0  170,56,5  1  4
Κοχύλου,4,7  3.023,948,1  1  40,14,20  18  2
Λαμύρων,4,8  2.712,779,2  0  69,27,14  11  3
Μακροταντάλου,1,1  240,71,0  0  0,0,1  0  1
