Κτισμάτων,4,4  1.213,390,0  0  0,,0,3  0  3
Λίμνης,0,0  0,0,3  3  512,,158,2  1  1
Πωγωνιανής,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",3,3  3.830,883,0  0  0,,0,0  0  0
ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,281,446  312.909,94.111,111  85  46.643,,12.747,636  164  472
Θεσπρωτικού,8,11  2.662,1.020,2  1  986,,263,8  1  7
Πάργας,32,56  29.668,9.214,11  8  2.410,,766,83  57  26
Πρεβέζης,88,154  138.995,39.459,32  31  16.524,,4.409,286  41  245
Φιλιππιάδος,27,52  48.303,14.148,8  4  11.576,,1.945,92  17  75
Αγιάς,1,2  1.006,371,0  0  0,,0,1  0  1
Αμμουδιάς,2,2  328,113,1  0  100,,33,1  0  1
Ανθούσης,1,1  150,50,2  3  939,,298,2  0  2
Αχερουσίας,1,1  1.113,364,0  0  0,,0,1  0  1
Βαλανιδόρραχης,2,2  617,271,2  0  282,,99,1  0  1
Βουβοποτάμου,4,4  1.567,432,1  0  208,,63,2  0  2
Βράχου,8,12  8.035,2.564,1  1  500,,144,16  10  6
Βρυσούλας,1,1  258,86,0  0  0,,0,1  0  1
Γαλατά,3,13  1.142,390,0  0  0,,0,3  0  3
Γοργομύλου,3,4  1.985,515,1  0  81,,30,2  0  2
Γυμνοτόπου,1,1  396,110,0  0  0,,0,1  0  1
?ρυοφύτου,0,0  0,0,1  0  27,,10,1  1  0
Θεμέλου,1,1  470,137,0  0  0,,0,1  0  1
Καμαρίνας,1,2  390,130,1  0  305,,87,2  0  2
Καναλίου,27,40  20.174,6.698,9  8  1.990,,627,42  13  29
Καναλλακίου,13,17  12.238,3.384,8  5  1.893,,614,20  4  16
Καστρίου,2,2  774,253,0  0  0,,0,1  0  1
Κερασώνος,1,1  463,100,2  1  386,,127,2  1  1
Κορώνης,0,0  0,0,1  0  210,,70,0  0  0
Κοτσανοπούλου,1,1  295,101,0  0  0,,0,1  0  1
Κουκκουλίου,1,1  681,171,0  0  0,,0,1  0  1
Κρανέας,0,0  0,0,3  1  532,,147,2  1  1
Κρυοπηγής,0,0  0,0,1  0  67,,22,1  1  0
Κυψέλης,1,1  200,30,1  1  118,,37,1  1  0
Λούρου,6,8  2.107,678,7  5  1.930,,562,11  1  10
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Λούτσης,3,5  2.277,689,1  2  230,79,7  5  2
Μελιανών,1,1  171,49,0  0  0,0,0  0  0
Μεσοποτάμου,3,5  2.576,826,0  0  0,0,4  1  3
Μιχαλιτσίου,1,1  70,20,1  2  195,65,1  1  0
Μυρσίνης,1,1  148,49,1  2  285,83,1  1  0
Μύτικα,1,1  182,60,0  0  0,0,1  0  1
Ναρκίσσου,0,0  0,0,1  1  273,102,1  0  1
Νέας Κερασούντος,2,2  12.520,3.604,0  0  0,0,0  0  0
Νέας Σαμψούντος,9,13  4.994,1.568,4  3  2.644,707,10  0  10
Νέας Σινώπης,8,10  3.959,1.087,4  2  1.159,1.106,8  2  6
Νικολιτσίου,0,0  0,0,1  0  100,28,0  0  0
Πολυσταφύλου,1,1  350,82,0  0  0,0,1  0  1
Ριζοβουνίου,1,1  590,148,0  0  0,0,1  0  1
Ριζών,2,2  600,177,1  2  241,76,4  2  2
Ρωμιάς,1,1  170,48,0  0  0,0,0  0  0
Σκιαδά,1,1  223,74,0  0  0,0,1  0  1
Σταυροχωρίου,1,1  63,20,0  0  0,0,1  1  0
Στεφάνης,3,4  7.899,4.198,1  0  105,35,3  1  2
Φλαμπούρων,1,1  189,60,0  0  0,0,1  0  1
Ωρωπού,5,5  1.911,563,1  2  347,113,5  1  4
ΙΟΝΙΑ ΝΗΣΙΑ,1.466,2.240  1.222.304,384.484,580  521  232.369,75.520,2.710  1.430  1.280
ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ,444,615  406.225,128.924,188  171  92.140,29.897,751  441  310
Ζακυνθίων,61,94  53.707,17.100,21  37  13.756,3.972,128  88  40
Αγαλά,56,71  40.376,12.698,28  26  6.933,2.230,84  45  39
Αγίας Μαρίνης,28,38  16.334,4.866,14  11  7.043,2.416,56  37  19
Αγίου ?ημητρίου,33,44  39.295,11.250,14  13  8.193,2.611,50  30  20
Αγίου Κηρύκου,26,33  15.454,4.947,12  8  5.809,1.766,46  31  15
Αγίου Λέοντος,22,35  22.414,7.415,13  10  12.368,4.392,54  33  21
Αγίων Πάντων,30,46  23.054,7.327,9  6  2.734,875,36  16  20
Αλικανά,8,12  9.601,3.210,3  2  856,238,7  2  5
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Αμπελοκήπων,10,11  4.207,1.342,5  7  1.419,445,11  1  10
Αναφωνητρίας,2,4  7.763,3.227,0  0  0,0,1  0  1
¶νω Βολιμών,1,1  618,202,1  0  194,61,2  1  1
¶νω Γερακαρίου,2,5  3.527,1.287,2  1  375,124,5  4  1
Αργασίου,11,16  10.541,4.575,6  5  4.596,1.777,14  2  12
Βανάτου,24,30  17.047,4.484,9  8  2.741,928,45  24  21
Βασιλικού,7,10  32.137,8.871,0  0  0,0,11  9  2
Βολιμών,15,17  5.617,1.631,5  3  1.275,411,20  12  8
Γαϊτανίου,6,8  2.540,705,0  0  0,0,3  0  3
Γαλάρου,1,1  323,89,0  0  0,0,1  0  1
Καλαμακίου,4,5  11.197,3.908,4  2  5.289,1.456,0  0  0
Καλιπάδου,2,2  547,156,0  0  0,0,1  0  1
Κατασταρίου,13,18  13.059,4.254,9  7  2.777,903,29  22  7
Κάτω Γερακαρίου,1,1  313,104,2  0  253,64,1  0  1
Κερίου,1,1  520,190,0  0  0,0,1  0  1
Κοιλιωμένου (Αγίου Νικολάου),2,2  498,151,0  0  0,0,0  0  0
Λαγωπόδου,2,3  1.326,443,2  2  1.287,1.159,7  5  2
Λιθακιάς,8,10  6.134,2.014,1  1  399,141,15  12  3
Μαριών,0,0  0,0,1  2  255,85,2  2  0
Μαχαιράδου,6,10  3.329,1.085,2  1  389,122,11  3  8
Μέσου Γερακαρίου,1,1  49,18,1  0  118,38,1  1  0
Μουζακίου,9,12  8.454,2.693,3  2  1.071,351,54  44  10
Μπόχαλης,4,5  2.162,702,0  0  0,0,6  2  4
Παντοκράτορος,27,39  29.720,9.533,18  14  10.799,2.954,28  9  19
Πλάνου,5,9  15.330,5.333,2  2  897,260,3  0  3
Ρομιρίου,4,6  1.684,501,0  0  0,0,5  0  5
Σαρακηνάδου,4,5  1.375,397,0  0  0,0,2  0  2
Σκουληκάδου,3,4  1.320,454,1  1  314,118,4  0  4
Τραγακίου,3,3  3.974,1.565,0  0  0,0,5  4  1
Φιολίτη,1,1  128,40,0  0  0,0,0  0  0
Αντιπερνών,1,2  551,157,0  0  0,0,2  2  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,438,687  346.580,109.929,190  190  70.119,23.732,681  257  424
Φιολίτη,0,0  0,0,1  1  192,64,1  1  0
Θιναλίου,30,49  29.594,9.520,9  11  3.454,1.134,39  12  27
Κερκυραίων,43,85  44.420,13.626,24  38  15.121,4.678,121  22  99
Λευκιμμαίων,27,36  11.704,4.031,14  13  3.516,1.125,43  24  19
Αγίου Αθανασίου,1,1  260,88,0  0  0,0,1  0  1
Αγίου Ιωάννου,6,8  11.807,2.075,1  0  693,231,9  3  6
Αγίου Μάρκου,5,7  1.408,552,1  1  447,149,6  4  2
Αγίου Ματθαίου,2,3  1.183,353,4  3  639,201,7  5  2
Αγίου Νικολάου,2,2  763,238,0  0  0,0,2  0  2
Αγίου Προκοπίου,2,4  1.748,576,1  2  133,21,4  2  2
Αγίων ?έκα,3,5  1.495,494,1  2  659,259,6  0  6
Αγίων ?ούλων,1,1  396,121,0  0  0,0,0  0  0
Αγραφών,1,2  270,90,1  0  900,266,1  0  1
Αγρού,0,0  0,0,1  0  418,136,1  1  0
Αλειμματάδων,5,8  3.863,871,3  6  1.630,457,9  3  6
Αλεπούς,12,20  10.220,3.346,6  4  1.359,973,28  14  14
Αντιπερνών,3,3  1.362,385,1  2  145,40,4  2  2
¶νω Γαρούνας,0,0  0,0,1  0  43,15,0  0  0
¶νω Κορακιάνας,2,27  1.331,429,2  3  300,90,5  1  4
¶νω Παυλιάνας,1,1  114,37,0  0  0,0,0  0  0
Αργυράδων,11,17  35.828,11.202,8  8  2.074,594,14  7  7
Αρμενάδων,1,1  108,36,0  0  0,0,0  0  0
Αυλιωτών,6,8  2.836,903,5  6  1.966,677,4  4  0
¶φρας,7,9  3.340,1.039,1  0  405,145,8  1  7
Βαλανείου,0,0  0,0,1  2  36,12,1  1  0
Βάτου,4,6  3.241,1.253,3  2  853,246,14  6  8
Βελονάδων,5,5  2.487,648,3  1  704,251,7  3  4
Βιρού,7,14  5.321,1.754,2  2  444,138,8  0  8
Βιταλάδων,1,2  588,196,0  0  0,0,2  0  2
Βουνιατάδων,1,1  105,35,0  0  0,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Γαρδελάδων,10,18  5.267,1.746,3  2  501,166,31  27  4
Γαστουρίου,10,17  6.541,2.096,2  1  619,205,14  2  12
Γιαννάδων,2,2  780,260,0  0  0,0,3  2  1
Γιμαρίου,4,7  1.943,659,1  1  31,11,4  1  3
?άφνης,1,1  600,209,1  3  480,200,2  0  2
?ουκάδων,2,2  1.538,522,1  1  232,78,3  1  2
?ροσάτου,0,0  0,0,1  1  78,26,0  0  0
Εβροπούλων,1,1  1.076,306,0  0  0,0,2  1  1
Καβαλλουρίου,3,4  901,614,2  1  295,98,5  5  0
Καββαδάδων,3,4  1.408,416,0  0  0,0,4  0  4
Καλαφατιώνων,3,4  1.159,366,1  0  24,8,5  4  1
Κανακάδων,2,2  522,179,0  0  0,0,2  0  2
Καναλίου,12,16  8.526,2.319,4  4  2.467,788,19  2  17
Καρουσάδων,6,10  3.332,976,4  4  1.344,410,13  7  6
Κασσιόπης,21,28  6.592,2.225,6  7  1.447,479,20  6  14
Καστελλάνων Γύρου,2,2  525,175,1  2  161,46,1  0  1
Καστελλάνων Μέσης,1,2  711,237,1  2  611,204,2  0  2
Κάτω Γαρούνας,5,7  3.014,938,3  3  411,131,8  3  5
Κάτω Κορακιάνας,11,19  9.704,3.090,4  1  709,259,16  6  10
Κληματιάς,1,1  197,65,0  0  0,0,1  0  1
Κοκκινίου,2,2  698,185,2  1  1.115,231,0  0  0
Κομπιτσίου,2,4  1.245,383,6  7  2.898,1.446,2  0  2
Κουραμάδων,1,1  450,120,0  0  0,0,1  0  1
Κουσπάδων,1,1  1.703,576,0  0  0,0,0  0  0
Κρήνης,2,2  757,177,0  0  0,0,0  0  0
Κυνοπιαστών,9,17  4.864,1.638,1  1  96,32,11  1  10
Λακώνων,7,9  3.330,1.090,5  3  1.024,354,8  4  4
Λιαπάδων,3,5  1.620,485,1  1  120,42,4  3  1
Μαγουλάδων,9,12  4.918,1.582,1  0  117,39,23  18  5
Μαρμάρου,4,4  1.387,451,0  0  0,0,4  2  2
Μοραϊτίκων,3,5  1.390,475,3  1  2.503,909,2  0  2
Μπενιτσών,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,2  259,120,1  2  330,102,1  0  1
Νεοχωρίου,2,4  7.373,1.914,1  0  150,51,6  1  5
Νησακίου,6,8  3.899,1.245,1  2  240,80,9  0  9
Νυμφών,2,3  1.632,472,2  1  736,415,4  1  3
Οθωνών,3,5  1.605,446,0  0  0,0,3  0  3
Πάγων,3,4  2.186,709,2  1  154,53,6  1  5
Πέλεκα,5,7  2.813,878,5  4  1.571,507,8  2  6
Περιβολίου,8,10  2.606,921,4  3  2.653,830,7  4  3
Περουλάδων,13,22  21.426,6.396,5  7  6.185,2.181,18  15  3
Πετριτής,2,2  941,269,2  4  482,164,5  4  1
Σγουράδων,1,2  361,115,0  0  0,0,1  0  1
Σιδαρίου,10,18  28.570,11.659,2  1  499,156,6  0  6
Σιναράδων,5,9  2.334,771,2  1  522,175,8  3  5
Σινιών,2,3  833,270,1  0  637,141,2  0  2
Σκριπερού,4,4  1.287,384,1  2  285,76,4  2  2
Σπαρτύλα,3,6  2.334,702,1  1  200,57,8  1  7
Στρογγυλής,0,0  0,0,1  1  477,156,1  0  1
Σωκρακίου,2,3  626,191,0  0  0,0,2  0  2
Χλοματιανών,4,5  3.098,941,0  0  0,0,3  0  3
Χλομού,4,5  1.787,481,0  0  0,0,4  3  1
Χωρεπισκόπων,0,0  0,0,2  2  153,51,1  1  0
Γαϊου,20,23  6.096,1.932,7  3  1.022,347,12  5  7
Λάκκας,1,1  58,25,1  0  109,31,0  0  0
Λογγού,1,2  554,184,0  0  0,0,1  0  1
Μαγαζιών,2,2  734,220,1  1  300,95,3  0  3
Αγίου Νικολάου,1,3  678,226,0  0  0,0,3  3  0
ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,420,646  301.748,97.088,151  113  48.067,16.190,950  596  354
Ιθάκης,33,50  28.992,9.447,11  10  3.401,1.094,75  23  52
Ανωγής,2,2  1.267,435,0  0  0,0,1  0  1
Κιονίου,0,0  0,0,1  0  43,11,1  1  0
Λεύκης,0,0  0,0,1  0  150,43,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Περαχωρίου,1,1  810,270,2  3  640,213,5  2  3
Σταυρού,0,0  0,0,1  2  647,234,2  1  1
Αργοστολίου,83,143  84.084,25.835,28  23  11.080,3.721,191  116  75
Βλαχάτων Εικοσιμίας,0,0  0,0,1  0  129,43,0  0  0
?αυγάτων,1,1  87,31,0  0  0,0,0  0  0
?ιλινάτων,1,2  561,187,0  0  0,0,1  0  1
Καραβάδου,1,1  477,159,0  0  0,0,1  0  1
Κεραμειών,116,174  82.495,27.277,14  8  3.226,1.024,296  230  66
Λακήθρας,1,2  318,106,0  0  0,0,1  0  1
Λουρδάτων,2,4  2.376,792,1  0  90,36,12  12  0
Μαρκοπούλου,1,1  180,106,0  0  0,0,0  0  0
Μουσάτων,1,2  1.110,370,0  0  0,0,5  4  1
Ομαλών,4,4  1.602,537,5  2  1.281,446,5  3  2
Πάστρας,43,60  32.249,10.288,11  6  4.685,1.549,101  69  32
Περατάτων,1,1  200,64,0  0  0,0,0  0  0
Πόρου,0,0  0,0,1  0  458,152,1  1  0
Σβορωνάτων,3,6  2.244,844,0  0  0,0,11  8  3
Σκάλας,1,1  652,197,0  0  0,0,1  0  1
Τρωιανάτων,0,0  0,0,1  1  393,131,0  0  0
Φαρακλάτων,2,3  899,303,0  0  0,0,3  1  2
Ληξουρίου,69,105  36.054,11.452,36  31  9.595,3.077,119  64  55
Αθέρος,1,1  72,24,1  0  103,34,1  1  0
?αμουλιανάτων,2,3  1.035,308,1  1  330,88,4  0  4
Θηναίας,1,1  210,70,1  2  185,65,2  1  1
Κατωγής,0,0  0,0,2  2  725,242,3  0  3
Κοντογενάδας,1,1  875,250,0  0  0,0,0  0  0
Κουβαλάτων,0,0  0,0,1  1  140,44,1  1  0
Μονοπολάτων,1,1  210,70,1  1  669,223,2  1  1
Ριφίου,0,0  0,0,1  2  314,98,2  2  0
Σκινέως,0,0  0,0,1  0  117,39,1  1  0
Φαβατάτων,1,1  300,100,0  0  0,0,0  0  0
Αγίας Ευφημίας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",6,7  1.714,534,5  6  2.829,959,13  8  5
Αγίου Νικολάου,0,0  0,0,1  0  108,38,1  1  0
Βασιλικιάδων,18,32  8.197,2.858,9  5  2.970,953,34  13  21
Γριζάτων,1,2  624,213,0  0  0,0,1  0  1
Καραβομύλου,1,2  465,150,1  2  246,482,2  0  2
Πατρικάτων,1,2  360,119,0  0  0,0,1  0  1
Πουλάτων,1,1  240,80,0  0  0,0,0  0  0
Σάμης,18,28  10.644,3.554,12  5  3.513,1.151,49  31  18
Τουλιάτων,1,1  145,58,0  0  0,0,0  0  0
ΝΟΜΟΣ ΛΕΥΚΑ?ΟΣ,164,292  167.751,48.543,51  47  22.043,5.701,328  136  192
Λευκάδος,77,155  99.441,27.047,18  18  11.629,2.184,166  67  99
Μεγανησίου,5,8  3.396,1.124,1  0  143,45,13  7  6
Σφακιωτών,4,5  1.110,351,2  3  474,147,5  2  3
Αγίου Νικήτα,5,6  4.271,1.389,0  0  0,0,16  8  8
Αθανίου,1,2  291,97,0  0  0,0,3  3  0
Αλεξάνδρου,1,1  5.100,1.611,1  2  600,192,2  0  2
Απολπαίνης,8,15  7.517,2.579,0  0  0,0,19  3  16
Βασιλικής,10,16  9.673,2.969,3  5  3.099,1.143,13  3  10
Βαυκερής,1,1  600,200,1  0  120,39,3  1  2
Βλυχού,1,2  516,172,2  1  467,149,3  2  1
?ραγάνου,2,2  501,167,0  0  0,0,0  0  0
Εγκλουβής,1,1  230,72,0  0  0,0,0  0  0
Εξανθείας,1,2  280,92,1  0  96,32,3  3  0
Ευγήρου,5,8  2.827,867,0  0  0,0,7  0  7
Καλαμιτσίου,2,3  1.067,363,0  0  0,0,2  0  2
Καλάμου,1,1  201,53,0  0  0,0,1  1  0
Καριωτών,0,0  0,0,1  0  90,34,1  1  0
Καρυάς,4,4  1.610,336,5  6  1.139,395,7  5  2
Κατούνης,12,22  9.247,3.002,0  0  0,0,14  1  13
Κατωχωρίου,0,0  0,0,1  1  220,63,1  1  0
Κονταραίνης,0,0  0,0,2  3  389,128,3  2  1
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Νεοχωρίου,3,6  3.621,1.015,2  1  372,109,5  2  3
Νικολή,0,0  0,0,1  0  535,155,0  0  0
Νυδρίου,8,12  9.058,2.733,2  1  470,160,11  8  3
Πηγαδησάνων,0,0  0,0,1  1  60,20,1  1  0
Πλατυστόμων,1,2  1.137,378,0  0  0,0,2  0  2
Πόρου,3,6  2.450,782,1  1  362,120,7  4  3
Σύβρου,2,2  618,196,1  2  382,126,3  2  1
Τσουκαλάδων,4,7  2.252,720,0  0  0,0,9  5  4
Φτερνού,0,0  0,0,3  0  830,268,3  1  2
Χαραδιατίκων,1,2  348,98,1  1  342,114,3  2  1
Χορτάτων,1,1  389,130,1  1  224,78,2  1  1
?ΥΤΙΚΗ ΕΛΛΑ?Α,2.425,4.174  2.425.995,714.452,1.409  1.380  636.462,178.666,5.396  1.797  3.599
ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ,579,947  520.268,149.301,374  452  149.162,44.041,1.194  315  879
ΑΚΑΡΝΑΝΙΑΣ,,,,,,
Αμφιλοχίας,5,8  8.454,2.147,11  14  2.714,847,19  7  12
Αγριδίου,2,2  543,183,2  4  599,197,3  0  3
Αλευράδας,2,2  1.675,345,0  0  0,0,1  1  0
Αμοργιανών,3,5  1.931,735,2  1  376,114,7  3  4
Αμπελακίου,1,1  665,240,2  0  390,105,2  1  1
Ανοιξιάτικου,1,1  385,102,1  1  106,26,1  0  1
Βαρετάδας,1,1  160,40,0  0  0,0,0  0  0
Βρουβιανών,1,2  551,172,0  0  0,0,2  0  2
Γιαννοπούλων,1,1  198,66,0  0  0,0,0  0  0
Καστρακίου,0,0  0,0,1  1  174,73,0  0  0
Λεπενούς,6,7  4.993,1.356,7  12  1.950,644,11  2  9
Λουτρού,3,3  5.608,1.285,5  3  1.046,334,4  1  3
Μαλεσιάδας,1,2  147,49,0  0  0,0,1  0  1
Ματσουκίου,1,2  1.005,361,0  0  0,0,1  0  1
Μενιδίου,9,18  16.100,5.424,3  2  314,120,47  25  22
Μπαμπαλιού,1,2  459,153,0  0  0,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Οχθίων,1,2  841,255,1  2  144,48,3  1  2
Πατιοπούλου,0,0  0,0,2  0  252,76,2  1  1
Σαρδινίων,4,4  1.480,370,2  3  426,147,5  1  4
Σπάρτου,2,2  356,119,2  1  277,87,4  3  1
Σταθά,1,1  2.940,400,2  1  343,107,1  1  0
Στάνου,1,3  4.045,1.123,1  0  6.750,933,0  0  0
Στράτου,1,1  5.625,938,2  3  520,165,2  1  1
Τρικλίνου,1,3  647,231,0  0  0,0,2  0  2
Φλωριάδος,1,1  455,135,0  0  0,0,0  0  0
Χαλκιοπούλων,0,0  0,0,5  2  1.365,429,5  2  3
Βόνιτσας (Βονίτσης),10,15  5.925,1.924,7  4  2.434,623,15  5  10
Κατούνας,1,3  4.790,1.394,1  0  158,53,4  0  4
Αγίου Νικολάου,4,7  4.069,1.126,3  3  671,216,7  1  6
Αετού,0,0  0,0,2  1  281,94,2  2  0
Αρχοντοχωρίου,3,4  2.726,714,0  0  0,0,1  1  0
Αστακού,15,26  10.637,3.166,7  10  2.687,883,31  8  23
Βασιλοπούλου,1,2  1.088,352,0  0  0,0,2  0  2
Γουριωτίσσης,2,3  980,356,2  2  295,119,3  1  2
?ρυμού,2,4  1.759,633,0  0  0,0,4  0  4
Θυρίου,2,3  872,315,2  3  634,203,5  2  3
Κανδήλας,4,4  1.398,421,3  5  702,226,3  2  1
Καραϊσκάκη,1,1  358,119,1  1  186,57,2  0  2
Κατοχής,6,9  2.649,833,2  2  1.212,318,8  1  7
Κομπωτής,0,0  0,0,4  1  1.041,310,3  2  1
Κονοπίνας,0,0  0,0,2  2  752,244,2  0  2
Λεσινίου,0,0  0,0,3  3  596,194,2  1  1
Μοναστηρακίου,5,6  7.302,1.288,0  0  0,0,3  0  3
Μπαμπίνης,0,0  0,0,1  1  309,117,1  0  1
Μύτικα,9,17  10.235,2.612,2  3  427,146,15  9  6
Παλαιομανίνας,2,2  778,239,0  0  0,0,2  0  2
Παλαίρου,10,19  18.510,4.148,4  4  764,246,14  3  11
Παλιαμπέλων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",3,3  893,286,7  8  1.334,432,8  2  6
Παππαδάτου,1,1  320,105,1  2  718,209,2  0  2
Πενταλόφου,4,8  2.208,716,0  0  0,0,5  0  5
Περατιάς,1,1  467,165,1  0  1.243,201,1  0  1
Πλαγιάς,5,7  2.356,736,5  6  1.018,345,10  4  6
Πογωνιάς,2,3  1.035,319,0  0  0,0,7  6  1
Ρίγανης,1,1  145,45,0  0  0,0,1  1  0
Στρογγυλοβουνίου,1,1  330,110,0  0  0,0,1  0  1
Τρύφου,2,3  390,130,0  0  0,0,2  1  1
Φυτειών,2,5  1.913,634,3  3  499,147,6  2  4
Χρυσοβίτσης,3,3  1.649,379,3  2  523,168,4  1  3
Αιτωλικού,17,28  11.479,3.531,10  12  2.375,733,43  16  27
Μεσολογγίου,48,88  51.495,13.409,34  49  10.909,3.480,126  42  84
Αγγελοκάστρου,3,4  3.235,1.071,0  0  0,0,3  0  3
Αγίου Ανδρέου,2,2  566,192,0  0  0,0,1  0  1
Αγίου Γεωργίου,0,0  0,0,1  2  240,85,2  2  0
Αγίου Ηλία,1,1  220,68,1  0  111,32,2  1  1
Αγίου Θωμά,3,4  1.285,359,1  0  50,76,3  1  2
Ακρών (Λιθοβουνίου),1,1  483,206,0  0  0,0,1  0  1
¶νω Κουδουνίου,1,2  784,279,0  0  0,0,1  0  1
Γαβαλούς,9,15  4.536,1.372,2  5  1.790,540,12  1  11
Γαλατά,8,10  3.684,1.212,0  0  0,0,12  6  6
Γουριάς,2,2  2.224,410,1  2  222,72,2  0  2
Γραμματικούς,1,2  1.441,407,1  0  554,175,5  1  4
Ευηνοχωρίου,0,0  0,0,2  2  723,233,2  0  2
Ζευγαρακίου,4,5  1.849,574,1  2  201,67,5  0  5
Κάτω Κερασόβου,2,4  2.122,601,0  0  0,0,4  1  3
Κάτω Μακρινούς,2,3  906,283,1  0  326,109,3  1  2
Κλεισορρευμάτων,1,2  514,198,1  0  87,21,1  0  1
Λυσιμαχείας,0,0  0,0,2  1  5.849,1.629,17  17  0
Μάστρου,5,7  2.227,696,0  0  0,0,6  2  4
Ματαράγκας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",5,6  1.743,506,3  8  2.127,672,10  1  9
