Μαγικού,7,8  26.939,7.566,0  0  0,0,6  0  6
Μάνδρας,2,2  925,244,0  0  0,0,1  0  1
Μύκης,33,52  15.438,4.728,4  2  1.121,349,48  2  46
Μυρωδάτου,2,2  1.050,291,0  0  0,0,2  0  2
Νέας Κεσσάνης,4,4  6.586,1.057,0  0  0,0,1  0  1
Νεοχωρίου,2,2  1.460,380,0  0  0,0,1  0  1
Ολβίου,1,1  68.348,6.982,0  0  0,0,0  0  0
Πασχαλιάς,1,1  359,120,0  0  0,0,1  0  1
Πηγαδίων,1,1  3.525,880,0  0  0,0,0  0  0
Πολυσίτου,1,1  3.579,722,0  0  0,0,0  0  0
Σελέρου,21,29  9.263,2.804,0  0  0,0,25  1  24
Σελίνου,1,1  360,120,0  0  0,0,0  0  0
Σουνίου,3,5  1.520,500,1  1  537,96,6  0  6
Τοξοτών,15,16  7.692,2.177,1  1  60,20,12  1  11
Ωραίου,2,3  630,192,1  1  228,80,4  0  4
ΝΟΜΟΣ ΡΟ?ΟΠΗΣ,369,724  538.611,135.938,274  200  131.022,35.278,1.231  486  745
Κομοτηνής,203,514  422.932,107.352,118  100  84.246,20.243,957  400  557
Αιγείρου,14,18  11.518,2.745,10  8  2.637,832,19  5  14
Αμαξάδων,9,15  6.257,1.871,7  5  1.731,498,20  3  17
Αμαράντων,1,1  1.157,215,0  0  0,0,0  0  0
Αμβροσίας,1,1  420,122,0  0  0,0,1  0  1
Ασωμάτων,2,2  630,141,4  4  1.493,385,3  2  1
Γρατινής,2,2  687,176,1  1  100,25,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Θρυλορίου,4,6  25.371,3.410,2  0  673,150,1  1  0
Ιάσμου,20,25  10.239,3.074,26  22  9.314,3.001,42  15  27
Ιμέρου,1,1  233,60,0  0  0,0,0  0  0
Κοσμίου,2,2  645,156,1  1  213,63,3  2  1
Μαρωνείας,13,17  8.307,2.327,13  9  5.213,1.516,26  6  20
Νέου Σιδηροχωρίου,3,3  2.149,501,3  1  828,252,6  2  4
Ξυλαγανής,2,2  770,272,1  2  96,32,3  2  1
Οργάνης,0,0  0,0,1  1  807,196,0  0  0
Πανδρόσου,1,1  317,65,0  0  0,0,0  0  0
Σώστου,26,35  13.507,3.539,39  24  9.547,3.020,60  25  35
Φαναρίου,2,5  1.772,472,1  0  492,164,8  7  1
Σαπών,25,34  12.901,4.388,15  6  3.967,1.983,35  7  28
Αράτου,1,1  532,133,2  3  1.023,305,4  0  4
Αρριανών,14,16  9.795,2.668,8  2  2.081,654,11  3  8
Λοφαρίου,0,0  0,0,1  1  86,30,0  0  0
Φιλλύρας,23,23  8.472,2.251,21  10  6.475,1.929,32  6  26
ΚΕΝΤΡΙΚΗ ΜΑΚΕ?ΟΝΙΑ,5.725,12.211  10.764.507,2.714.898,2.262  1.895  2.521.142,504.640,16.485  4.608  11.877
ΝΟΜΟΣ ΗΜΑΘΙΑΣ,420,721  781.050,234.408,369  256  509.432,88.694,873  117  756
Αλεξανδρείας,56,79  98.625,24.279,41  22  56.493,8.846,69  9  60
Βεροίας,60,180  134.089,40.104,34  42  35.600,9.863,321  29  292
Αγίας Βαρβάρας,12,17  5.572,2.629,2  1  291,97,11  0  11
Αγίας Μαρίνης,3,4  1.229,402,0  0  0,0,2  0  2
Αγίου Γεωργίου,0,0  0,0,8  6  2.585,975,7  1  6
Αγκαθιάς,15,38  28.336,8.752,16  10  7.548,2.237,52  3  49
Βεργίνης,4,7  3.445,954,1  1  795,261,6  0  6
Γεωργιανών,4,7  2.124,682,1  1  50,298,3  0  3
?ασκίου,1,2  360,120,0  0  0,0,1  0  1
?ιαβατού,6,7  3.314,877,3  2  1.029,378,4  0  4
Καβασίλων,4,4  2.328,629,3  2  487,162,4  1  3
Καστανέας,4,5  1.780,477,1  1  71,24,5  1  4
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Κουλούρας,2,2  20.911,5.295,3  1  517,275,3  1  2
Κουμαριάς,4,6  1.551,542,4  5  1.064,448,8  0  8
Λυκόγιαννης,0,0  0,0,2  2  433,136,1  0  1
Μακροχωρίου,20,28  42.245,65.421,20  14  8.788,2.666,31  0  31
Μελίκης,22,36  26.039,5.463,21  14  6.379,2.009,41  7  34
Νέας Νικομηδείας,3,4  3.542,797,2  1  723,220,4  1  3
Νεοκάστρου,1,1  326,104,3  5  1.173,377,5  0  5
Ξεχασμένης,2,3  1.202,351,2  2  547,163,5  0  5
Παλατιτσίων,1,2  1.069,339,2  3  1.326,412,2  0  2
Πατρίδος,12,18  21.684,4.340,5  4  2.829,792,13  0  13
Πλατάνου,0,0  0,0,1  1  516,172,1  0  1
Πλατέος,31,34  44.646,9.007,23  10  7.688,2.554,36  13  23
Ράχης,8,11  4.181,1.301,7  5  3.487,1.000,12  1  11
Ριζωμάτων,14,21  8.634,2.739,2  1  828,264,16  2  14
Σταυρού,2,2  366,117,8  6  2.216,1.118,5  2  3
Σφηκιάς,7,8  2.666,1.322,0  0  0,0,8  2  6
Τριλόφου,8,11  26.938,6.193,2  2  332,115,7  3  4
Τριποτάμου,3,5  1.991,537,1  1  167,51,4  0  4
Φυτείας,5,7  5.707,1.037,0  0  0,0,3  0  3
Ειρηνούπολης,15,19  10.244,3.116,11  8  137.366,6.076,15  2  13
Ναούσης,52,97  53.980,15.603,91  55  45.420,15.260,105  28  77
Αρκοχωρίου,1,3  488,148,0  0  0,0,2  2  0
Γιαννακοχωρίου,3,4  13.503,1.961,4  2  2.406,656,2  0  2
Επισκοπής,4,5  6.342,1.310,7  2  4.279,2.032,4  0  4
Κάτω Βερμίου,15,25  8.233,2.688,5  4  1.110,328,24  2  22
Κοπανού,8,11  174.004,20.656,17  10  5.915,1.817,16  2  14
Λευκαδίων,2,2  5.624,1.179,2  2  883,303,4  1  3
Μαρίνης,1,1  400,100,1  2  867,288,1  0  1
Μονοσπίτων,0,0  0,0,6  3  2.129,674,2  1  1
Ροδοχωρίου,1,1  300,100,2  1  515,171,1  0  1
Στενημάχου,4,4  13.032,2.737,1  0  162.530,24.505,1  0  1
Χαριέσσης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",0,0  0,0,4  2  2.050,671,6  3  3
ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.559,6.612  6.321.279,1.553.616,583  505  1.313.176,226.291,9.438  2.138  7.300
Αγίου Παύλου,9,28  12.988,4.177,1  1  275,85,39  18  21
Αμπελοκήπων,21,88  47.540,13.957,2  2  420,139,133  36  97
Ελευθερίου-Κορδελιού,37,160  135.548,39.457,10  15  5.567,1.768,374  99  275
(Ελευθερίου),,,,,,
Ευόσμου,168,670  491.021,135.531,30  31  75.219,10.575,1.244  298  946
Θεσσαλονίκης,130,604  374.122,117.411,19  27  18.780,5.738,854  312  542
Ιωνίας,36,91  280.378,43.512,11  5  57.589,6.794,148  15  133
Καλαμαριάς,148,681  366.149,121.838,13  31  22.148,7.434,951  246  705
Κουφαλίων,23,43  25.579,6.996,23  19  11.590,3.427,54  10  44
Μενεμένης,18,54  158.095,24.812,4  1  5.087,855,75  20  55
Νεαπόλεως,18,71  24.775,7.277,6  9  5.503,1.559,100  36  64
Πολίχνης,93,256  155.994,45.132,5  5  1.903,587,397  131  266
Πυλαίας,139,332  302.008,95.503,9  6  21.483,6.143,468  65  403
Σίνδου,64,104  757.601,100.411,35  8  271.415,40.104,83  35  48
Σταυρουπόλεως,70,314  211.403,65.901,13  18  20.080,5.545,700  58  642
Συκεών,182,444  267.224,84.111,12  17  6.645,2.156,616  98  518
Τριανδρίας,4,23  10.958,3.476,0  0  0,0,31  6  25
Χαλάστρας,29,49  66.673,12.473,7  7  2.283,621,42  3  39
Αγγελοχωρίου,1,1  1.504,306,1  1  124,31,3  1  2
Αγίας Παρασκευής,9,19  16.496,3.634,1  2  483,143,16  1  15
Αγίας Τριάδος,16,42  27.873,8.775,1  0  77,30,58  9  49
Αγίου Αθανασίου,13,18  34.062,5.443,9  5  26.610,3.372,16  1  15
Αγίου Αντωνίου,14,58  37.605,11.725,7  7  2.404,596,115  67  48
Αγχιάλου,11,12  40.615,6.647,5  2  20.013,3.779,6  0  6
Αδένδρου,2,3  1.374,391,6  3  4.852,866,5  1  4
Ανατολικού,3,5  1.892,485,6  8  3.236,943,8  0  8
Ασβεστοχωρίου,29,56  25.729,8.107,2  3  910,271,48  13  35
Βαθυλάκκου,10,12  15.496,3.382,9  7  4.202,1.082,9  1  8
Βαλτοχωρίου,1,2  751,253,0  0  0,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Βασιλικών,29,45  21.425,6.283,10  9  3.986,1.084,40  5  35
Βραχιάς,3,3  7.100,1.072,0  0  0,0,2  1  1
Γεφύρας,8,14  14.666,3.384,9  7  3.067,881,20  12  8
?ρυμού,14,23  45.733,8.539,10  8  119.818,16.879,17  2  15
Εξοχής,4,8  6.417,1.860,0  0  0,0,14  5  9
Επανομής,46,70  43.454,11.668,8  8  3.023,934,57  10  47
Ευκαρπίας,32,60  105.875,19.252,10  7  28.759,6.845,66  7  59
Θέρμης,36,86  196.639,48.159,11  4  35.262,5.472,155  41  114
Καλοχωρίου,33,40  213.902,34.303,18  8  146.791,19.094,19  8  11
Καρδιάς,19,37  25.907,7.937,1  1  350,126,44  0  44
Κάτω Σχολαρίου,17,26  16.339,5.113,4  5  1.271,376,27  3  24
Κυμίνων,15,23  21.340,5.676,6  4  1.794,508,21  5  16
Λαγυνών,18,26  17.977,4.715,1  1  705,198,22  4  18
Λητής,19,33  71.758,11.793,6  4  2.415,575,17  3  14
Μελισσοχωρίου,23,38  19.280,5.881,3  3  1.155,360,27  1  26
Μεσαίου,6,7  3.506,993,2  2  548,155,7  1  6
Μεσημερίου,7,10  6.340,2.021,1  1  35,10,11  1  10
Μικρού Μοναστηρίου,9,13  5.151,1.375,3  3  1.297,364,11  2  9
Νέας Μεσημβρίας,11,18  16.724,3.730,6  6  2.483,710,17  2  15
Νέας Μηχανιώνας,32,58  27.543,8.137,3  4  2.551,1.021,54  14  40
Νέας Ραιδεστού,17,37  21.574,6.903,3  1  13.959,2.731,38  0  38
Νέας Φιλαδελφείας,5,5  4.488,1.262,4  3  1.906,628,7  1  6
Νέου Ρυσίου,20,37  21.861,6.863,3  1  2.747,827,42  1  41
Νεοχωρούδας,41,59  217.158,30.939,10  6  20.925,3.193,25  0  25
Νέων Επιβατών,12,26  14.253,4.417,1  1  237,78,35  11  24
Νέων Μαλγάρων,10,14  17.299,3.009,6  4  4.977,1.220,12  5  7
Πανοράματος,117,239  164.445,52.210,10  4  5.727,1.823,257  35  222
Πενταλόφου,17,23  19.716,4.335,6  6  1.646,540,24  6  18
Περαίας,56,160  130.130,39.112,2  1  2.591,4.181,276  36  240
Πλαγιαρίου,61,122  82.014,24.062,0  0  0,0,94  5  89
Προχώματος,8,9  3.605,1.087,3  2  495,163,9  3  6
Σουρωτής,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",25,39  28.497,7.213,2  0  66.396,6.692,26  3  23
Ταγαράδων,7,11  8.550,2.516,1  1  369,123,11  0  11
Τριλόφου,42,78  47.917,14.735,3  1  957,296,87  12  75
Φιλύρου,21,37  31.079,9.228,0  0  0,0,60  19  41
Χαλκηδόνος,13,16  63.616,6.763,12  12  13.342,1.900,18  0  18
Χορτιάτη,25,49  18.967,5.819,4  4  5.254,1.055,38  1  37
Ωραιοκάστρου,109,225  263.197,68.028,21  13  145.184,19.265,320  12  308
Λαγκαδά,59,93  102.258,24.231,28  24  30.963,8.423,93  13  80
Σοχού,7,8  3.450,1.147,6  4  8.244,1.627,9  2  7
Αγίου Βασιλείου,6,9  3.420,985,2  1  1.110,330,9  2  7
Αδάμ,1,1  840,240,2  2  575,165,3  0  3
Αναλήψεως,0,0  0,0,1  2  1.389,344,1  0  1
¶νω Σταυρού,2,4  1.582,515,0  0  0,0,3  1  2
Απολλωνίας,4,9  3.801,1.196,1  0  398,133,25  24  1
Αρδαμερίου,3,3  1.792,546,5  4  1.431,428,10  5  5
Αρεθούσης,4,5  1.230,371,3  2  765,201,5  4  1
Ασκού,3,3  925,293,0  0  0,0,3  0  3
Ασπροβάλτας,22,30  11.042,3.351,29  28  8.767,2.514,60  26  34
Ασσήρου,7,8  26.850,5.552,7  7  2.474,720,9  1  8
Βασιλουδίου,1,1  950,278,0  0  0,0,1  0  1
Βερτίσκου,5,6  2.521,744,0  0  0,0,5  0  5
Βόλβης,1,1  420,120,1  1  1.586,487,3  1  2
Βρασνών,8,16  6.708,1.884,6  7  1.975,591,19  7  12
Γερακαρούς,4,5  1.880,581,1  1  566,149,5  1  4
Εξαλόφου,2,6  2.556,797,1  1  511,94,12  12  0
Ζαγκλιβερίου,6,7  1.953,590,5  3  1.112,368,11  2  9
Ηρακλείου,1,1  898,299,1  1  35,10,4  1  3
Καβαλλαρίου,1,1  4.037,716,0  0  0,0,0  0  0
Καλαμωτού,3,4  753,248,1  1  255,65,3  0  3
Καρτερών,2,2  1.343,370,1  0  492,156,2  0  2
Κολχικού,5,7  2.503,628,1  1  325,93,4  1  3
Κριθιάς,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,4  985,288,1  1  3.906,592,2  0  2
Κρυονερίου,1,2  1.078,300,2  2  592,181,2  0  2
Λαχανά,3,3  4.343,725,2  0  291,72,2  1  1
Λιβαδίου,28,113  76.901,22.990,4  4  1.087,271,230  69  161
Λοφίσκου,0,0  0,0,1  1  529,133,1  0  1
Νέας Απολλωνίας,3,3  1.760,518,0  0  0,0,2  0  2
Νέας Μαδύτου,7,10  4.847,1.292,2  1  1.145,360,10  1  9
Νικομηδινού,2,2  1.467,305,0  0  0,0,0  0  0
Νυμφοπέτρας,1,1  150,48,1  1  1.950,500,0  0  0
Όσσης,2,2  425,136,0  0  0,0,2  1  1
Περιβολακίου,2,2  1.857,550,1  2  660,209,7  0  7
Περιστεράς,32,120  78.464,20.978,5  5  4.950,893,203  78  125
Πετροκεράσων,2,2  501,127,1  0  194,46,2  1  1
Προφήτου,5,8  7.560,1.910,1  2  410,103,4  0  4
Σαρακήνας,3,3  3.778,1.041,0  0  0,0,1  0  1
Σταυρού,15,30  10.403,3.243,9  9  2.769,856,39  23  16
Στίβου,3,4  947,300,0  0  0,0,4  2  2
Σχολαρίου,1,3  2.990,997,1  2  800,227,1  0  1
Χρυσαυγής,5,6  2.216,671,0  0  0,0,5  2  3
ΝΟΜΟΣ ΚΙΛΚΙΣ,348,575  721.846,145.208,133  118  103.364,24.054,667  267  400
Κιλκίς,92,208  305.936,62.079,25  22  15.453,3.797,327  163  164
Πολυκάστρου,51,105  108.000,25.085,25  33  19.088,5.460,125  41  84
Αγίας Παρασκευής,11,13  8.917,2.564,5  3  2.343,680,10  3  7
Αγίου Μάρκου,3,3  1.783,540,0  0  0,0,3  1  2
Ακρίτα,0,0  0,0,1  0  621,135,0  0  0
Αμαράντων,2,2  106,36,1  0  519,172,2  2  0
Αναβρυτού,1,1  310,67,1  1  816,272,1  0  1
Ανθοφύτου,1,1  255,66,1  0  48,12,1  0  1
Αντιγονείας,1,2  580,294,0  0  0,0,1  1  0
Αξιοχωρίου,6,9  5.666,1.541,5  6  4.515,1.089,11  3  8
¶σπρου,0,0  0,0,2  1  1.032,389,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Βαφιοχωρίου,2,2  438,130,0  0  0,,0,2  1  1
Γαλλικού,24,32  42.299,8.707,7  6  22.230,,3.308,21  2  19
Γερακαρίου,1,1  399,127,0  0  0,,0,1  0  1
?ροσάτου,13,18  9.405,2.053,2  0  304,,90,10  4  6
Ευζώνων,3,4  1.847,520,0  0  0,,0,2  0  2
Ευκαρπίας,3,4  2.952,724,0  0  0,,0,2  0  2
Θεοδοσίων,0,0  0,0,1  1  200,,51,1  1  0
Ισώματος,1,1  350,110,0  0  0,,0,1  0  1
Καμπάνη,1,2  987,245,0  0  0,,0,1  0  1
Κοιλαδίου,2,2  2.176,538,0  0  0,,0,0  0  0
Κοκκινιάς,1,1  2.678,574,0  0  0,,0,0  0  0
Κρηστώνης,1,1  311,83,1  1  239,,79,2  1  1
Μανδρών,1,1  140,35,0  0  0,,0,0  0  0
Μαυρονερίου,2,2  788,266,1  1  720,,242,2  0  2
Μικροκάμπου,5,6  2.751,735,7  4  2.138,,597,9  4  5
Μικρού ?άσους,1,1  262,60,0  0  0,,0,1  0  1
Μουριών,15,16  7.855,1.957,1  0  108,,35,9  3  6
Μυριοφύτου,1,1  580,177,1  2  600,,200,2  0  2
Νέας Σάντας,5,5  122.505,12.702,1  2  308,,102,4  0  4
Νέου Αγιονερίου (Αγιονερίου),3,3  2.202,667,1  2  1.066,,271,2  0  2
Νέου Γυναικοκάστρου,0,0  0,0,1  1  720,,172,0  0  0
Ξυλοκερατέας,3,4  1.791,504,5  0  2.915,,788,5  4  1
Παλαιού Αγιονερίου,1,1  1.197,399,0  0  0,,0,2  2  0
Πευκοδάσους,1,1  408,120,2  3  512,,139,3  1  2
Πλαγιάς,2,2  4.132,896,0  0  0,,0,1  0  1
Ποντοηρακλείας,1,1  375,98,0  0  0,,0,1  0  1
Σταθμού Μουριών,3,4  5.582,1.041,0  0  0,,0,2  0  2
Σταυροχωρίου,0,0  0,0,1  0  12.197,,1.448,0  0  0
Τερπύλλου,24,30  20.746,5.242,2  1  666,,219,16  4  12
Χέρσου,9,10  9.498,2.497,1  0  110,,29,5  3  2
Χρυσοπέτρας,3,4  3.508,882,0  0  0,,0,2  0  2
Αξιουπόλεως,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",17,25  19.589,5.030,9  10  3.622,1.036,19  2  17
Γουμένισσας (Γουμενίσσης),8,13  5.765,1.733,6  7  2.690,897,21  13  8
Αγίου Πέτρου,3,5  2.213,648,8  5  4.186,1.282,10  2  8
Γοργόπης,1,2  487,129,2  0  400,132,2  1  1
Γρίβας,3,6  1.444,481,0  0  0,0,5  0  5
Ευρωπού,3,5  3.887,894,2  1  1.154,370,4  0  4
Κάρπης,2,3  1.348,335,0  0  0,0,3  1  2
Καστανερής,1,1  612,156,0  0  0,0,1  0  1
Λιβαδίων,1,1  200,49,0  0  0,0,1  0  1
Μεσιάς,1,1  2.457,351,0  0  0,0,0  0  0
Σκρα,1,1  178,54,0  0  0,0,0  0  0
Τούμπας,3,4  2.171,566,4  4  1.329,411,6  2  4
Φανού,1,1  217,61,0  0  0,0,2  2  0
Φιλυριάς,3,3  1.563,360,1  1  515,150,3  0  3
ΝΟΜΟΣ ΠΕΛΛΗΣ,549,879  543.641,151.362,228  167  142.269,40.589,867  131  736
Αριδαίας,47,67  43.477,11.892,16  15  12.070,3.489,46  6  40
Αρχαγγέλου,5,9  2.520,820,0  0  0,0,4  1  3
Αψάλου,6,9  6.212,1.833,0  0  0,0,5  0  5
Βορεινού,1,1  293,97,1  1  500,150,1  0  1
Γαρεφείου,1,1  576,128,1  1  480,150,0  0  0
?ωροθέας,3,3  857,276,0  0  0,0,2  0  2
Εξαπλατάνου,12,14  5.057,1.535,5  6  1.717,549,11  1  10
Θεοδωρακείου,1,2  455,152,0  0  0,0,1  0  1
Ίδας,3,3  865,247,0  0  0,0,1  0  1
Κρανέας,0,0  0,0,1  1  150,50,1  1  0
Κωνσταντίας,1,2  600,200,0  0  0,0,1  0  1
Λουτρακίου,5,8  5.820,1.773,2  3  1.027,305,12  7  5
Λυκοστόμου,2,3  504,151,0  0  0,0,1  0  1
Μεγαπλατάνου,1,1  256,80,0  0  0,0,1  0  1
Μηλέας,2,2  1.212,380,4  3  1.590,441,4  1  3
Νοτίας,2,2  947,247,0  0  0,0,1  0  1
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ξιφιανής,2,3  686,222,0  0  0,,0,1  0  1
Όρμης,3,5  1.646,518,2  1  1.244,,294,5  0  5
Πιπεριών,1,1  300,100,0  0  0,,0,0  0  0
Πολυκαρπίου,3,3  1.102,272,0  0  0,,0,1  0  1
Προμάχων,8,13  5.413,1.458,1  1  291,,97,5  0  5
Σωσάνδρας,3,3  1.920,409,2  2  980,,300,2  0  2
Τσάκων,5,6  1.979,588,6  3  2.900,,789,8  2  6
Φιλωτείας,0,0  0,0,1  0  399,,133,0  0  0
Φούστανης,1,1  113,36,0  0  0,,0,0  0  0
Χρυσής,2,3  1.474,493,0  0  0,,0,3  0  3
Γιαννιτσών,145,274  192.344,53.303,56  46  30.546,,7.297,335  44  291
Κρύας Βρύσης,36,51  29.162,7.735,18  18  5.610,,1.821,51  5  46
Πέλλης,34,46  37.860,9.234,23  14  5.984,,1.821,40  13  27
Αγίου Λουκά,3,3  969,310,1  1  408,,136,2  0  2
Αγροσυκέας,1,1  400,114,0  0  0,,0,1  0  1
Αθύρων,2,3  1.318,353,2  1  285,,94,3  1  2
Ακρολίμνης,6,9  4.389,1.294,2  1  305,,93,4  0  4
