Γαϊτανίου,17,24  12.972,3.541,6  3  1.309,438,27  12  15
Γαλάρου,1,1  117,36,2  0  556,144,1  0  1
Γυρίου,1,1  1.839,307,1  1  105,30,1  1  0
Έξω Χώρας,7,10  2.573,774,2  1  412,137,7  3  4
Καλαμακίου,11,16  7.720,2.245,3  4  1.040,291,22  16  6
Καλιπάδου,4,5  2.521,638,2  1  1.036,310,5  1  4
Καλλιθέας,2,2  215,70,1  0  104,35,1  1  0
Κατασταρίου,15,21  7.286,2.325,16  15  6.403,2.018,46  16  30
Κάτω Γερακαρίου,1,1  139,50,1  1  105,35,2  1  1
Κερίου,7,8  3.976,1.183,3  2  1.066,358,9  6  3
Κοιλιωμένου (Αγίου Νικολάου),4,4  4.350,611,0  0  0,0,1  0  1
Κυψέλης,4,5  2.048,649,3  3  654,201,8  6  2
Λαγκαδακίων,2,4  1.199,308,1  1  146,49,3  1  2
Λαγωπόδου,5,7  2.815,836,2  2  605,198,6  1  5
Λιθακιάς,9,9  2.066,735,8  5  2.114,682,12  6  6
Μαριών,1,1  321,87,1  0  68,22,1  0  1
Μαχαιράδου,4,4  1.581,494,4  2  994,322,7  1  6
Μέσου Γερακαρίου,3,5  1.138,373,2  4  588,196,12  9  3
Μουζακίου,10,12  3.906,1.189,9  3  2.040,603,19  10  9
Μπόχαλης,7,8  1.783,639,1  0  139,38,7  3  4
Ορθονιών,6,7  2.393,587,1  0  93,25,1  1  0
Παντοκράτορος,14,18  10.962,3.223,21  8  14.813,3.851,19  7  12
Πηγαδακίων,0,0  0,0,1  1  129,43,1  1  0
Πλάνου,6,9  1.922,630,4  5  1.998,712,13  10  3
Ρομιρίου,3,3  2.363,787,1  1  296,98,5  1  4
Σαρακηνάδου,7,8  8.341,2.139,1  1  418,131,5  1  4
Σκουληκάδου,1,1  341,113,1  1  231,77,2  0  2
Τραγακίου,5,5  1.693,582,1  1  131,45,6  3  3
Φιολίτη,2,2  449,134,1  2  196,64,2  0  2
ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ,409,636  298.386,88.464,185  176  59.810,18.991,720  293  427
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Θιναλίου,17,26  16.924,4.540,6  3  1.200,366,34  22  12
Κερκυραίων,51,97  74.352,21.330,27  28  15.837,4.936,135  44  91
Λευκιμμαίων,23,33  18.976,5.907,10  9  1.645,580,29  10  19
Αγίου Αθανασίου,1,1  480,120,1  0  140,46,1  1  0
Αγίου Ιωάννου,7,10  3.037,1.020,3  2  1.380,461,7  3  4
Αγίου Μάρκου,2,2  517,168,1  0  160,40,3  3  0
Αγίου Ματθαίου,16,21  5.882,1.771,5  6  994,321,15  6  9
Αγίου Νικολάου,2,3  900,304,1  1  567,189,5  0  5
Αγίου Προκοπίου,1,3  375,125,2  1  686,229,3  0  3
Αγίων ?έκα,1,2  950,314,1  1  297,99,3  2  1
Αγίων ?ούλων,2,3  1.072,296,0  0  0,0,2  1  1
Αγραφών,3,4  5.028,388,0  0  0,0,3  0  3
Αγρού,2,3  611,189,1  0  180,60,3  1  2
Αλειμματάδων,1,3  670,236,1  2  195,66,2  0  2
Αλεπούς,17,32  16.938,5.431,1  1  300,78,44  8  36
Αντιπερνών,0,0  0,0,1  2  178,61,1  0  1
¶νω Γαρούνας,3,4  1.309,428,2  2  196,62,3  1  2
¶νω Κορακιάνας,9,12  5.120,1.565,2  0  643,204,12  3  9
¶νω Παυλιάνας,3,5  1.816,611,0  0  0,0,7  4  3
Αργυράδων,10,14  3.535,1.099,9  11  3.751,1.124,19  4  15
Αρμενάδων,3,5  882,337,1  0  190,70,2  0  2
Αυλιωτών,6,7  1.307,381,2  4  902,300,8  6  2
Αφιώνος,3,5  1.417,418,1  2  294,98,4  1  3
¶φρας,6,8  5.611,1.527,3  2  504,149,7  2  5
Βαλανείου,0,0  0,0,1  0  66,22,1  1  0
Βαρυπατάδων,1,3  348,123,0  0  0,0,2  0  2
Βάτου,1,1  198,60,1  1  319,106,1  0  1
Βελονάδων,1,1  320,80,1  0  188,62,1  1  0
Βιρού,9,15  17.486,5.568,3  4  630,196,15  2  13
Βιταλάδων,0,0  0,0,2  1  562,192,2  1  1
Βουνιατάδων,2,2  876,217,1  1  117,39,2  2  0
Γαρδελάδων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,1  1.181,337,1  1  215,67,1  0  1
Γαστουρίου,13,23  7.721,2.284,1  2  720,239,22  7  15
Γιαννάδων,3,5  2.161,632,0  0  0,0,3  0  3
Γιμαρίου,3,5  999,310,1  1  287,87,5  3  2
?ουκάδων,3,4  1.042,337,1  0  75,30,3  0  3
?ροσάτου,2,3  665,221,4  7  759,267,5  3  2
Ζυγού,1,1  74,24,0  0  0,0,0  0  0
Καβαλλουρίου,3,4  1.085,358,3  3  3.362,1.121,8  3  5
Καββαδάδων,3,4  1.024,320,0  0  0,0,2  0  2
Καλαφατιώνων,1,2  986,306,1  0  93,31,1  0  1
Καμάρας,1,2  980,245,0  0  0,0,1  0  1
Κανακάδων,2,2  855,220,0  0  0,0,1  0  1
Καναλίου,14,24  12.378,3.371,3  6  1.260,406,19  2  17
Καρουσάδων,8,11  5.228,1.538,1  2  253,82,17  14  3
Κασσιόπης,11,14  4.776,1.540,10  8  2.425,815,20  11  9
Καστελλάνων Γύρου,1,1  448,112,0  0  0,0,0  0  0
Καστελλάνων Μέσης,1,2  679,208,0  0  0,0,1  1  0
Κάτω Γαρούνας,3,7  2.815,886,2  2  410,114,7  4  3
Κάτω Κορακιάνας,14,21  5.808,1.806,5  2  987,319,15  6  9
Κληματιάς,2,3  695,200,0  0  0,0,1  0  1
Κοκκινίου,0,0  0,0,2  3  471,157,1  0  1
Κομπιτσίου,4,5  4.119,1.099,3  1  1.615,449,3  0  3
Κουραμάδων,1,2  525,146,1  2  522,174,3  0  3
Κουσπάδων,1,2  445,148,0  0  0,0,2  1  1
Κρήνης,2,2  482,148,1  1  310,102,3  1  2
Κυνοπιαστών,5,7  2.786,876,6  4  1.183,366,8  6  2
Λακώνων,2,3  690,230,0  0  0,0,3  3  0
Λιαπάδων,4,6  1.879,578,2  6  166,55,6  2  4
Μαγουλάδων,1,2  750,253,5  5  1.163,392,8  4  4
Μαθρακίου,2,3  756,234,0  0  0,0,1  0  1
Μακράδων,1,1  82,27,1  0  70,23,0  0  0
Μαρμάρου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",1,2  408,146,1  2  142,47,2  1  1
Μεσαριάς,2,2  461,130,2  2  1.246,417,1  0  1
Μοραϊτίκων,3,4  2.019,526,3  2  546,161,4  0  4
Μπενιτσών,1,1  90,30,0  0  0,0,0  0  0
Νεοχωρίου,2,3  1.057,311,0  0  0,0,3  0  3
Νησακίου,4,7  2.219,834,2  1  618,206,6  1  5
Νυμφών,2,3  370,112,1  2  90,30,2  1  1
Οθωνών,2,2  457,152,1  1  135,45,2  2  0
Πάγων,8,13  4.313,1.534,1  1  185,57,13  10  3
Πέλεκα,4,7  1.767,548,1  2  488,139,5  0  5
Περιβολίου,5,7  2.085,653,1  2  181,59,5  1  4
Περουλάδων,3,6  3.927,1.086,3  1  476,146,18  17  1
Ραχτάδων,1,2  527,147,1  0  454,135,3  2  1
Σιδαρίου,6,9  2.929,914,4  4  1.694,545,7  3  4
Σιναράδων,4,7  2.074,686,5  2  1.123,353,7  4  3
Σινιών,3,5  1.253,403,1  0  150,46,5  3  2
Σκριπερού,2,3  719,235,2  3  502,159,4  0  4
Σπαρτύλα,10,16  6.916,2.261,1  0  36,12,30  14  16
Σταυρού,1,2  325,120,0  0  0,0,1  0  1
Στρογγυλής,0,0  0,0,2  1  219,70,1  1  0
Σωκρακίου,0,0  0,0,1  1  486,162,2  1  1
Χλοματιανών,3,5  2.150,650,2  2  789,239,18  16  2
Χλομού,3,6  1.895,579,3  4  1.277,344,8  2  6
Γαϊου,17,21  7.718,2.336,2  2  406,135,20  10  10
Λάκκας,1,1  190,60,0  0  0,0,1  0  1
Λογγού,3,3  995,295,1  1  100,32,5  4  1
Μαγαζιών,2,2  471,169,0  0  0,0,1  0  1
ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ,334,547  273.014,81.469,260  199  81.046,26.845,705  333  372
Ιθάκης,16,28  6.427,2.094,13  7  2.430,821,34  19  15
Κιονίου,2,3  1.601,520,1  0  46,13,3  0  3
Περαχωρίου,0,0  0,0,1  0  76,27,1  1  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Πλατρειθιά,0,0  0,0,2  2  330,106,2  1  1
Σταυρού,0,0  0,0,1  1  250,63,1  1  0
Αργοστολίου,71,136  93.263,23.613,54  49  23.405,7.544,136  48  88
Αγίας Ειρήνης,1,1  762,254,5  1  1.373,469,6  3  3
Βαλεριάνου,2,3  254,85,1  0  140,46,2  2  0
Βλαχάτων Εικοσιμίας,9,16  4.777,1.607,7  3  1.536,507,14  7  7
?αυγάτων,3,3  674,231,0  0  0,0,0  0  0
?ιλινάτων,4,6  1.847,612,8  6  5.950,1.566,14  9  5
Καραβάδου,5,8  2.205,723,0  0  0,0,5  2  3
Κεραμειών,1,2  438,145,3  4  1.047,353,6  5  1
Κουρουκλάτων,0,0  0,0,2  3  510,169,2  0  2
Λακήθρας,4,5  2.178,723,4  7  1.518,513,9  3  6
Λουρδάτων,3,5  1.300,406,2  0  237,78,7  6  1
Μαρκοπούλου,4,6  1.330,443,1  0  126,42,8  7  1
Μαυράτων,0,0  0,0,3  1  437,157,3  2  1
Μεταξάτων,3,4  2.040,666,0  0  0,0,4  2  2
Μουσάτων,4,7  3.488,1.133,1  2  78,26,5  1  4
Ξενοπούλου,0,0  0,0,2  2  432,149,2  1  1
Ομαλών,4,6  4.134,1.450,8  9  2.498,791,19  5  14
Πάστρας,5,5  2.054,666,1  0  150,50,8  7  1
Περατάτων,8,11  4.075,1.370,1  1  150,50,7  1  6
Πεσάδας,4,6  2.632,878,5  2  1.292,409,12  8  4
Πόρου,5,7  2.081,659,5  5  1.614,528,8  0  8
Σβορωνάτων,11,17  5.437,1.770,7  7  2.107,710,21  11  10
Σκάλας,17,28  43.103,13.830,5  3  2.141,673,54  44  10
Σπαρτιών,6,8  2.495,791,3  6  1.068,348,8  4  4
Τρωιανάτων,1,1  210,70,1  0  136,51,1  1  0
Φαρακλάτων,12,17  5.600,1.813,5  3  1.161,390,18  1  17
Φάρσων,2,4  669,223,0  0  0,0,5  4  1
Χιονάτων,2,4  1.296,432,2  3  462,147,4  1  3
Ληξουρίου,35,49  25.685,8.477,32  30  12.118,3.949,103  47  56
Αγίας Θέκλης,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",2,3  544,174,1  1  273,91,3  0  3
Αγκώνος,0,0  0,0,1  1  200,66,2  2  0
Αθέρος,1,1  210,70,2  2  514,174,2  0  2
?αμουλιανάτων,3,4  2.603,552,0  0  0,0,2  0  2
Ζόλων,2,2  225,75,2  2  702,234,4  2  2
Θηναίας,3,4  3.612,1.204,5  3  1.685,502,7  3  4
Καμιναράτων,2,3  1.548,516,4  5  1.144,395,7  2  5
Κατωγής,8,13  2.846,923,5  2  659,219,17  12  5
Κουβαλάτων,4,5  1.497,436,0  0  0,0,4  1  3
Μονοπολάτων,4,15  2.175,631,1  0  57,19,4  1  3
Νυφίου,1,1  291,97,1  0  146,47,2  0  2
Ριφίου,2,5  708,236,1  0  134,38,3  1  2
Σκινέως,2,3  930,275,1  2  790,264,4  0  4
Σουλλάρων,4,6  1.238,422,4  2  603,596,8  6  2
Φαβατάτων,0,0  0,0,2  3  608,209,2  0  2
Χαβδάτων,4,6  1.451,450,5  4  855,280,10  3  7
Χαβριάτων,2,3  1.564,482,3  1  1.051,563,5  0  5
Αγίας Ευφημίας,10,15  6.728,1.996,5  2  497,308,15  7  8
Αγίου Νικολάου,1,1  800,240,0  0  0,0,0  0  0
Αντιπάτων Ερίσου,7,11  3.162,1.060,4  0  581,198,11  5  6
¶σου,1,2  482,162,1  0  10,5,3  3  0
Βασιλικιάδων,1,3  816,283,2  2  649,222,3  0  3
Γριζάτων,4,11  3.918,1.306,5  3  972,329,17  11  6
Καραβομύλου,5,10  4.504,1.533,3  2  969,281,9  5  4
Κοθρέα,0,0  0,0,2  0  144,52,1  1  0
Κομιτάτων,1,1  369,123,0  0  0,0,1  0  1
Μεσοβουνίων,0,0  0,0,1  0  159,61,0  0  0
Πατρικάτων,0,0  0,0,1  0  78,26,1  1  0
Πλαγιάς,3,5  735,239,1  0  510,168,3  1  2
Πυργίου,2,3  690,210,4  2  1.288,429,7  2  5
Σάμης,5,7  4.255,1.276,3  1  394,135,8  3  5
Τουλιάτων,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,3  560,200,1  0  65,,20,6  6  0
Φισκάρδου,2,3  796,233,2  0  417,,139,2  1  1
Χαλιωτάτων,2,2  1.702,381,1  2  74,,30,0  0  0
ΝΟΜΟΣ ΛΕΥΚΑ?ΟΣ,172,309  146.383,43.660,67  65  23.733,,7.411,442  219  223
Λευκάδος,45,98  57.626,17.319,14  13  3.954,,1.217,114  30  84
Μεγανησίου,6,9  3.162,942,9  3  1.372,,444,11  3  8
Σφακιωτών,8,12  2.977,905,2  2  1.615,,458,10  1  9
Αγίου Ηλία,1,2  1.326,385,0  0  0,,0,2  0  2
Αγίου Νικήτα,4,7  1.706,506,0  0  0,,0,5  3  2
Αγίου Πέτρου,5,5  1.954,611,1  0  60,,20,3  2  1
Αθανίου,4,7  1.865,617,2  2  375,,121,8  2  6
Αλεξάνδρου,11,18  10.512,2.885,3  6  1.684,,538,30  17  13
Απολπαίνης,13,24  11.787,3.763,0  0  0,,0,25  9  16
Βασιλικής,5,9  4.861,1.543,5  5  1.724,,532,19  10  9
Βλυχού,6,10  3.399,902,3  4  521,,194,10  4  6
?ρυμώνος,2,4  999,326,1  1  124,,32,12  11  1
Εγκλουβής,0,0  0,0,1  2  378,,126,2  2  0
Εξανθείας,4,6  1.725,486,0  0  0,,0,4  0  4
Ευγήρου,3,4  1.798,501,2  2  884,,241,9  3  6
Καλαμιτσίου,5,9  2.279,789,2  2  1.109,,351,15  12  3
Καλάμου,1,2  496,145,1  0  225,,80,3  1  2
Καριωτών,3,6  1.977,640,2  3  893,,297,10  4  6
Καρυάς,6,12  4.424,1.419,3  1  135,,46,22  18  4
Καστού,1,1  105,35,0  0  0,,0,0  0  0
Κατούνης,10,17  9.830,2.573,4  8  2.611,,729,28  14  14
Κατωχωρίου,0,0  0,0,1  0  248,,65,1  1  0
Κονταραίνης,0,0  0,0,1  1  230,,76,0  0  0
Μαραντοχωρίου,1,1  231,102,2  0  584,,188,2  2  0
Νεοχωρίου,3,6  2.199,726,0  0  0,,0,6  1  5
Νυδρίου,5,10  6.081,1.800,5  5  1.797,,596,49  44  5
Πηγαδησάνων,1,2  610,204,0  0  0,,0,2  0  2
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Πλατυστόμων,3,4  1.396,465,1  3  2.700,916,11  9  2
Πόρου,2,3  950,307,0  0  0,0,5  2  3
Σύβρου,1,1  272,82,0  0  0,0,1  0  1
Τσουκαλάδων,11,18  9.335,2.515,1  1  230,58,20  11  9
Χαραδιατίκων,0,0  0,0,1  1  280,86,1  1  0
Χορτάτων,2,2  501,167,0  0  0,0,2  2  0
?ΥΤΙΚΗ ΕΛΛΑ?Α,3.454,6.084  3.352.376,974.574,1.599  1.451  673.196,199.470,7.306  1.765  5.541
ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ,683,1.230  774.184,222.342,473  477  179.707,54.454,1.713  290  1.423
ΑΚΑΡΝΑΝΙΑΣ,,,,,,
Αμφιλοχίας,9,21  15.299,4.023,25  25  6.221,2.003,52  11  41
Αμοργιανών,1,1  336,120,1  1  626,160,2  0  2
Αμπελακίου,7,7  15.601,3.519,9  3  1.157,368,7  4  3
Ανοιξιάτικου,1,2  684,226,0  0  0,0,1  0  1
Βαρετάδας,2,2  581,175,0  0  0,0,2  0  2
Βρουβιανών,2,2  630,80,0  0  0,0,1  0  1
Γιαννοπούλων,3,5  1.310,433,1  0  51,16,5  1  4
Εμπεσού,1,2  551,172,2  1  384,100,2  0  2
Καστρακίου,2,5  5.737,1.332,3  4  998,343,5  0  5
Κεχρινιάς,1,1  335,99,0  0  0,0,1  0  1
Κυψέλης (Σφήνας),0,0  0,0,1  0  56,20,0  0  0
Λεπενούς,4,7  2.609,772,2  3  790,266,6  0  6
Λουτρού,6,11  5.054,1.695,1  1  216,72,7  0  7
Μαλεσιάδας,2,3  2.682,667,2  1  149,48,2  0  2
Ματσουκίου,0,0  0,0,3  5  650,225,3  2  1
Μενιδίου,11,19  7.755,2.248,6  7  9.622,2.473,18  5  13
Μπαμπαλιού,0,0  0,0,1  1  516,160,1  0  1
Οχθίων,2,2  691,202,1  0  87,26,1  1  0
Πατιοπούλου,0,0  0,0,3  1  663,218,2  2  0
Περδικακίου,1,1  360,101,0  0  0,0,1  0  1
Πετρώνας,1,2  803,214,1  0  103,30,3  1  2
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Σαρδινίων,2,2  506,160,0  0  0,,0,1  0  1
Σπάρτου,3,4  1.286,430,1  1  97,,35,4  2  2
Στάνου,4,6  13.661,2.559,2  3  435,,145,4  1  3
Στράτου,1,2  755,240,3  5  1.426,,478,4  1  3
Τρικλίνου,1,1  253,84,0  0  0,,0,1  0  1
Φλωριάδος,1,1  442,147,0  0  0,,0,1  0  1
Χαλκιοπούλων,2,3  1.120,304,3  2  511,,164,4  2  2
Βόνιτσας (Βονίτσης),19,31  10.532,3.485,23  22  6.113,,2.017,37  8  29
Κατούνας,1,2  517,172,1  2  952,,316,4  0  4
Αγίου Νικολάου,1,2  811,254,4  2  630,,208,4  1  3
Αετού,1,1  240,80,1  1  180,,60,2  1  1
Αρχοντοχωρίου,1,2  737,290,2  2  457,,116,4  4  0
Αστακού,7,10  6.132,1.500,3  6  1.402,,409,13  0  13
Βάρνακα (Γεωργουλαιίκων),3,3  698,181,0  0  0,,0,0  0  0
Βασιλοπούλου,4,7  2.469,714,1  0  90,,30,3  0  3
Γουριωτίσσης,1,1  200,64,4  2  470,,158,5  3  2
?ρυμού,0,0  0,0,2  1  666,,221,1  0  1
Θυρίου,0,0  0,0,4  2  866,,282,3  0  3
Κανδήλας,7,9  2.761,917,12  12  3.161,,1.013,20  7  13
Καραϊσκάκη,0,0  0,0,5  7  1.985,,624,7  1  6
Κατοχής,5,7  5.703,1.201,3  3  889,,295,6  2  4
Κονοπίνας,0,0  0,0,2  3  610,,191,2  1  1
Λεσινίου,4,4  2.303,452,1  2  371,,126,4  1  3
Μαχαιρά,1,1  578,186,0  0  0,,0,0  0  0
Μοναστηρακίου,2,3  767,261,6  5  1.632,,566,9  4  5
Μπαμπίνης,2,3  947,279,0  0  0,,0,2  0  2
Μύτικα,11,21  8.422,2.736,12  9  2.862,,911,27  3  24
Παλαιομανίνας,4,5  1.599,526,0  0  0,,0,4  0  4
Παλαίρου,11,18  7.334,2.402,6  2  918,,315,18  7  11
Παλιαμπέλων,2,4  2.008,689,4  5  518,,168,7  3  4
Πενταλόφου,1,1  1.029,300,0  0  0,,0,0  0  0
Περατιάς,,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",7,11  3.136,986,4  3  1.260,380,13  2  11
Πλαγιάς,4,6  4.169,1.162,1  0  275,79,3  0  3
Προδρόμου,1,2  625,208,1  2  481,171,3  2  1
Ρίγανης,0,0  0,0,1  0  21,6,0  0  0
Στρογγυλοβουνίου,0,0  0,0,1  0  67,21,1  1  0
Φυτειών,2,2  585,185,0  0  0,0,2  0  2
Αιτωλικού,19,28  14.950,4.107,12  13  8.838,3.019,31  6  25
Μεσολογγίου,51,82  64.735,16.412,29  33  8.984,3.144,109  17  92
Αγγελοκάστρου,2,2  563,181,2  0  275,86,3  0  3
Αγίου Ανδρέου,5,9  3.297,1.450,3  0  409,120,11  3  8
Αγίου Γεωργίου,0,0  0,0,2  2  395,128,2  1  1
Αγίου Ηλία,1,1  323,101,0  0  0,0,0  0  0
Αγίου Θωμά,6,6  4.236,960,0  0  0,0,2  0  2
Ακρών (Λιθοβουνίου),0,0  0,0,1  0  95,31,0  0  0
¶νω Κερασόβου,2,2  535,138,0  0  0,0,1  1  0
Γαβαλούς,4,5  1.870,568,2  2  1.150,277,5  0  5
Γαλατά,5,7  2.716,863,3  4  720,223,9  2  7
Γουριάς,3,4  2.295,580,2  1  276,80,2  1  1
Γραμματικούς,2,3  1.012,325,1  1  795,56,3  0  3
?αφνιά,0,0  0,0,3  2  1.176,378,2  1  1
Ελληνικών,0,0  0,0,1  2  554,168,2  0  2
Ευηνοχωρίου,5,6  2.056,622,1  0  326,102,7  1  6
Ζευγαρακίου,0,0  0,0,1  0  225,64,0  0  0
Κάτω Κερασόβου,1,1  375,113,0  0  0,0,0  0  0
Κάτω Μακρινούς,3,4  2.126,527,1  1  150,49,2  0  2
Καψοράχης (Παλαιοχωρίου),2,5  2.345,746,1  2  520,173,5  0  5
Λυσιμαχείας,1,1  390,130,1  0  180,60,2  1  1
Μακρινούς,0,0  0,0,1  1  41,14,1  1  0
Μάστρου,1,2  738,238,1  2  989,305,4  0  4
Ματαράγκας,4,7  3.332,1.007,4  6  1.536,452,12  4  8
Νεοχωρίου,14,19  13.525,3.514,10  6  5.666,1.575,17  2  15
Παππαδατών,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",5,8  1.689,547,4  6  2.271,627,9  2  7
Περιθωρίου,1,2  404,124,1  1  65,22,3  3  0
Σταμνάς,6,7  2.219,630,0  0  0,0,4  0  4
Τριχωνίου,2,2  601,177,2  2  488,180,4  1  3
Φραγκουλαιίκων,1,1  280,80,0  0  0,0,0  0  0
Χρυσοβεργίου,3,4  1.852,511,1  2  911,248,4  0  4
Αντιρρίου,25,40  30.712,8.060,5  3  815,271,31  3  28
Ναυπάκτου,77,169  117.856,37.532,32  46  14.779,4.956,297  73  224
Πυλλήνης,2,2  324,108,3  2  341,116,3  1  2
Αγίου ?ημητρίου,1,1  397,120,0  0  0,0,1  0  1
Αμπελακιωτίσσης,1,1  3.000,611,0  0  0,0,0  0  0
Ανθοφύτου,0,0  0,0,1  0  141,37,0  0  0
¶νω Βασιλικής,1,1  17,7,0  0  0,0,0  0  0
¶νω Χώρας,0,0  0,0,1  1  177,52,1  1  0
Αραχόβης,1,2  384,120,0  0  0,0,1  0  1
Ασπριάς,1,1  340,131,0  0  0,0,1  0  1
Αφροξυλιάς,4,5  1.720,519,2  0  326,132,6  1  5
Αχλαδοκάστρου,1,2  360,118,0  0  0,0,1  0  1
Βασιλικής,1,2  294,92,4  0  938,145,2  1  1
Βομβοκούς,4,4  1.877,508,0  0  0,0,3  0  3
Γαβρολίμνης,1,1  701,243,0  0  0,0,1  0  1
?άφνης,5,6  2.567,941,0  0  0,0,4  0  4
Ελατούς,2,3  2.373,551,0  0  0,0,3  0  3
Καλαβρούζης,1,1  235,68,0  0  0,0,1  0  1
Καστανέας,0,0  0,0,1  2  317,91,2  2  0
Κεντρικής,1,1  384,120,0  0  0,0,0  0  0
Κλεπάς,1,1  248,80,0  0  0,0,1  0  1
Κυδωνέας,1,1  232,73,0  0  0,0,1  0  1
Λιβαδακίου,1,1  482,102,0  0  0,0,0  0  0
Λυγιά,7,11  6.009,1.667,1  2  297,96,9  0  9
Μαμουλάδας,2,3  790,273,0  0  0,0,2  1  1
Νεοκάστρου,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,2  716,210,0  0  0,,0,1  0  1
Νεοχωρίου,0,0  0,0,1  0  218,,60,1  1  0
Ξηροπηγάδου,4,4  6.862,1.456,1  1  250,,84,2  0  2
Παλαιοχωρακίου,0,0  0,0,1  1  160,,34,0  0  0
Πλατάνου,0,0  0,0,1  2  345,,115,2  0  2
Ριγανίου,1,1  397,89,0  0  0,,0,0  0  0
Σκάλας,2,2  678,147,0  0  0,,0,1  0  1
Τρικόρφου,1,1  181,50,1  0  40,,14,0  0  0
Αγρινίου,120,348  260.009,77.591,92  112  41.724,,12.361,598  48  550
Θέρμου,6,9  2.526,791,4  3  461,,153,8  2  6
Νεάπολης,9,12  4.635,1.370,10  9  8.268,,2.012,15  2  13
